,State,Year,Quarter,Pincode,Reg_Users
3834,Madhya Pradesh,2020,2,462001,116167
3835,Madhya Pradesh,2020,2,457001,111581
3836,Madhya Pradesh,2020,2,482001,110268
3837,Madhya Pradesh,2020,2,480001,104519
3838,Madhya Pradesh,2020,2,452016,98532
3839,Madhya Pradesh,2020,2,485001,98080
3840,Madhya Pradesh,2020,3,482002,173274
3841,Madhya Pradesh,2020,3,452001,162767
3842,Madhya Pradesh,2020,3,455001,155823
3843,Madhya Pradesh,2020,3,452010,149318
3844,Madhya Pradesh,2020,3,462001,127166
3845,Madhya Pradesh,2020,3,457001,122974
3846,Madhya Pradesh,2020,3,482001,119294
3847,Madhya Pradesh,2020,3,480001,114237
3848,Madhya Pradesh,2020,3,485001,107317
3849,Madhya Pradesh,2020,3,452016,107084
3850,Madhya Pradesh,2020,4,482002,188460
3851,Madhya Pradesh,2020,4,452001,173333
3852,Madhya Pradesh,2020,4,455001,167885
3853,Madhya Pradesh,2020,4,452010,160146
3854,Madhya Pradesh,2020,4,462001,138574
3855,Madhya Pradesh,2020,4,457001,134427
3856,Madhya Pradesh,2020,4,482001,128730
3857,Madhya Pradesh,2020,4,480001,124525
3858,Madhya Pradesh,2020,4,474001,116379
3859,Madhya Pradesh,2020,4,452016,116281
3860,Madhya Pradesh,2021,1,482002,202915
3861,Madhya Pradesh,2021,1,452001,185582
3862,Madhya Pradesh,2021,1,455001,180488
3863,Madhya Pradesh,2021,1,452010,171754
3864,Madhya Pradesh,2021,1,462001,149137
3865,Madhya Pradesh,2021,1,457001,145248
3866,Madhya Pradesh,2021,1,482001,138100
3867,Madhya Pradesh,2021,1,480001,134163
3868,Madhya Pradesh,2021,1,474001,125599
3869,Madhya Pradesh,2021,1,485001,125104
3870,Madhya Pradesh,2021,2,482002,216522
3871,Madhya Pradesh,2021,2,452001,198059
3872,Madhya Pradesh,2021,2,455001,193208
3873,Madhya Pradesh,2021,2,452010,183345
3874,Madhya Pradesh,2021,2,462001,159236
3875,Madhya Pradesh,2021,2,457001,155865
3876,Madhya Pradesh,2021,2,482001,147363
3877,Madhya Pradesh,2021,2,480001,143414
3878,Madhya Pradesh,2021,2,474001,134469
3879,Madhya Pradesh,2021,2,485001,133879
3880,Madhya Pradesh,2021,3,482002,231582
3881,Madhya Pradesh,2021,3,452001,211664
3882,Madhya Pradesh,2021,3,455001,207599
3883,Madhya Pradesh,2021,3,452010,196173
3884,Madhya Pradesh,2021,3,462001,170393
3885,Madhya Pradesh,2021,3,457001,167859
3886,Madhya Pradesh,2021,3,482001,157536
3887,Madhya Pradesh,2021,3,480001,153878
3888,Madhya Pradesh,2021,3,474001,144518
3889,Madhya Pradesh,2021,3,485001,143700
3890,Madhya Pradesh,2021,4,482002,246911
3891,Madhya Pradesh,2021,4,452001,225433
3892,Madhya Pradesh,2021,4,455001,222066
3893,Madhya Pradesh,2021,4,452010,208931
3894,Madhya Pradesh,2021,4,462001,181784
3895,Madhya Pradesh,2021,4,457001,179603
3896,Madhya Pradesh,2021,4,482001,167796
3897,Madhya Pradesh,2021,4,480001,164329
3898,Madhya Pradesh,2021,4,474001,154609
3899,Madhya Pradesh,2021,4,485001,153628
3900,Madhya Pradesh,2022,1,482002,261115
3901,Madhya Pradesh,2022,1,452001,238296
3902,Madhya Pradesh,2022,1,455001,235768
3903,Madhya Pradesh,2022,1,452010,220888
3904,Madhya Pradesh,2022,1,462001,192336
3905,Madhya Pradesh,2022,1,457001,190837
3906,Madhya Pradesh,2022,1,482001,177586
3907,Madhya Pradesh,2022,1,480001,174161
3908,Madhya Pradesh,2022,1,474001,164039
3909,Madhya Pradesh,2022,1,485001,163020
3910,Madhya Pradesh,2022,2,482002,274815
3911,Madhya Pradesh,2022,2,452001,250461
3912,Madhya Pradesh,2022,2,455001,248656
3913,Madhya Pradesh,2022,2,452010,232223
3914,Madhya Pradesh,2022,2,462001,202395
3915,Madhya Pradesh,2022,2,457001,201497
3916,Madhya Pradesh,2022,2,482001,186815
3917,Madhya Pradesh,2022,2,480001,183624
3918,Madhya Pradesh,2022,2,474001,173002
3919,Madhya Pradesh,2022,2,485001,172044
3920,Madhya Pradesh,2022,3,482002,288913
3921,Madhya Pradesh,2022,3,452001,263235
3922,Madhya Pradesh,2022,3,455001,262081
3923,Madhya Pradesh,2022,3,452010,243950
3924,Madhya Pradesh,2022,3,462001,212978
3925,Madhya Pradesh,2022,3,457001,212433
3926,Madhya Pradesh,2022,3,482001,196282
3927,Madhya Pradesh,2022,3,480001,193259
3928,Madhya Pradesh,2022,3,474001,182361
3929,Madhya Pradesh,2022,3,485001,181296
3930,Madhya Pradesh,2022,4,482002,303133
3931,Madhya Pradesh,2022,4,452001,276072
3932,Madhya Pradesh,2022,4,455001,274876
3933,Madhya Pradesh,2022,4,452010,255626
3934,Madhya Pradesh,2022,4,462001,223606
3935,Madhya Pradesh,2022,4,457001,223077
3936,Madhya Pradesh,2022,4,482001,205810
3937,Madhya Pradesh,2022,4,480001,202602
3938,Madhya Pradesh,2022,4,474001,191690
3939,Madhya Pradesh,2022,4,485001,190477
3940,Maharashtra,2018,1,410501,55174
3941,Maharashtra,2018,1,411057,54638
3942,Maharashtra,2018,1,411033,53647
3943,Maharashtra,2018,1,411014,52495
3944,Maharashtra,2018,1,431003,49627
3945,Maharashtra,2018,1,421302,48926
3946,Maharashtra,2018,1,421201,46211
3947,Maharashtra,2018,1,410206,44726
3948,Maharashtra,2018,1,411041,41663
3949,Maharashtra,2018,1,411046,41385
3950,Maharashtra,2018,2,410501,72841
3951,Maharashtra,2018,2,411057,69458
3952,Maharashtra,2018,2,411033,68851
3953,Maharashtra,2018,2,411014,68126
3954,Maharashtra,2018,2,421302,68039
3955,Maharashtra,2018,2,431003,64163
3956,Maharashtra,2018,2,421201,62765
3957,Maharashtra,2018,2,410206,61067
3958,Maharashtra,2018,2,411046,54537
3959,Maharashtra,2018,2,411041,53923
3960,Maharashtra,2018,3,410501,91512
3961,Maharashtra,2018,3,421302,88889
3962,Maharashtra,2018,3,411057,84490
3963,Maharashtra,2018,3,411014,84300
3964,Maharashtra,2018,3,411033,82739
3965,Maharashtra,2018,3,421201,80013
3966,Maharashtra,2018,3,410206,77756
3967,Maharashtra,2018,3,431003,76860
3968,Maharashtra,2018,3,400072,67915
3969,Maharashtra,2018,3,411046,67300
3970,Maharashtra,2018,4,421302,130390
3971,Maharashtra,2018,4,410501,113676
3972,Maharashtra,2018,4,421201,106288
3973,Maharashtra,2018,4,411014,106132
3974,Maharashtra,2018,4,411057,103325
3975,Maharashtra,2018,4,410206,102393
3976,Maharashtra,2018,4,411033,102306
3977,Maharashtra,2018,4,431003,93461
3978,Maharashtra,2018,4,411028,88343
3979,Maharashtra,2018,4,400072,87905
3980,Maharashtra,2019,1,421302,164019
3981,Maharashtra,2019,1,410501,137359
3982,Maharashtra,2019,1,421201,133341
3983,Maharashtra,2019,1,410206,129314
3984,Maharashtra,2019,1,411014,126623
3985,Maharashtra,2019,1,411033,123678
3986,Maharashtra,2019,1,411057,120482
3987,Maharashtra,2019,1,431003,110778
3988,Maharashtra,2019,1,400072,105695
3989,Maharashtra,2019,1,411028,105603
3990,Maharashtra,2019,2,421302,190214
3991,Maharashtra,2019,2,410501,156028
3992,Maharashtra,2019,2,421201,153146
3993,Maharashtra,2019,2,410206,151268
3994,Maharashtra,2019,2,411014,143887
3995,Maharashtra,2019,2,411033,141507
3996,Maharashtra,2019,2,411057,134886
3997,Maharashtra,2019,2,431003,124330
3998,Maharashtra,2019,2,411046,122222
3999,Maharashtra,2019,2,411028,120199
4000,Maharashtra,2019,3,421302,217009
4001,Maharashtra,2019,3,410501,175465
4002,Maharashtra,2019,3,410206,172371
4003,Maharashtra,2019,3,421201,171833
4004,Maharashtra,2019,3,411014,160987
4005,Maharashtra,2019,3,411033,159530
4006,Maharashtra,2019,3,411057,149071
4007,Maharashtra,2019,3,411046,140288
4008,Maharashtra,2019,3,431003,139768
4009,Maharashtra,2019,3,411028,134946
4010,Maharashtra,2019,4,421302,243170
4011,Maharashtra,2019,4,410501,194467
4012,Maharashtra,2019,4,410206,190844
4013,Maharashtra,2019,4,421201,186756
4014,Maharashtra,2019,4,411014,174293
4015,Maharashtra,2019,4,411033,173559
4016,Maharashtra,2019,4,411057,159468
4017,Maharashtra,2019,4,411046,154739
4018,Maharashtra,2019,4,431003,154167
4019,Maharashtra,2019,4,411028,146715
4020,Maharashtra,2020,1,421302,270275
4021,Maharashtra,2020,1,410501,212525
4022,Maharashtra,2020,1,410206,208988
4023,Maharashtra,2020,1,421201,201500
4024,Maharashtra,2020,1,411014,186363
4025,Maharashtra,2020,1,411033,186165
4026,Maharashtra,2020,1,411046,168527
4027,Maharashtra,2020,1,411057,168309
4028,Maharashtra,2020,1,431003,166778
4029,Maharashtra,2020,1,411028,157439
4030,Maharashtra,2020,2,421302,298762
4031,Maharashtra,2020,2,410206,228984
4032,Maharashtra,2020,2,410501,227567
4033,Maharashtra,2020,2,421201,219871
4034,Maharashtra,2020,2,411033,196984
4035,Maharashtra,2020,2,411014,195723
4036,Maharashtra,2020,2,411046,180438
4037,Maharashtra,2020,2,431003,179082
4038,Maharashtra,2020,2,411057,174526
4039,Maharashtra,2020,2,421301,171283
4040,Maharashtra,2020,3,421302,328833
4041,Maharashtra,2020,3,410206,249631
4042,Maharashtra,2020,3,410501,246816
4043,Maharashtra,2020,3,421201,237605
4044,Maharashtra,2020,3,411033,210139
4045,Maharashtra,2020,3,411014,207577
4046,Maharashtra,2020,3,411046,194368
4047,Maharashtra,2020,3,431003,192623
4048,Maharashtra,2020,3,421301,186022
4049,Maharashtra,2020,3,411057,183054
4050,Maharashtra,2020,4,421302,365506
4051,Maharashtra,2020,4,410206,275019
4052,Maharashtra,2020,4,410501,272167
4053,Maharashtra,2020,4,421201,259489
4054,Maharashtra,2020,4,411033,226460
4055,Maharashtra,2020,4,411014,223378
4056,Maharashtra,2020,4,411046,211381
4057,Maharashtra,2020,4,431003,207632
4058,Maharashtra,2020,4,421301,203721
4059,Maharashtra,2020,4,400612,198677
4060,Maharashtra,2021,1,421302,396179
4061,Maharashtra,2021,1,410206,296340
4062,Maharashtra,2021,1,410501,294563
4063,Maharashtra,2021,1,421201,278568
4064,Maharashtra,2021,1,411033,242613
4065,Maharashtra,2021,1,411014,239079
4066,Maharashtra,2021,1,411046,227047
4067,Maharashtra,2021,1,431003,222366
4068,Maharashtra,2021,1,421301,219310
4069,Maharashtra,2021,1,400612,215326
4070,Maharashtra,2021,2,421302,424376
4071,Maharashtra,2021,2,410206,316643
4072,Maharashtra,2021,2,410501,314922
4073,Maharashtra,2021,2,421201,297460
4074,Maharashtra,2021,2,411033,258524
4075,Maharashtra,2021,2,411014,254412
4076,Maharashtra,2021,2,411046,241933
4077,Maharashtra,2021,2,431003,236990
4078,Maharashtra,2021,2,421301,234225
4079,Maharashtra,2021,2,400612,230486
4080,Maharashtra,2021,3,421302,456284
4081,Maharashtra,2021,3,410206,339230
4082,Maharashtra,2021,3,410501,338109
4083,Maharashtra,2021,3,421201,318461
4084,Maharashtra,2021,3,411033,276031
4085,Maharashtra,2021,3,411014,271372
4086,Maharashtra,2021,3,411046,258494
4087,Maharashtra,2021,3,431003,253190
4088,Maharashtra,2021,3,421301,250903
4089,Maharashtra,2021,3,400612,247336
4090,Maharashtra,2021,4,421302,488443
4091,Maharashtra,2021,4,410501,361651
4092,Maharashtra,2021,4,410206,361639
4093,Maharashtra,2021,4,421201,339622
4094,Maharashtra,2021,4,411033,293493
4095,Maharashtra,2021,4,411014,288386
4096,Maharashtra,2021,4,411046,275050
4097,Maharashtra,2021,4,431003,269570
4098,Maharashtra,2021,4,421301,267613
4099,Maharashtra,2021,4,400612,264454
4100,Maharashtra,2022,1,421302,518716
4101,Maharashtra,2022,1,410501,383878
4102,Maharashtra,2022,1,410206,382909
4103,Maharashtra,2022,1,421201,359195
4104,Maharashtra,2022,1,411033,309834
4105,Maharashtra,2022,1,411014,304204
4106,Maharashtra,2022,1,411046,290395
4107,Maharashtra,2022,1,431003,285232
4108,Maharashtra,2022,1,421301,283274
4109,Maharashtra,2022,1,400612,280349
4110,Maharashtra,2022,2,421302,547501
4111,Maharashtra,2022,2,410501,405030
4112,Maharashtra,2022,2,410206,402926
4113,Maharashtra,2022,2,421201,377989
4114,Maharashtra,2022,2,411033,325347
4115,Maharashtra,2022,2,411014,319102
4116,Maharashtra,2022,2,411046,304859
4117,Maharashtra,2022,2,431003,299893
4118,Maharashtra,2022,2,421301,298201
4119,Maharashtra,2022,2,400612,295518
4120,Maharashtra,2022,3,421302,577754
4121,Maharashtra,2022,3,410501,426978
4122,Maharashtra,2022,3,410206,423682
4123,Maharashtra,2022,3,421201,397304
4124,Maharashtra,2022,3,411033,341226
4125,Maharashtra,2022,3,411014,334370
4126,Maharashtra,2022,3,411046,319916
4127,Maharashtra,2022,3,431003,315106
4128,Maharashtra,2022,3,421301,313660
4129,Maharashtra,2022,3,400612,311391
4130,Maharashtra,2022,4,421302,608005
4131,Maharashtra,2022,4,410501,448917
4132,Maharashtra,2022,4,410206,443926
4133,Maharashtra,2022,4,421201,416996
4134,Maharashtra,2022,4,411033,357121
4135,Maharashtra,2022,4,411014,349702
4136,Maharashtra,2022,4,411046,335006
4137,Maharashtra,2022,4,431003,330549
4138,Maharashtra,2022,4,421301,329184
4139,Maharashtra,2022,4,400612,327401
4140,Manipur,2018,1,795004,5825
4141,Manipur,2018,1,795001,2063
4142,Manipur,2018,1,795138,1608
4143,Manipur,2018,1,795008,1230
4144,Manipur,2018,1,795133,1211
4145,Manipur,2018,1,795002,1189
4146,Manipur,2018,1,795130,1034
4147,Manipur,2018,1,795149,1034
4148,Manipur,2018,1,795009,970
4149,Manipur,2018,1,795010,948
4150,Manipur,2018,2,795004,8370
4151,Manipur,2018,2,795001,3001
4152,Manipur,2018,2,795138,2602
4153,Manipur,2018,2,795133,1893
4154,Manipur,2018,2,795130,1795
4155,Manipur,2018,2,795149,1775
4156,Manipur,2018,2,795008,1773
4157,Manipur,2018,2,795002,1728
4158,Manipur,2018,2,795148,1539
4159,Manipur,2018,2,795103,1516
4160,Manipur,2018,3,795004,10911
4161,Manipur,2018,3,795001,4101
4162,Manipur,2018,3,795138,3219
4163,Manipur,2018,3,795133,2534
4164,Manipur,2018,3,795002,2316
4165,Manipur,2018,3,795008,2279
4166,Manipur,2018,3,795103,2219
4167,Manipur,2018,3,795130,2128
4168,Manipur,2018,3,795149,2114
4169,Manipur,2018,3,795148,2056
4170,Manipur,2018,4,795004,14342
4171,Manipur,2018,4,795001,5526
4172,Manipur,2018,4,795138,4221
4173,Manipur,2018,4,795133,3508
4174,Manipur,2018,4,795002,3077
4175,Manipur,2018,4,795103,2985
4176,Manipur,2018,4,795008,2877
4177,Manipur,2018,4,795148,2734
4178,Manipur,2018,4,795149,2679
4179,Manipur,2018,4,795010,2549
4180,Manipur,2019,1,795004,16916
4181,Manipur,2019,1,795001,6562
4182,Manipur,2019,1,795138,4947
4183,Manipur,2019,1,795133,4247
4184,Manipur,2019,1,795002,3738
4185,Manipur,2019,1,795103,3612
4186,Manipur,2019,1,795008,3437
4187,Manipur,2019,1,795148,3259
4188,Manipur,2019,1,795149,3182
4189,Manipur,2019,1,795010,3025
4190,Manipur,2019,2,795004,19706
4191,Manipur,2019,2,795001,7662
4192,Manipur,2019,2,795138,5616
4193,Manipur,2019,2,795133,4966
4194,Manipur,2019,2,795002,4424
4195,Manipur,2019,2,795103,4265
4196,Manipur,2019,2,795008,3990
4197,Manipur,2019,2,795148,3777
4198,Manipur,2019,2,795149,3589
4199,Manipur,2019,2,795010,3558
4200,Manipur,2019,3,795004,22710
4201,Manipur,2019,3,795001,8963
4202,Manipur,2019,3,795138,6388
4203,Manipur,2019,3,795133,5752
4204,Manipur,2019,3,795002,5070
4205,Manipur,2019,3,795103,5001
4206,Manipur,2019,3,795008,4684
4207,Manipur,2019,3,795148,4254
4208,Manipur,2019,3,795010,4102
4209,Manipur,2019,3,795149,3974
4210,Manipur,2019,4,795004,25471
4211,Manipur,2019,4,795001,10002
4212,Manipur,2019,4,795138,7206
4213,Manipur,2019,4,795133,6672
4214,Manipur,2019,4,795103,5745
4215,Manipur,2019,4,795002,5696
4216,Manipur,2019,4,795008,5365
4217,Manipur,2019,4,795148,4925
4218,Manipur,2019,4,795010,4709
4219,Manipur,2019,4,795149,4512
4220,Manipur,2020,1,795004,28400
4221,Manipur,2020,1,795001,11267
4222,Manipur,2020,1,795138,8206
4223,Manipur,2020,1,795133,7649
4224,Manipur,2020,1,795103,6635
4225,Manipur,2020,1,795002,6376
4226,Manipur,2020,1,795008,6066
4227,Manipur,2020,1,795148,5614
4228,Manipur,2020,1,795010,5397
4229,Manipur,2020,1,795149,5197
4230,Manipur,2020,2,795004,32442
4231,Manipur,2020,2,795001,13115
4232,Manipur,2020,2,795138,10076
4233,Manipur,2020,2,795133,9675
4234,Manipur,2020,2,795103,8426
4235,Manipur,2020,2,795002,7522
4236,Manipur,2020,2,795008,7283
4237,Manipur,2020,2,795148,6862
4238,Manipur,2020,2,795149,6744
4239,Manipur,2020,2,795010,6572
4240,Manipur,2020,3,795004,37728
4241,Manipur,2020,3,795001,15470
4242,Manipur,2020,3,795138,12056
4243,Manipur,2020,3,795133,11530
4244,Manipur,2020,3,795103,10017
4245,Manipur,2020,3,795002,8812
4246,Manipur,2020,3,795008,8766
4247,Manipur,2020,3,795148,8207
4248,Manipur,2020,3,795149,8206
4249,Manipur,2020,3,795010,8105
4250,Manipur,2020,4,795004,41917
4251,Manipur,2020,4,795001,17273
4252,Manipur,2020,4,795138,13264
4253,Manipur,2020,4,795133,12893
4254,Manipur,2020,4,795103,11106
4255,Manipur,2020,4,795008,9845
4256,Manipur,2020,4,795002,9803
4257,Manipur,2020,4,795148,9237
4258,Manipur,2020,4,795149,9058
4259,Manipur,2020,4,795010,9055
4260,Manipur,2021,1,795004,45367
4261,Manipur,2021,1,795001,18706
4262,Manipur,2021,1,795138,14339
4263,Manipur,2021,1,795133,13896
4264,Manipur,2021,1,795103,12018
4265,Manipur,2021,1,795008,10659
4266,Manipur,2021,1,795002,10577
4267,Manipur,2021,1,795148,10038
4268,Manipur,2021,1,795010,9835
4269,Manipur,2021,1,795149,9752
4270,Manipur,2021,2,795004,48527
4271,Manipur,2021,2,795001,19987
4272,Manipur,2021,2,795138,15383
4273,Manipur,2021,2,795133,14912
4274,Manipur,2021,2,795103,12882
4275,Manipur,2021,2,795008,11401
4276,Manipur,2021,2,795002,11348
4277,Manipur,2021,2,795148,10740
4278,Manipur,2021,2,795010,10542
4279,Manipur,2021,2,795149,10473
4280,Manipur,2021,3,795004,52013
4281,Manipur,2021,3,795001,21440
4282,Manipur,2021,3,795138,16512
4283,Manipur,2021,3,795133,16112
4284,Manipur,2021,3,795103,13914
4285,Manipur,2021,3,795008,12242
4286,Manipur,2021,3,795002,12236
4287,Manipur,2021,3,795148,11534
4288,Manipur,2021,3,795010,11378
4289,Manipur,2021,3,795149,11323
4290,Manipur,2021,4,795004,55504
4291,Manipur,2021,4,795001,22870
4292,Manipur,2021,4,795138,17655
4293,Manipur,2021,4,795133,17290
4294,Manipur,2021,4,795103,14898
4295,Manipur,2021,4,795002,13103
4296,Manipur,2021,4,795008,13084
4297,Manipur,2021,4,795148,12351
4298,Manipur,2021,4,795010,12210
4299,Manipur,2021,4,795149,12180
4300,Manipur,2022,1,795004,58698
4301,Manipur,2022,1,795001,24200
4302,Manipur,2022,1,795138,18698
4303,Manipur,2022,1,795133,18416
4304,Manipur,2022,1,795103,15858
4305,Manipur,2022,1,795002,13936
4306,Manipur,2022,1,795008,13884
4307,Manipur,2022,1,795148,13156
4308,Manipur,2022,1,795010,12970
4309,Manipur,2022,1,795149,12932
4310,Manipur,2022,2,795004,61814
4311,Manipur,2022,2,795001,25501
4312,Manipur,2022,2,795138,19715
4313,Manipur,2022,2,795133,19429
4314,Manipur,2022,2,795103,16787
4315,Manipur,2022,2,795002,14709
4316,Manipur,2022,2,795008,14659
4317,Manipur,2022,2,795148,13885
4318,Manipur,2022,2,795010,13673
4319,Manipur,2022,2,795149,13652
4320,Manipur,2022,3,795004,65086
4321,Manipur,2022,3,795001,26851
4322,Manipur,2022,3,795138,20753
4323,Manipur,2022,3,795133,20419
4324,Manipur,2022,3,795103,17684
4325,Manipur,2022,3,795002,15491
4326,Manipur,2022,3,795008,15410
4327,Manipur,2022,3,795148,14636
4328,Manipur,2022,3,795149,14379
4329,Manipur,2022,3,795010,14377
4330,Manipur,2022,4,795004,68237
4331,Manipur,2022,4,795001,28149
4332,Manipur,2022,4,795138,21736
4333,Manipur,2022,4,795133,21231
4334,Manipur,2022,4,795103,18448
4335,Manipur,2022,4,795002,16213
4336,Manipur,2022,4,795008,16111
4337,Manipur,2022,4,795148,15321
4338,Manipur,2022,4,795149,15025
4339,Manipur,2022,4,795010,15009
4340,Meghalaya,2018,1,793001,2493
4341,Meghalaya,2018,1,793002,1386
4342,Meghalaya,2018,1,794001,1033
4343,Meghalaya,2018,1,793210,999
4344,Meghalaya,2018,1,793011,943
4345,Meghalaya,2018,1,793101,908
4346,Meghalaya,2018,1,794105,855
4347,Meghalaya,2018,1,794101,752
4348,Meghalaya,2018,1,793007,646
4349,Meghalaya,2018,1,793004,613
4350,Meghalaya,2018,2,793001,3410
4351,Meghalaya,2018,2,793002,1857
4352,Meghalaya,2018,2,793210,1430
4353,Meghalaya,2018,2,794001,1415
4354,Meghalaya,2018,2,793101,1379
4355,Meghalaya,2018,2,793011,1320
4356,Meghalaya,2018,2,794105,1233
4357,Meghalaya,2018,2,794101,1144
4358,Meghalaya,2018,2,793007,895
4359,Meghalaya,2018,2,793004,878
4360,Meghalaya,2018,3,793001,4591
4361,Meghalaya,2018,3,793002,2453
4362,Meghalaya,2018,3,794001,2006
4363,Meghalaya,2018,3,793210,1964
4364,Meghalaya,2018,3,793101,1851
4365,Meghalaya,2018,3,793011,1798
4366,Meghalaya,2018,3,794105,1690
4367,Meghalaya,2018,3,794101,1597
4368,Meghalaya,2018,3,794104,1242
4369,Meghalaya,2018,3,793007,1209
4370,Meghalaya,2018,4,793001,5880
4371,Meghalaya,2018,4,793002,3195
4372,Meghalaya,2018,4,794001,2785
4373,Meghalaya,2018,4,793101,2480
4374,Meghalaya,2018,4,793210,2438
4375,Meghalaya,2018,4,793011,2340
4376,Meghalaya,2018,4,794105,2307
4377,Meghalaya,2018,4,794101,2184
4378,Meghalaya,2018,4,794104,1774
4379,Meghalaya,2018,4,793004,1600
4380,Meghalaya,2019,1,793001,7108
4381,Meghalaya,2019,1,793002,4005
4382,Meghalaya,2019,1,794001,3368
4383,Meghalaya,2019,1,793101,3084
4384,Meghalaya,2019,1,793210,2994
4385,Meghalaya,2019,1,793011,2947
4386,Meghalaya,2019,1,794105,2884
4387,Meghalaya,2019,1,794101,2675
4388,Meghalaya,2019,1,794104,2322
4389,Meghalaya,2019,1,793007,1970
4390,Meghalaya,2019,2,793001,8597
4391,Meghalaya,2019,2,793002,4984
4392,Meghalaya,2019,2,794001,4119
4393,Meghalaya,2019,2,793101,3703
4394,Meghalaya,2019,2,793210,3445
4395,Meghalaya,2019,2,794105,3435
4396,Meghalaya,2019,2,793011,3426
4397,Meghalaya,2019,2,794101,3166
4398,Meghalaya,2019,2,794104,2826
4399,Meghalaya,2019,2,793007,2315
4400,Meghalaya,2019,3,793001,10069
4401,Meghalaya,2019,3,793002,5866
4402,Meghalaya,2019,3,794001,4860
4403,Meghalaya,2019,3,793101,4254
4404,Meghalaya,2019,3,793011,4074
4405,Meghalaya,2019,3,794105,4031
4406,Meghalaya,2019,3,793210,3890
4407,Meghalaya,2019,3,794101,3736
4408,Meghalaya,2019,3,794104,3358
4409,Meghalaya,2019,3,793007,2747
4410,Meghalaya,2019,4,793001,11243
4411,Meghalaya,2019,4,793002,6629
4412,Meghalaya,2019,4,794001,5473
4413,Meghalaya,2019,4,793101,4803
4414,Meghalaya,2019,4,794105,4678
4415,Meghalaya,2019,4,793011,4575
4416,Meghalaya,2019,4,793210,4376
4417,Meghalaya,2019,4,794101,4209
4418,Meghalaya,2019,4,794104,3989
4419,Meghalaya,2019,4,793007,3067
4420,Meghalaya,2020,1,793001,12683
4421,Meghalaya,2020,1,793002,7456
4422,Meghalaya,2020,1,794001,6105
4423,Meghalaya,2020,1,793101,5466
4424,Meghalaya,2020,1,794105,5314
4425,Meghalaya,2020,1,793011,5248
4426,Meghalaya,2020,1,793210,4873
4427,Meghalaya,2020,1,794101,4682
4428,Meghalaya,2020,1,794104,4673
4429,Meghalaya,2020,1,793007,3524
4430,Meghalaya,2020,2,793001,14552
4431,Meghalaya,2020,2,793002,8623
4432,Meghalaya,2020,2,794001,7198
4433,Meghalaya,2020,2,794105,6521
4434,Meghalaya,2020,2,793011,6232
4435,Meghalaya,2020,2,793101,6219
4436,Meghalaya,2020,2,794104,6083
4437,Meghalaya,2020,2,794101,5464
4438,Meghalaya,2020,2,793210,5434
4439,Meghalaya,2020,2,793007,4166
4440,Meghalaya,2020,3,793001,16464
4441,Meghalaya,2020,3,793002,9658
4442,Meghalaya,2020,3,794001,8252
4443,Meghalaya,2020,3,794105,7516
4444,Meghalaya,2020,3,793011,7165
4445,Meghalaya,2020,3,794104,7151
4446,Meghalaya,2020,3,793101,6925
4447,Meghalaya,2020,3,794101,6212
4448,Meghalaya,2020,3,793210,6014
4449,Meghalaya,2020,3,793150,4865
4450,Meghalaya,2020,4,793001,18247
4451,Meghalaya,2020,4,793002,10753
4452,Meghalaya,2020,4,794001,9064
4453,Meghalaya,2020,4,794105,8293
4454,Meghalaya,2020,4,794104,8140
4455,Meghalaya,2020,4,793011,8005
4456,Meghalaya,2020,4,793101,7641
4457,Meghalaya,2020,4,794101,6857
4458,Meghalaya,2020,4,793210,6558
4459,Meghalaya,2020,4,793150,5486
4460,Meghalaya,2021,1,793001,19753
4461,Meghalaya,2021,1,793002,11566
4462,Meghalaya,2021,1,794001,9727
4463,Meghalaya,2021,1,794105,9011
4464,Meghalaya,2021,1,794104,8869
4465,Meghalaya,2021,1,793011,8646
4466,Meghalaya,2021,1,793101,8317
4467,Meghalaya,2021,1,794101,7337
4468,Meghalaya,2021,1,793210,7113
4469,Meghalaya,2021,1,793150,5969
4470,Meghalaya,2021,2,793001,21124
4471,Meghalaya,2021,2,793002,12348
4472,Meghalaya,2021,2,794001,10389
4473,Meghalaya,2021,2,794105,9742
4474,Meghalaya,2021,2,794104,9602
4475,Meghalaya,2021,2,793011,9244
4476,Meghalaya,2021,2,793101,8921
4477,Meghalaya,2021,2,794101,7866
4478,Meghalaya,2021,2,793210,7644
4479,Meghalaya,2021,2,793150,6477
4480,Meghalaya,2021,3,793001,22612
4481,Meghalaya,2021,3,793002,13223
4482,Meghalaya,2021,3,794001,11130
4483,Meghalaya,2021,3,794105,10597
4484,Meghalaya,2021,3,794104,10547
4485,Meghalaya,2021,3,793011,9914
4486,Meghalaya,2021,3,793101,9665
4487,Meghalaya,2021,3,794101,8448
4488,Meghalaya,2021,3,793210,8257
4489,Meghalaya,2021,3,793150,7068
4490,Meghalaya,2021,4,793001,24127
4491,Meghalaya,2021,4,793002,14142
4492,Meghalaya,2021,4,794001,11874
4493,Meghalaya,2021,4,794105,11487
4494,Meghalaya,2021,4,794104,11446
4495,Meghalaya,2021,4,793011,10570
4496,Meghalaya,2021,4,793101,10353
4497,Meghalaya,2021,4,794101,9032
4498,Meghalaya,2021,4,793210,8857
4499,Meghalaya,2021,4,793150,7635
4500,Meghalaya,2022,1,793001,25549
4501,Meghalaya,2022,1,793002,14982
4502,Meghalaya,2022,1,794001,12581
4503,Meghalaya,2022,1,794104,12299
