,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Transaction_type
3567,Ladakh,2022,3,194404,44884,212368409.06949016,TOTAL
3568,Ladakh,2022,3,194105,40480,105748434.37612358,TOTAL
3569,Ladakh,2022,3,194703,33746,90353822.98653208,TOTAL
3570,Ladakh,2022,4,194104,253102,634954359.5981989,TOTAL
3571,Ladakh,2022,4,194101,242758,650642182.7208587,TOTAL
3572,Ladakh,2022,4,194201,128329,361948632.4458002,TOTAL
3573,Ladakh,2022,4,194401,73153,227090234.7867395,TOTAL
3574,Ladakh,2022,4,194103,62642,136252415.71828476,TOTAL
3575,Ladakh,2022,4,194102,55644,138011380.5256229,TOTAL
3576,Ladakh,2022,4,194107,54757,143326775.1819088,TOTAL
3577,Ladakh,2022,4,194404,50950,195859048.4963047,TOTAL
3578,Ladakh,2022,4,194105,41674,98531402.32250312,TOTAL
3579,Ladakh,2022,4,194703,34085,90457957.39822572,TOTAL
3580,Lakshadweep,2018,1,682551,455,1185781.9836028952,TOTAL
3581,Lakshadweep,2018,1,682557,126,306892.6263795968,TOTAL
3582,Lakshadweep,2018,1,682555,112,315190.9630783282,TOTAL
3583,Lakshadweep,2018,1,682556,36,65846.34124138596,TOTAL
3584,Lakshadweep,2018,1,682559,30,50800.07325442073,TOTAL
3585,Lakshadweep,2018,1,682558,17,4038.9405583495122,TOTAL
3586,Lakshadweep,2018,1,682552,2,60.25276276346384,TOTAL
3587,Lakshadweep,2018,2,682551,1424,3906194.940106515,TOTAL
3588,Lakshadweep,2018,2,682555,296,1089183.5393228563,TOTAL
3589,Lakshadweep,2018,2,682557,195,510331.3790839945,TOTAL
3590,Lakshadweep,2018,2,682559,110,383860.1558654683,TOTAL
3591,Lakshadweep,2018,2,682552,53,209750.58477834408,TOTAL
3592,Lakshadweep,2018,2,682556,39,69725.9554841474,TOTAL
3593,Lakshadweep,2018,2,682554,8,3622.7656284776417,TOTAL
3594,Lakshadweep,2018,2,682558,7,15140.219130735284,TOTAL
3595,Lakshadweep,2018,3,682551,698,1556188.1663251773,TOTAL
3596,Lakshadweep,2018,3,682555,412,1291876.1535955975,TOTAL
3597,Lakshadweep,2018,3,682557,190,516103.47576152685,TOTAL
3598,Lakshadweep,2018,3,682552,159,477561.31073856784,TOTAL
3599,Lakshadweep,2018,3,682559,97,309504.5523544409,TOTAL
3600,Lakshadweep,2018,3,682556,69,80265.42554576742,TOTAL
3601,Lakshadweep,2018,3,682558,66,97766.19755502306,TOTAL
3602,Lakshadweep,2018,3,682554,12,9767.030109748282,TOTAL
3603,Lakshadweep,2018,4,682555,759,2004526.4450636166,TOTAL
3604,Lakshadweep,2018,4,682557,301,1111395.751799847,TOTAL
3605,Lakshadweep,2018,4,682551,186,445814.1111709622,TOTAL
3606,Lakshadweep,2018,4,682559,143,278949.5883209809,TOTAL
3607,Lakshadweep,2018,4,682552,118,416078.0738062297,TOTAL
3608,Lakshadweep,2018,4,682556,108,152911.93502748723,TOTAL
3609,Lakshadweep,2018,4,682558,23,40153.84242561775,TOTAL
3610,Lakshadweep,2018,4,682554,4,13383.950608090268,TOTAL
3611,Lakshadweep,2019,1,682555,1321,4054159.611482283,TOTAL
3612,Lakshadweep,2019,1,682557,428,2021015.4004817172,TOTAL
3613,Lakshadweep,2019,1,682551,203,634895.5735906198,TOTAL
3614,Lakshadweep,2019,1,682559,193,1293390.6740748046,TOTAL
3615,Lakshadweep,2019,1,682552,150,446817.8958588181,TOTAL
3616,Lakshadweep,2019,1,682556,109,148186.41259568086,TOTAL
3617,Lakshadweep,2019,1,682558,58,147707.05723281612,TOTAL
3618,Lakshadweep,2019,1,682554,19,39957.8540222548,TOTAL
3619,Lakshadweep,2019,2,682555,1542,4690793.316988427,TOTAL
3620,Lakshadweep,2019,2,682557,431,1833526.1615473742,TOTAL
3621,Lakshadweep,2019,2,682551,394,1113924.9783968548,TOTAL
3622,Lakshadweep,2019,2,682559,192,863634.7924088414,TOTAL
3623,Lakshadweep,2019,2,682552,182,434050.6261013747,TOTAL
3624,Lakshadweep,2019,2,682556,135,200339.96663077638,TOTAL
3625,Lakshadweep,2019,2,682558,45,104411.730251283,TOTAL
3626,Lakshadweep,2019,2,682554,5,1842.5646639571864,TOTAL
3627,Lakshadweep,2019,3,682555,1659,3773089.6350253187,TOTAL
3628,Lakshadweep,2019,3,682551,530,1708192.8706464823,TOTAL
3629,Lakshadweep,2019,3,682557,464,2476541.080395855,TOTAL
3630,Lakshadweep,2019,3,682556,153,349198.5725462359,TOTAL
3631,Lakshadweep,2019,3,682559,135,619859.9918967236,TOTAL
3632,Lakshadweep,2019,3,682552,134,669201.2040730031,TOTAL
3633,Lakshadweep,2019,3,682554,20,40429.14360313336,TOTAL
3634,Lakshadweep,2019,3,682558,9,15248.965581715916,TOTAL
3635,Lakshadweep,2019,4,682555,2171,6680517.434672307,TOTAL
3636,Lakshadweep,2019,4,682551,537,1342591.4626485973,TOTAL
3637,Lakshadweep,2019,4,682557,351,1394351.3721540496,TOTAL
3638,Lakshadweep,2019,4,682556,276,552216.6364643013,TOTAL
3639,Lakshadweep,2019,4,682554,209,546978.1303369269,TOTAL
3640,Lakshadweep,2019,4,682552,107,149457.2108710476,TOTAL
3641,Lakshadweep,2019,4,682559,100,597218.6920294048,TOTAL
3642,Lakshadweep,2019,4,682558,14,6582.465747216878,TOTAL
3643,Lakshadweep,2020,1,682555,2725,7559822.515206487,TOTAL
3644,Lakshadweep,2020,1,682551,833,2364315.9685132443,TOTAL
3645,Lakshadweep,2020,1,682557,457,1021265.9797646462,TOTAL
3646,Lakshadweep,2020,1,682556,351,635104.0313028225,TOTAL
3647,Lakshadweep,2020,1,682552,331,495116.91370972595,TOTAL
3648,Lakshadweep,2020,1,682554,263,606714.8557570663,TOTAL
3649,Lakshadweep,2020,1,682559,168,739215.6096037484,TOTAL
3650,Lakshadweep,2020,1,682558,23,80812.70064646855,TOTAL
3651,Lakshadweep,2020,2,682555,3325,7916550.98094236,TOTAL
3652,Lakshadweep,2020,2,682551,1285,3554024.880905837,TOTAL
3653,Lakshadweep,2020,2,682557,982,2466847.4324380844,TOTAL
3654,Lakshadweep,2020,2,682556,679,1345517.4241300174,TOTAL
3655,Lakshadweep,2020,2,682552,356,438300.2289261961,TOTAL
3656,Lakshadweep,2020,2,682554,342,564449.4467231544,TOTAL
3657,Lakshadweep,2020,2,682559,218,584952.0321700623,TOTAL
3658,Lakshadweep,2020,2,682558,33,72279.6597086844,TOTAL
3659,Lakshadweep,2020,3,682555,3980,11206286.724219684,TOTAL
3660,Lakshadweep,2020,3,682551,1414,3573553.2917372463,TOTAL
3661,Lakshadweep,2020,3,682556,1084,2342940.3459927253,TOTAL
3662,Lakshadweep,2020,3,682557,877,1630108.2010229547,TOTAL
3663,Lakshadweep,2020,3,682552,607,1241637.9545541843,TOTAL
3664,Lakshadweep,2020,3,682559,333,767447.7299204775,TOTAL
3665,Lakshadweep,2020,3,682554,247,345676.0228254468,TOTAL
3666,Lakshadweep,2020,3,682558,47,199183.0383841126,TOTAL
3667,Lakshadweep,2020,4,682555,5080,15206028.236546889,TOTAL
3668,Lakshadweep,2020,4,682551,2482,5683642.70699198,TOTAL
3669,Lakshadweep,2020,4,682556,1189,2709723.883802486,TOTAL
3670,Lakshadweep,2020,4,682557,1135,2575732.3130015805,TOTAL
3671,Lakshadweep,2020,4,682552,1110,2300070.9627549937,TOTAL
3672,Lakshadweep,2020,4,682559,338,1025546.5629377859,TOTAL
3673,Lakshadweep,2020,4,682554,230,382427.6476430112,TOTAL
3674,Lakshadweep,2020,4,682558,86,228145.60340166077,TOTAL
3675,Lakshadweep,2021,1,682555,4769,15007370.90186011,TOTAL
3676,Lakshadweep,2021,1,682551,1612,4299900.7358574215,TOTAL
3677,Lakshadweep,2021,1,682557,794,1982132.2388505274,TOTAL
3678,Lakshadweep,2021,1,682552,722,1950843.71723767,TOTAL
3679,Lakshadweep,2021,1,682556,563,1751644.5539918537,TOTAL
3680,Lakshadweep,2021,1,682559,328,1260342.2866715111,TOTAL
3681,Lakshadweep,2021,1,682554,252,572604.5361795668,TOTAL
3682,Lakshadweep,2021,1,682558,45,217943.9434324862,TOTAL
3683,Lakshadweep,2021,2,682555,5888,15074376.910641793,TOTAL
3684,Lakshadweep,2021,2,682551,2178,5290891.702602914,TOTAL
3685,Lakshadweep,2021,2,682552,993,1639413.3254446147,TOTAL
3686,Lakshadweep,2021,2,682557,857,1730691.0638645538,TOTAL
3687,Lakshadweep,2021,2,682556,587,1363040.3984976518,TOTAL
3688,Lakshadweep,2021,2,682559,504,1291413.7783293196,TOTAL
3689,Lakshadweep,2021,2,682554,339,740231.7659224959,TOTAL
3690,Lakshadweep,2021,2,682558,38,253404.71264818683,TOTAL
3691,Lakshadweep,2021,3,682555,6738,20058639.523806334,TOTAL
3692,Lakshadweep,2021,3,682551,2598,7159689.520473195,TOTAL
3693,Lakshadweep,2021,3,682556,964,2001813.2168829022,TOTAL
3694,Lakshadweep,2021,3,682552,940,2135837.973711105,TOTAL
3695,Lakshadweep,2021,3,682557,771,3040393.8684833357,TOTAL
3696,Lakshadweep,2021,3,682559,721,2942217.371647348,TOTAL
3697,Lakshadweep,2021,3,682554,591,1354959.7152181882,TOTAL
3698,Lakshadweep,2021,3,682558,47,109612.50854573956,TOTAL
3699,Lakshadweep,2021,4,682555,7192,25481054.27885051,TOTAL
3700,Lakshadweep,2021,4,682551,3110,8944915.53969454,TOTAL
3701,Lakshadweep,2021,4,682557,1413,4646275.172694172,TOTAL
3702,Lakshadweep,2021,4,682552,1202,2942810.7048794837,TOTAL
3703,Lakshadweep,2021,4,682556,1099,3043732.1416717498,TOTAL
3704,Lakshadweep,2021,4,682559,758,3963899.7275848463,TOTAL
3705,Lakshadweep,2021,4,682554,606,1786457.5458005327,TOTAL
3706,Lakshadweep,2021,4,682558,90,189040.41720516625,TOTAL
3707,Lakshadweep,2022,1,682555,7323,25624455.05857206,TOTAL
3708,Lakshadweep,2022,1,682551,3633,11612445.902720941,TOTAL
3709,Lakshadweep,2022,1,682557,1982,6095982.206804961,TOTAL
3710,Lakshadweep,2022,1,682552,1081,2789410.291747512,TOTAL
3711,Lakshadweep,2022,1,682556,1080,2361737.0694429493,TOTAL
3712,Lakshadweep,2022,1,682554,608,2982499.3684055656,TOTAL
3713,Lakshadweep,2022,1,682559,563,2916745.539679209,TOTAL
3714,Lakshadweep,2022,1,682558,127,556157.2165568657,TOTAL
3715,Lakshadweep,2022,2,682555,7618,26188276.767873175,TOTAL
3716,Lakshadweep,2022,2,682551,3798,10849797.532309841,TOTAL
3717,Lakshadweep,2022,2,682557,2325,5538905.566183109,TOTAL
3718,Lakshadweep,2022,2,682552,1342,4070890.1452125553,TOTAL
3719,Lakshadweep,2022,2,682556,1021,3047138.1114224843,TOTAL
3720,Lakshadweep,2022,2,682559,660,3611799.004343281,TOTAL
3721,Lakshadweep,2022,2,682554,601,2138003.040549065,TOTAL
3722,Lakshadweep,2022,2,682558,204,484791.8220121748,TOTAL
3723,Lakshadweep,2022,3,682555,6356,20631453.646095395,TOTAL
3724,Lakshadweep,2022,3,682551,3121,9353831.698612958,TOTAL
3725,Lakshadweep,2022,3,682557,2438,5191563.257028759,TOTAL
3726,Lakshadweep,2022,3,682552,1043,4068085.2694256445,TOTAL
3727,Lakshadweep,2022,3,682559,979,4657640.807340271,TOTAL
3728,Lakshadweep,2022,3,682556,805,2362417.0095640523,TOTAL
3729,Lakshadweep,2022,3,682554,341,856246.7154523367,TOTAL
3730,Lakshadweep,2022,3,682558,158,458771.2139808475,TOTAL
3731,Lakshadweep,2022,4,682555,7140,23769820.494985007,TOTAL
3732,Lakshadweep,2022,4,682551,3739,10627138.983090231,TOTAL
3733,Lakshadweep,2022,4,682557,2929,6778902.537285896,TOTAL
3734,Lakshadweep,2022,4,682552,1068,3769891.263197658,TOTAL
3735,Lakshadweep,2022,4,682559,906,4474064.40593197,TOTAL
3736,Lakshadweep,2022,4,682556,855,3159192.409999077,TOTAL
3737,Lakshadweep,2022,4,682554,376,1734576.37765763,TOTAL
3738,Lakshadweep,2022,4,682558,134,500287.1427887819,TOTAL
3739,Madhya Pradesh,2018,1,462001,832846,898730606.684653,TOTAL
3740,Madhya Pradesh,2018,1,452005,207574,253142785.61052936,TOTAL
3741,Madhya Pradesh,2018,1,452001,107648,156165711.64979118,TOTAL
3742,Madhya Pradesh,2018,1,455001,104275,118241844.34333043,TOTAL
3743,Madhya Pradesh,2018,1,452010,94234,157403991.63155165,TOTAL
3744,Madhya Pradesh,2018,1,462022,83978,87238625.13683434,TOTAL
3745,Madhya Pradesh,2018,1,464001,79043,78056088.40614296,TOTAL
3746,Madhya Pradesh,2018,1,462021,76954,81645808.22890393,TOTAL
3747,Madhya Pradesh,2018,1,482002,74060,93745050.67207184,TOTAL
3748,Madhya Pradesh,2018,1,462003,73987,87750006.55736303,TOTAL
3749,Madhya Pradesh,2018,2,462001,928983,1443626493.1959717,TOTAL
3750,Madhya Pradesh,2018,2,452005,246010,402380195.3026551,TOTAL
3751,Madhya Pradesh,2018,2,452001,142004,259873127.46920395,TOTAL
3752,Madhya Pradesh,2018,2,455001,136382,226612217.2992207,TOTAL
3753,Madhya Pradesh,2018,2,452010,129277,261844252.28139323,TOTAL
3754,Madhya Pradesh,2018,2,462021,107180,126504336.9668009,TOTAL
3755,Madhya Pradesh,2018,2,462022,105767,142892504.9372346,TOTAL
3756,Madhya Pradesh,2018,2,482002,103987,157951903.98098183,TOTAL
3757,Madhya Pradesh,2018,2,464001,101316,142159110.3236988,TOTAL
3758,Madhya Pradesh,2018,2,462003,99813,147560868.44672427,TOTAL
3759,Madhya Pradesh,2018,3,462001,1164035,1861753236.3155599,TOTAL
3760,Madhya Pradesh,2018,3,470226,323991,147624664.31106216,TOTAL
3761,Madhya Pradesh,2018,3,452005,287900,482102101.3115258,TOTAL
3762,Madhya Pradesh,2018,3,466001,276731,246461342.72598046,TOTAL
3763,Madhya Pradesh,2018,3,455001,239696,348542009.1483245,TOTAL
3764,Madhya Pradesh,2018,3,452001,239364,422167574.5546815,TOTAL
3765,Madhya Pradesh,2018,3,487114,222326,95525543.45837316,TOTAL
3766,Madhya Pradesh,2018,3,462022,218956,235907504.6007541,TOTAL
3767,Madhya Pradesh,2018,3,486331,215104,130056224.7084305,TOTAL
3768,Madhya Pradesh,2018,3,462003,208570,241162283.7526211,TOTAL
3769,Madhya Pradesh,2018,4,462001,1500309,2552351600.8016467,TOTAL
3770,Madhya Pradesh,2018,4,452001,343290,585006850.3652501,TOTAL
3771,Madhya Pradesh,2018,4,452005,335785,608914775.5363489,TOTAL
3772,Madhya Pradesh,2018,4,455001,295535,483571677.4557303,TOTAL
3773,Madhya Pradesh,2018,4,452010,278306,549086571.2783393,TOTAL
3774,Madhya Pradesh,2018,4,462021,275519,276467132.60838115,TOTAL
3775,Madhya Pradesh,2018,4,462022,247693,296890945.9695538,TOTAL
3776,Madhya Pradesh,2018,4,462008,242961,294409417.75512815,TOTAL
3777,Madhya Pradesh,2018,4,482002,241160,378635020.67435056,TOTAL
3778,Madhya Pradesh,2018,4,462010,240419,279849921.506904,TOTAL
3779,Madhya Pradesh,2019,1,462001,3626425,5068130944.898084,TOTAL
3780,Madhya Pradesh,2019,1,452005,1667463,2491269778.3947864,TOTAL
3781,Madhya Pradesh,2019,1,452001,603742,795143251.0594337,TOTAL
3782,Madhya Pradesh,2019,1,482001,539450,804250137.6994205,TOTAL
3783,Madhya Pradesh,2019,1,455001,536017,660504208.966887,TOTAL
3784,Madhya Pradesh,2019,1,466001,471656,384166428.2630392,TOTAL
3785,Madhya Pradesh,2019,1,462022,435916,395194631.92283005,TOTAL
3786,Madhya Pradesh,2019,1,452010,432653,720758844.8395721,TOTAL
3787,Madhya Pradesh,2019,1,462021,419303,316072420.79677904,TOTAL
3788,Madhya Pradesh,2019,1,462010,389412,347672223.73239464,TOTAL
3789,Madhya Pradesh,2019,2,462001,6704852,11443970357.937914,TOTAL
3790,Madhya Pradesh,2019,2,452005,4253651,7470815433.988805,TOTAL
3791,Madhya Pradesh,2019,2,482001,1116887,1903950972.5445337,TOTAL
3792,Madhya Pradesh,2019,2,462021,597802,404946329.5388553,TOTAL
3793,Madhya Pradesh,2019,2,452001,575129,873647635.5393763,TOTAL
3794,Madhya Pradesh,2019,2,452010,497913,813285367.1900495,TOTAL
3795,Madhya Pradesh,2019,2,462022,493951,475968874.6167083,TOTAL
3796,Madhya Pradesh,2019,2,462023,475553,488470240.3268646,TOTAL
3797,Madhya Pradesh,2019,2,461001,434348,771524186.5255004,TOTAL
3798,Madhya Pradesh,2019,2,455001,418034,723340186.7757671,TOTAL
3799,Madhya Pradesh,2019,3,462001,6269219,11834863354.419373,TOTAL
3800,Madhya Pradesh,2019,3,452005,4366960,8065739923.082,TOTAL
3801,Madhya Pradesh,2019,3,482001,1055603,1863763891.845798,TOTAL
3802,Madhya Pradesh,2019,3,452001,1043588,1225514212.4561656,TOTAL
3803,Madhya Pradesh,2019,3,462021,940540,505580483.3014368,TOTAL
3804,Madhya Pradesh,2019,3,462022,918349,630186966.3543744,TOTAL
3805,Madhya Pradesh,2019,3,452010,898555,1133787666.1670172,TOTAL
3806,Madhya Pradesh,2019,3,462023,839430,652641997.9865594,TOTAL
3807,Madhya Pradesh,2019,3,462003,731558,627704960.5340548,TOTAL
3808,Madhya Pradesh,2019,3,462016,679665,620156231.9334133,TOTAL
3809,Madhya Pradesh,2019,4,462001,6837881,13576912651.586494,TOTAL
3810,Madhya Pradesh,2019,4,452005,5504197,10818308924.232718,TOTAL
3811,Madhya Pradesh,2019,4,452001,1476430,1587077410.4156427,TOTAL
3812,Madhya Pradesh,2019,4,452010,1305226,1524380730.2016387,TOTAL
3813,Madhya Pradesh,2019,4,482001,1266715,2344608582.0637045,TOTAL
3814,Madhya Pradesh,2019,4,462008,1257486,1667617803.0829244,TOTAL
3815,Madhya Pradesh,2019,4,462021,1105950,608200651.5174402,TOTAL
3816,Madhya Pradesh,2019,4,462022,980305,761376331.7498667,TOTAL
3817,Madhya Pradesh,2019,4,462023,973492,815982424.4087061,TOTAL
3818,Madhya Pradesh,2019,4,462003,859025,801636587.5680897,TOTAL
3819,Madhya Pradesh,2020,1,452005,8311339,16391514714.613842,TOTAL
3820,Madhya Pradesh,2020,1,462008,6548078,13044490028.62577,TOTAL
3821,Madhya Pradesh,2020,1,462001,2197233,4135614413.401725,TOTAL
3822,Madhya Pradesh,2020,1,482001,1675660,3288419374.5668755,TOTAL
3823,Madhya Pradesh,2020,1,452001,1568004,1682081172.7628899,TOTAL
3824,Madhya Pradesh,2020,1,452010,1519272,1717412983.0519361,TOTAL
3825,Madhya Pradesh,2020,1,462021,981968,596828292.4093003,TOTAL
3826,Madhya Pradesh,2020,1,462023,973781,866222103.5313101,TOTAL
3827,Madhya Pradesh,2020,1,462022,953629,819880210.5237169,TOTAL
3828,Madhya Pradesh,2020,1,455001,923744,1429885804.0247233,TOTAL
3829,Madhya Pradesh,2020,2,462008,7083405,18733977853.722977,TOTAL
3830,Madhya Pradesh,2020,2,452005,7027354,18569853904.900497,TOTAL
3831,Madhya Pradesh,2020,2,455001,991925,1616822890.5676188,TOTAL
3832,Madhya Pradesh,2020,2,480001,754370,1531783295.94457,TOTAL
3833,Madhya Pradesh,2020,2,452010,737841,1149552894.4925904,TOTAL
3834,Madhya Pradesh,2020,2,462001,701101,1247621766.3037615,TOTAL
3835,Madhya Pradesh,2020,2,462022,666290,731581581.2761979,TOTAL
3836,Madhya Pradesh,2020,2,482001,656493,1401864444.3086805,TOTAL
3837,Madhya Pradesh,2020,2,482002,566179,956557626.1959183,TOTAL
3838,Madhya Pradesh,2020,2,466001,526600,863069994.055345,TOTAL
3839,Madhya Pradesh,2020,3,462008,18608188,42836925858.3958,TOTAL
3840,Madhya Pradesh,2020,3,452005,6059895,13662742990.190998,TOTAL
3841,Madhya Pradesh,2020,3,452010,1520843,2092911874.7978008,TOTAL
3842,Madhya Pradesh,2020,3,455001,1413770,2339700967.461785,TOTAL
3843,Madhya Pradesh,2020,3,462001,1289565,2421154415.1092215,TOTAL
3844,Madhya Pradesh,2020,3,482001,1258497,2665546564.0821686,TOTAL
3845,Madhya Pradesh,2020,3,452001,982572,1690061462.937074,TOTAL
3846,Madhya Pradesh,2020,3,452016,937996,1493171910.2876134,TOTAL
3847,Madhya Pradesh,2020,3,462022,918271,1064260342.2780193,TOTAL
3848,Madhya Pradesh,2020,3,482002,897854,1644475543.5609841,TOTAL
3849,Madhya Pradesh,2020,4,462008,20637374,44520942803.43779,TOTAL
3850,Madhya Pradesh,2020,4,452005,6210457,13040333253.394245,TOTAL
3851,Madhya Pradesh,2020,4,452010,2556422,3329001378.928961,TOTAL
3852,Madhya Pradesh,2020,4,462001,2187046,3998691301.3604746,TOTAL
3853,Madhya Pradesh,2020,4,455001,2091495,3468605469.585371,TOTAL
3854,Madhya Pradesh,2020,4,452001,1955323,2956333499.0736675,TOTAL
3855,Madhya Pradesh,2020,4,482001,1733750,3424103520.708811,TOTAL
3856,Madhya Pradesh,2020,4,452016,1505055,2282925453.891755,TOTAL
3857,Madhya Pradesh,2020,4,482002,1446070,2729484076.063352,TOTAL
3858,Madhya Pradesh,2020,4,462022,1415361,1654509281.4695334,TOTAL
3859,Madhya Pradesh,2021,1,462008,45920869,76097617508.03973,TOTAL
3860,Madhya Pradesh,2021,1,452005,12368534,20333650796.901794,TOTAL
3861,Madhya Pradesh,2021,1,452010,3157169,3746274998.491168,TOTAL
3862,Madhya Pradesh,2021,1,452001,3031347,3622956355.0610266,TOTAL
3863,Madhya Pradesh,2021,1,482001,2626795,4524235375.162897,TOTAL
3864,Madhya Pradesh,2021,1,462001,2567784,4163932826.9056225,TOTAL
3865,Madhya Pradesh,2021,1,455001,2284442,3592982816.355874,TOTAL
3866,Madhya Pradesh,2021,1,452016,1784180,2566937156.63353,TOTAL
3867,Madhya Pradesh,2021,1,452020,1717447,2091704739.9569988,TOTAL
3868,Madhya Pradesh,2021,1,462022,1690582,1841285115.5522735,TOTAL
3869,Madhya Pradesh,2021,2,462008,57596018,101902493881.58667,TOTAL
3870,Madhya Pradesh,2021,2,452005,15823586,28475955866.25344,TOTAL
3871,Madhya Pradesh,2021,2,482001,2855889,5204968517.899942,TOTAL
3872,Madhya Pradesh,2021,2,462001,2370403,4281025788.0650344,TOTAL
3873,Madhya Pradesh,2021,2,455001,2302486,3993109709.3966684,TOTAL
3874,Madhya Pradesh,2021,2,452010,2206070,3293341962.5959606,TOTAL
3875,Madhya Pradesh,2021,2,452016,1499795,2613982955.748446,TOTAL
3876,Madhya Pradesh,2021,2,482002,1485190,3016062223.170359,TOTAL
3877,Madhya Pradesh,2021,2,474003,1462678,3035718857.693515,TOTAL
3878,Madhya Pradesh,2021,2,462022,1427896,1878688339.995509,TOTAL
3879,Madhya Pradesh,2021,3,462008,74987334,111259178579.96481,TOTAL
3880,Madhya Pradesh,2021,3,452005,22164070,34600062075.11777,TOTAL
3881,Madhya Pradesh,2021,3,452010,4126900,5116995913.025614,TOTAL
3882,Madhya Pradesh,2021,3,462001,4073176,6413114865.672185,TOTAL
3883,Madhya Pradesh,2021,3,482001,4031874,6533062681.252631,TOTAL
3884,Madhya Pradesh,2021,3,452001,3814262,4939628151.9133415,TOTAL
3885,Madhya Pradesh,2021,3,455001,3411019,5155527776.477329,TOTAL
3886,Madhya Pradesh,2021,3,452016,2531200,3787124072.2546887,TOTAL
3887,Madhya Pradesh,2021,3,482002,2368726,4169091721.011275,TOTAL
3888,Madhya Pradesh,2021,3,452020,2340962,2917120877.2309227,TOTAL
3889,Madhya Pradesh,2021,4,462008,97987017,145639258182.99155,TOTAL
3890,Madhya Pradesh,2021,4,452005,29248862,46290695147.06075,TOTAL
3891,Madhya Pradesh,2021,4,452010,5218813,6467043620.67884,TOTAL
3892,Madhya Pradesh,2021,4,452001,5218642,6458915106.776723,TOTAL
3893,Madhya Pradesh,2021,4,482001,5053220,8127214279.304961,TOTAL
3894,Madhya Pradesh,2021,4,462001,4713553,7350145336.897413,TOTAL
3895,Madhya Pradesh,2021,4,455001,4258695,6645714914.574454,TOTAL
3896,Madhya Pradesh,2021,4,452016,3186800,4819897276.049288,TOTAL
3897,Madhya Pradesh,2021,4,482002,3144266,5557372411.427554,TOTAL
3898,Madhya Pradesh,2021,4,452020,3140760,3797721234.7283487,TOTAL
3899,Madhya Pradesh,2022,1,462008,119378084,172143368941.89307,TOTAL
3900,Madhya Pradesh,2022,1,452005,31734667,48510760291.24387,TOTAL
3901,Madhya Pradesh,2022,1,452010,5959407,7263031626.194959,TOTAL
3902,Madhya Pradesh,2022,1,452001,5914289,7022464203.9865265,TOTAL
3903,Madhya Pradesh,2022,1,482001,5835918,9193584003.745905,TOTAL
3904,Madhya Pradesh,2022,1,462001,5434974,8295117043.417895,TOTAL
3905,Madhya Pradesh,2022,1,455001,4842367,7496773908.540472,TOTAL
3906,Madhya Pradesh,2022,1,452020,3814949,4530100209.355485,TOTAL
3907,Madhya Pradesh,2022,1,452016,3736352,5627028238.401191,TOTAL
3908,Madhya Pradesh,2022,1,482002,3535166,6311233940.343891,TOTAL
3909,Madhya Pradesh,2022,2,462008,137837715,198147341166.69937,TOTAL
3910,Madhya Pradesh,2022,2,452005,32975727,49649233331.68253,TOTAL
3911,Madhya Pradesh,2022,2,452010,7218657,8588780339.697897,TOTAL
3912,Madhya Pradesh,2022,2,452001,7076259,8193327848.437268,TOTAL
3913,Madhya Pradesh,2022,2,482001,7032988,10760742332.972424,TOTAL
3914,Madhya Pradesh,2022,2,462001,6697994,10032979289.040089,TOTAL
3915,Madhya Pradesh,2022,2,455001,5419403,8410015999.6397705,TOTAL
3916,Madhya Pradesh,2022,2,452016,4554580,6766903710.683275,TOTAL
3917,Madhya Pradesh,2022,2,452020,4540833,5308580645.850723,TOTAL
3918,Madhya Pradesh,2022,2,482002,4137398,7303848628.662529,TOTAL
3919,Madhya Pradesh,2022,3,480001,164538285,229267141662.06653,TOTAL
3920,Madhya Pradesh,2022,3,452005,77073821,101859170927.72552,TOTAL
3921,Madhya Pradesh,2022,3,462001,71155689,88368119988.3176,TOTAL
3922,Madhya Pradesh,2022,3,462008,45855523,61686718219.72676,TOTAL
3923,Madhya Pradesh,2022,3,452001,7471847,8380329351.691161,TOTAL
3924,Madhya Pradesh,2022,3,452010,7434496,8613771374.952038,TOTAL
3925,Madhya Pradesh,2022,3,482001,7298840,10084918117.362762,TOTAL
3926,Madhya Pradesh,2022,3,455001,5949409,8464115413.365906,TOTAL
3927,Madhya Pradesh,2022,3,452016,4729334,6525836937.885269,TOTAL
3928,Madhya Pradesh,2022,3,452020,4724444,5158456072.730925,TOTAL
3929,Madhya Pradesh,2022,4,480001,240053791,341860974379.64307,TOTAL
3930,Madhya Pradesh,2022,4,462001,97808901,128469913290.68195,TOTAL
3931,Madhya Pradesh,2022,4,452005,87303087,120221960106.04953,TOTAL
3932,Madhya Pradesh,2022,4,462008,47477990,64112954199.65948,TOTAL
3933,Madhya Pradesh,2022,4,452010,8385618,9603879189.200314,TOTAL
3934,Madhya Pradesh,2022,4,452001,8324463,9357366072.945831,TOTAL
3935,Madhya Pradesh,2022,4,484001,7999283,10647567573.56091,TOTAL
3936,Madhya Pradesh,2022,4,455001,6345033,9374516187.892769,TOTAL
3937,Madhya Pradesh,2022,4,482001,6308229,8847328414.794556,TOTAL
3938,Madhya Pradesh,2022,4,456006,5717266,8822242705.533184,TOTAL
3939,Maharashtra,2018,1,400008,2227885,3105208723.475169,TOTAL
3940,Maharashtra,2018,1,411001,1055656,1413523605.5956619,TOTAL
