,State,Year,Quarter,Pincode,Transaction_count,Transaction_amount,Transaction_type
1907,Goa,2021,1,403722,171177,217740794.93573526,TOTAL
1908,Goa,2021,1,403802,159496,283329944.4390445,TOTAL
1909,Goa,2021,1,403507,154751,292443367.5895457,TOTAL
1910,Goa,2021,2,403001,1001588,1763922715.9206922,TOTAL
1911,Goa,2021,2,403601,223522,384320497.3764209,TOTAL
1912,Goa,2021,2,403401,221939,398131964.4125824,TOTAL
1913,Goa,2021,2,403516,193862,342436816.4245352,TOTAL
1914,Goa,2021,2,403722,190515,229145844.03707737,TOTAL
1915,Goa,2021,2,403802,168897,286209153.45422065,TOTAL
1916,Goa,2021,2,403507,140659,261136158.75062644,TOTAL
1917,Goa,2021,2,403521,121990,201416435.32689095,TOTAL
1918,Goa,2021,2,403512,110023,182998989.97435188,TOTAL
1919,Goa,2021,2,403706,103193,169324337.47858804,TOTAL
1920,Goa,2021,3,403001,1269330,2044070749.06711,TOTAL
1921,Goa,2021,3,403516,395262,638515757.9112428,TOTAL
1922,Goa,2021,3,403601,317882,555045295.1688402,TOTAL
1923,Goa,2021,3,403401,286827,512751065.2781217,TOTAL
1924,Goa,2021,3,403722,251178,289428212.9580049,TOTAL
1925,Goa,2021,3,403802,237796,371935773.5213637,TOTAL
1926,Goa,2021,3,403507,204635,367216100.16554654,TOTAL
1927,Goa,2021,3,403509,164288,246987777.71069813,TOTAL
1928,Goa,2021,3,403521,154967,238410595.37245578,TOTAL
1929,Goa,2021,3,403512,142394,230076995.43356198,TOTAL
1930,Goa,2021,4,403001,1935051,3497234194.7621446,TOTAL
1931,Goa,2021,4,403516,1192672,2016364161.2772582,TOTAL
1932,Goa,2021,4,403601,464535,800465316.2670435,TOTAL
1933,Goa,2021,4,403509,437149,679267238.5503191,TOTAL
1934,Goa,2021,4,403401,401455,707421144.5787781,TOTAL
1935,Goa,2021,4,403518,399671,642590923.3267617,TOTAL
1936,Goa,2021,4,403515,367244,714821614.0033742,TOTAL
1937,Goa,2021,4,403802,329794,511366456.2412397,TOTAL
1938,Goa,2021,4,403507,324042,563749463.5254459,TOTAL
1939,Goa,2021,4,403722,321484,375250790.9597401,TOTAL
1940,Goa,2022,1,403001,2218382,3849342160.883536,TOTAL
1941,Goa,2022,1,403516,1184397,1857474633.5399528,TOTAL
1942,Goa,2022,1,403601,520482,871831234.4884224,TOTAL
1943,Goa,2022,1,403401,448371,779844720.1042322,TOTAL
1944,Goa,2022,1,403509,431325,631078591.084168,TOTAL
1945,Goa,2022,1,403518,389844,583453717.5851089,TOTAL
1946,Goa,2022,1,403802,383586,579215263.7718663,TOTAL
1947,Goa,2022,1,403507,375607,633332980.3002012,TOTAL
1948,Goa,2022,1,403515,366783,668639001.0601594,TOTAL
1949,Goa,2022,1,403722,352413,387050031.81609297,TOTAL
1950,Goa,2022,2,403001,2800103,4813402074.055575,TOTAL
1951,Goa,2022,2,403516,1439820,2301577602.2906885,TOTAL
1952,Goa,2022,2,403601,607869,1021676601.4450332,TOTAL
1953,Goa,2022,2,403401,507069,846827682.8290693,TOTAL
1954,Goa,2022,2,403518,478632,716800766.1650076,TOTAL
1955,Goa,2022,2,403802,451143,662134760.2385962,TOTAL
1956,Goa,2022,2,403509,447804,669655284.3656847,TOTAL
1957,Goa,2022,2,403507,428555,712951425.2703474,TOTAL
1958,Goa,2022,2,403722,417201,432896368.2479522,TOTAL
1959,Goa,2022,2,403515,416577,744458372.7928652,TOTAL
1960,Goa,2022,3,403001,1365759,2544949835.9234076,TOTAL
1961,Goa,2022,3,403516,1074672,1660765761.4184957,TOTAL
1962,Goa,2022,3,403802,845280,1075071142.666737,TOTAL
1963,Goa,2022,3,403601,718426,1066730836.1970854,TOTAL
1964,Goa,2022,3,403401,551495,914585154.5429705,TOTAL
1965,Goa,2022,3,403722,451398,429256606.0564636,TOTAL
1966,Goa,2022,3,403509,443250,610242800.8031936,TOTAL
1967,Goa,2022,3,403507,422461,646755952.0664686,TOTAL
1968,Goa,2022,3,403518,374000,549619765.7036223,TOTAL
1969,Goa,2022,3,403521,365018,603704117.7635392,TOTAL
1970,Goa,2022,4,403516,1982311,2953947926.863951,TOTAL
1971,Goa,2022,4,403001,1382900,2655630408.285596,TOTAL
1972,Goa,2022,4,403802,1111346,1351437573.5668936,TOTAL
1973,Goa,2022,4,403401,731429,946991512.7773011,TOTAL
1974,Goa,2022,4,403509,719878,989478996.6576272,TOTAL
1975,Goa,2022,4,403601,719116,1147530118.0159225,TOTAL
1976,Goa,2022,4,403518,600002,882873127.7779348,TOTAL
1977,Goa,2022,4,403515,595491,1028478412.8185902,TOTAL
1978,Goa,2022,4,403507,540506,830155737.7467749,TOTAL
1979,Goa,2022,4,403722,487326,460166681.4025325,TOTAL
1980,Gujarat,2018,1,380018,423426,548596428.2702155,TOTAL
1981,Gujarat,2018,1,395006,162301,214720347.17411375,TOTAL
1982,Gujarat,2018,1,396427,97285,157954445.4003239,TOTAL
1983,Gujarat,2018,1,395010,86146,142239271.32561636,TOTAL
1984,Gujarat,2018,1,395004,78757,100474271.98392478,TOTAL
1985,Gujarat,2018,1,395003,66702,100596288.07336298,TOTAL
1986,Gujarat,2018,1,394210,66248,82245289.39079314,TOTAL
1987,Gujarat,2018,1,390001,56611,94766734.49864133,TOTAL
1988,Gujarat,2018,1,382350,55680,80257787.10926825,TOTAL
1989,Gujarat,2018,1,396191,47965,57243133.692310214,TOTAL
1990,Gujarat,2018,2,380018,463754,758307877.4611406,TOTAL
1991,Gujarat,2018,2,395006,209888,358374308.1652395,TOTAL
1992,Gujarat,2018,2,396427,113375,215785248.7215302,TOTAL
1993,Gujarat,2018,2,395010,113092,221120822.8047099,TOTAL
1994,Gujarat,2018,2,395004,102439,155559046.0178629,TOTAL
1995,Gujarat,2018,2,395003,89555,159215956.5852164,TOTAL
1996,Gujarat,2018,2,394210,87640,137096417.11532813,TOTAL
1997,Gujarat,2018,2,382350,72723,134999275.2524975,TOTAL
1998,Gujarat,2018,2,390001,69104,130748423.42890328,TOTAL
1999,Gujarat,2018,2,396191,62943,93492040.44125229,TOTAL
2000,Gujarat,2018,3,380018,573722,975939712.0372305,TOTAL
2001,Gujarat,2018,3,395006,341229,528128894.3274231,TOTAL
2002,Gujarat,2018,3,395010,164704,321229121.24541855,TOTAL
2003,Gujarat,2018,3,384265,160159,133759995.30954562,TOTAL
2004,Gujarat,2018,3,396427,148798,279902861.96445787,TOTAL
2005,Gujarat,2018,3,395004,132285,211659006.6847221,TOTAL
2006,Gujarat,2018,3,382350,127567,205675497.3388766,TOTAL
2007,Gujarat,2018,3,394210,119802,204135398.43183005,TOTAL
2008,Gujarat,2018,3,380006,117394,145133455.7465284,TOTAL
2009,Gujarat,2018,3,364002,113276,120633436.64904562,TOTAL
2010,Gujarat,2018,4,380018,643919,1173940659.2927508,TOTAL
2011,Gujarat,2018,4,395006,290080,585125926.221817,TOTAL
2012,Gujarat,2018,4,380015,191363,233202833.5228809,TOTAL
2013,Gujarat,2018,4,395010,181745,420010935.6893592,TOTAL
2014,Gujarat,2018,4,396427,167118,336454142.6706798,TOTAL
2015,Gujarat,2018,4,394210,165510,290783624.61075425,TOTAL
2016,Gujarat,2018,4,380006,153060,180131636.0909396,TOTAL
2017,Gujarat,2018,4,395004,142927,270933948.97170943,TOTAL
2018,Gujarat,2018,4,380013,134136,198342421.48948702,TOTAL
2019,Gujarat,2018,4,382350,132479,241597813.10561174,TOTAL
2020,Gujarat,2019,1,380018,2317295,3602207468.4702206,TOTAL
2021,Gujarat,2019,1,396427,890893,1531665516.997067,TOTAL
2022,Gujarat,2019,1,395006,443006,790759656.5338777,TOTAL
2023,Gujarat,2019,1,395010,267174,574170903.883326,TOTAL
2024,Gujarat,2019,1,380015,266446,318287526.0636297,TOTAL
2025,Gujarat,2019,1,394210,246614,408334960.990163,TOTAL
2026,Gujarat,2019,1,380006,236157,244252561.73802507,TOTAL
2027,Gujarat,2019,1,382170,227798,137427186.56227446,TOTAL
2028,Gujarat,2019,1,382350,218022,342251658.5039515,TOTAL
2029,Gujarat,2019,1,382721,214453,219548042.30027515,TOTAL
2030,Gujarat,2019,2,380018,6034737,10446888963.74205,TOTAL
2031,Gujarat,2019,2,396427,2916057,5041854311.531418,TOTAL
2032,Gujarat,2019,2,395006,414968,854364539.6318631,TOTAL
2033,Gujarat,2019,2,390001,371756,710427162.5134758,TOTAL
2034,Gujarat,2019,2,380015,310956,377611674.6124442,TOTAL
2035,Gujarat,2019,2,395010,269037,646042461.9564029,TOTAL
2036,Gujarat,2019,2,382350,250084,428354146.0705642,TOTAL
2037,Gujarat,2019,2,394210,233974,432171835.7451432,TOTAL
2038,Gujarat,2019,2,380013,232824,324425407.9813392,TOTAL
2039,Gujarat,2019,2,360001,226802,488659458.52287734,TOTAL
2040,Gujarat,2019,3,380018,5791776,11683489722.006363,TOTAL
2041,Gujarat,2019,3,396427,2710512,5525461372.553297,TOTAL
2042,Gujarat,2019,3,395006,571069,1020660013.5659819,TOTAL
2043,Gujarat,2019,3,382350,505956,578410997.8494031,TOTAL
2044,Gujarat,2019,3,380015,455273,513590650.8654868,TOTAL
2045,Gujarat,2019,3,395010,388138,760839791.4845159,TOTAL
2046,Gujarat,2019,3,380006,381862,367381983.46705395,TOTAL
2047,Gujarat,2019,3,390001,363966,724895033.5052948,TOTAL
2048,Gujarat,2019,3,380013,362107,449461796.678245,TOTAL
2049,Gujarat,2019,3,384265,342874,237505556.90335196,TOTAL
2050,Gujarat,2019,4,380018,5745525,13811436405.017286,TOTAL
2051,Gujarat,2019,4,396427,2626585,6276237298.1199665,TOTAL
2052,Gujarat,2019,4,380001,917461,1982009967.083078,TOTAL
2053,Gujarat,2019,4,395006,552565,1165745706.8077176,TOTAL
2054,Gujarat,2019,4,380015,456655,603831544.2345533,TOTAL
2055,Gujarat,2019,4,382350,443472,723663765.6381704,TOTAL
2056,Gujarat,2019,4,395010,414070,969707102.8092742,TOTAL
2057,Gujarat,2019,4,390001,409081,911892156.7415185,TOTAL
2058,Gujarat,2019,4,394210,399705,691387341.6253154,TOTAL
2059,Gujarat,2019,4,380013,375531,544424446.2835009,TOTAL
2060,Gujarat,2020,1,380001,8107941,19966510984.145233,TOTAL
2061,Gujarat,2020,1,395003,1402174,3734403306.611532,TOTAL
2062,Gujarat,2020,1,395006,645971,1376735168.0980968,TOTAL
2063,Gujarat,2020,1,394210,482947,826191937.9135685,TOTAL
2064,Gujarat,2020,1,395010,467039,1104136613.570354,TOTAL
2065,Gujarat,2020,1,382350,458474,805095627.7104974,TOTAL
2066,Gujarat,2020,1,380015,446819,613341505.6976718,TOTAL
2067,Gujarat,2020,1,390001,443684,1063446407.770895,TOTAL
2068,Gujarat,2020,1,396191,437499,806573971.3800502,TOTAL
2069,Gujarat,2020,1,382481,401588,634964140.7000988,TOTAL
2070,Gujarat,2020,2,380001,8490730,21210698645.19712,TOTAL
2071,Gujarat,2020,2,395003,1197439,2801531524.2471943,TOTAL
2072,Gujarat,2020,2,394210,491210,606798458.849022,TOTAL
2073,Gujarat,2020,2,396191,389735,594630553.6467059,TOTAL
2074,Gujarat,2020,2,382350,357734,586144259.7176538,TOTAL
2075,Gujarat,2020,2,395006,352149,635866692.5254682,TOTAL
2076,Gujarat,2020,2,382345,350621,516910883.211991,TOTAL
2077,Gujarat,2020,2,382481,345147,533416336.1128773,TOTAL
2078,Gujarat,2020,2,385535,327067,647032195.1776508,TOTAL
2079,Gujarat,2020,2,382415,323936,474684195.07314795,TOTAL
2080,Gujarat,2020,3,380001,9734185,23152428012.586617,TOTAL
2081,Gujarat,2020,3,395003,1716356,4234790100.810323,TOTAL
2082,Gujarat,2020,3,390001,627631,1424719677.8692636,TOTAL
2083,Gujarat,2020,3,382350,578686,1113711569.84419,TOTAL
2084,Gujarat,2020,3,394210,550490,886152709.4698042,TOTAL
2085,Gujarat,2020,3,382481,524777,845606210.1047603,TOTAL
2086,Gujarat,2020,3,395006,510309,1172713512.3121746,TOTAL
2087,Gujarat,2020,3,382415,496061,936821603.6409987,TOTAL
2088,Gujarat,2020,3,396191,472523,822408153.032152,TOTAL
2089,Gujarat,2020,3,382330,468060,764094963.3973218,TOTAL
2090,Gujarat,2020,4,380001,9350995,21416748946.661865,TOTAL
2091,Gujarat,2020,4,395003,1883053,4437573255.564674,TOTAL
2092,Gujarat,2020,4,395006,906415,2189038301.3950315,TOTAL
2093,Gujarat,2020,4,394210,873023,1552178295.1246743,TOTAL
2094,Gujarat,2020,4,395010,806607,2069118073.3934765,TOTAL
2095,Gujarat,2020,4,382350,767783,1609402841.7257638,TOTAL
2096,Gujarat,2020,4,396191,719120,1259192375.812294,TOTAL
2097,Gujarat,2020,4,382481,701479,1196545943.7051742,TOTAL
2098,Gujarat,2020,4,390001,673078,1380721096.4707134,TOTAL
2099,Gujarat,2020,4,382415,647735,1327210543.6322489,TOTAL
2100,Gujarat,2021,1,380001,18692590,35260703527.42645,TOTAL
2101,Gujarat,2021,1,395003,3574224,7507189908.415331,TOTAL
2102,Gujarat,2021,1,390001,1309805,2380240591.7761126,TOTAL
2103,Gujarat,2021,1,395006,963950,2502491532.126816,TOTAL
2104,Gujarat,2021,1,394210,950097,1802808593.838027,TOTAL
2105,Gujarat,2021,1,395010,878617,2401387485.5382814,TOTAL
2106,Gujarat,2021,1,382350,815835,1752170004.0804417,TOTAL
2107,Gujarat,2021,1,396191,790429,1448287577.9135673,TOTAL
2108,Gujarat,2021,1,382481,775937,1349941435.8072865,TOTAL
2109,Gujarat,2021,1,380058,734115,1153029837.9890175,TOTAL
2110,Gujarat,2021,2,380001,24909165,44195604124.56421,TOTAL
2111,Gujarat,2021,2,395003,4621785,9016187582.009258,TOTAL
2112,Gujarat,2021,2,390001,1618101,2869957546.5403905,TOTAL
2113,Gujarat,2021,2,394210,1062648,1935669455.4092746,TOTAL
2114,Gujarat,2021,2,395006,1007064,2610546973.3214808,TOTAL
2115,Gujarat,2021,2,396191,906437,1642806528.937462,TOTAL
2116,Gujarat,2021,2,382350,873810,1967989705.1061916,TOTAL
2117,Gujarat,2021,2,395010,863020,2239159842.8368225,TOTAL
2118,Gujarat,2021,2,382481,820491,1464989667.8322325,TOTAL
2119,Gujarat,2021,2,382415,766476,1605513889.561928,TOTAL
2120,Gujarat,2021,3,380001,31818742,53859258361.39296,TOTAL
2121,Gujarat,2021,3,395003,6110686,11411418002.110046,TOTAL
2122,Gujarat,2021,3,390001,2114178,3543368722.384379,TOTAL
2123,Gujarat,2021,3,394210,1473699,2595023023.418545,TOTAL
2124,Gujarat,2021,3,395006,1425854,3478372396.661721,TOTAL
2125,Gujarat,2021,3,395010,1328803,3408425378.6626863,TOTAL
2126,Gujarat,2021,3,396191,1293900,2251720652.0150137,TOTAL
2127,Gujarat,2021,3,382350,1186041,2576358355.0277,TOTAL
2128,Gujarat,2021,3,382481,1110949,1908418888.2582488,TOTAL
2129,Gujarat,2021,3,380058,1088931,1661421897.5552168,TOTAL
2130,Gujarat,2021,4,380001,37718845,64984430216.761955,TOTAL
2131,Gujarat,2021,4,395003,7475140,14043446799.48725,TOTAL
2132,Gujarat,2021,4,390001,2507434,4187997719.199603,TOTAL
2133,Gujarat,2021,4,394210,1954597,3498917760.7223473,TOTAL
2134,Gujarat,2021,4,396191,1679940,2963843659.0427732,TOTAL
2135,Gujarat,2021,4,395006,1621078,4073017934.990554,TOTAL
2136,Gujarat,2021,4,395010,1581216,4182383437.7399592,TOTAL
2137,Gujarat,2021,4,382350,1381825,3165595986.6160836,TOTAL
2138,Gujarat,2021,4,380058,1315637,2022465114.1169388,TOTAL
2139,Gujarat,2021,4,382481,1302331,2292362154.279738,TOTAL
2140,Gujarat,2022,1,380001,43066167,73237978832.22348,TOTAL
2141,Gujarat,2022,1,395003,8742989,16336269012.02546,TOTAL
2142,Gujarat,2022,1,390001,2853620,4715530989.557235,TOTAL
2143,Gujarat,2022,1,394210,2346308,4212046726.0476465,TOTAL
2144,Gujarat,2022,1,395006,1980697,4894153433.470372,TOTAL
2145,Gujarat,2022,1,396191,1959137,3483344352.0207405,TOTAL
2146,Gujarat,2022,1,395010,1896179,5103638173.022648,TOTAL
2147,Gujarat,2022,1,385535,1630473,3867046789.561491,TOTAL
2148,Gujarat,2022,1,382350,1572296,3569714791.1866403,TOTAL
2149,Gujarat,2022,1,385001,1532483,3286287009.2220364,TOTAL
2150,Gujarat,2022,2,380001,52753664,84432798058.52104,TOTAL
2151,Gujarat,2022,2,395003,10672645,18758395287.861027,TOTAL
2152,Gujarat,2022,2,390001,3369020,5305843470.404314,TOTAL
2153,Gujarat,2022,2,394210,2777449,4898335956.672746,TOTAL
2154,Gujarat,2022,2,396191,2335854,3880649447.3451133,TOTAL
2155,Gujarat,2022,2,395006,2324015,5379127575.200686,TOTAL
2156,Gujarat,2022,2,395010,2256180,5670502737.641578,TOTAL
2157,Gujarat,2022,2,385535,2022153,4444364110.485488,TOTAL
2158,Gujarat,2022,2,385001,1838275,3754171188.3705053,TOTAL
2159,Gujarat,2022,2,382350,1836488,4063455499.5444765,TOTAL
2160,Gujarat,2022,3,380001,69641063,102800764086.34274,TOTAL
2161,Gujarat,2022,3,395003,17475931,27657120519.506294,TOTAL
2162,Gujarat,2022,3,390001,9500153,13357107455.6829,TOTAL
2163,Gujarat,2022,3,396191,3727566,5404237251.695282,TOTAL
2164,Gujarat,2022,3,394210,3018669,5000124611.505702,TOTAL
2165,Gujarat,2022,3,360001,2911413,5022471536.518374,TOTAL
2166,Gujarat,2022,3,392001,2835979,3884366869.986515,TOTAL
2167,Gujarat,2022,3,395006,2503127,5423716764.026315,TOTAL
2168,Gujarat,2022,3,395010,2433767,5701142499.951949,TOTAL
2169,Gujarat,2022,3,385535,2366098,4957155043.116726,TOTAL
2170,Gujarat,2022,4,380001,82141571,124501769828.67831,TOTAL
2171,Gujarat,2022,4,395003,20372857,32306602076.931435,TOTAL
2172,Gujarat,2022,4,390001,6233032,9405707962.878475,TOTAL
2173,Gujarat,2022,4,392001,6146132,8699061457.427103,TOTAL
2174,Gujarat,2022,4,396191,4488548,6401533326.23485,TOTAL
2175,Gujarat,2022,4,360001,3551353,6259053744.202771,TOTAL
2176,Gujarat,2022,4,394210,3449932,5509684302.628181,TOTAL
2177,Gujarat,2022,4,395010,2565136,5999191728.470708,TOTAL
2178,Gujarat,2022,4,385001,2508889,5036063890.269462,TOTAL
2179,Gujarat,2022,4,385535,2475780,5333291153.161168,TOTAL
2180,Haryana,2018,1,122006,328965,497159951.36888236,TOTAL
2181,Haryana,2018,1,122001,181309,316977079.5953678,TOTAL
2182,Haryana,2018,1,122051,125513,177386117.4944107,TOTAL
2183,Haryana,2018,1,121004,100740,138495399.9352557,TOTAL
2184,Haryana,2018,1,122002,99921,205984533.53854018,TOTAL
2185,Haryana,2018,1,121008,97586,150995888.95033914,TOTAL
2186,Haryana,2018,1,121003,96271,125957155.00619048,TOTAL
2187,Haryana,2018,1,122004,89526,113585852.93917108,TOTAL
2188,Haryana,2018,1,122016,85989,135881032.7456196,TOTAL
2189,Haryana,2018,1,121001,68083,117861713.17230153,TOTAL
2190,Haryana,2018,2,122006,371438,691480831.8004122,TOTAL
2191,Haryana,2018,2,122001,262684,514731354.174217,TOTAL
2192,Haryana,2018,2,122051,160606,266390779.8519504,TOTAL
2193,Haryana,2018,2,122002,153438,339532002.2969342,TOTAL
2194,Haryana,2018,2,121004,136727,220212475.75836295,TOTAL
2195,Haryana,2018,2,121008,122917,224837881.84669778,TOTAL
2196,Haryana,2018,2,121003,122508,201500615.63492683,TOTAL
2197,Haryana,2018,2,122004,119955,185267179.18462908,TOTAL
2198,Haryana,2018,2,122016,117838,214560096.63941285,TOTAL
2199,Haryana,2018,2,124001,99005,226416189.28992113,TOTAL
2200,Haryana,2018,3,122006,517657,857203811.0603806,TOTAL
2201,Haryana,2018,3,122001,411984,749061449.0431736,TOTAL
2202,Haryana,2018,3,122002,261912,483746044.5584421,TOTAL
2203,Haryana,2018,3,122051,220903,379695985.8156146,TOTAL
2204,Haryana,2018,3,121004,190648,317188533.3803125,TOTAL
2205,Haryana,2018,3,121003,185305,292496276.8923502,TOTAL
2206,Haryana,2018,3,122016,178090,298978870.02390015,TOTAL
2207,Haryana,2018,3,121008,167114,274820322.7130353,TOTAL
2208,Haryana,2018,3,121001,166380,269844404.78730685,TOTAL
2209,Haryana,2018,3,122004,161872,259589993.34955308,TOTAL
2210,Haryana,2018,4,122001,694431,1148743178.0424545,TOTAL
2211,Haryana,2018,4,122006,668486,1394479164.459892,TOTAL
2212,Haryana,2018,4,121001,455463,480043693.7631273,TOTAL
2213,Haryana,2018,4,122002,452206,711326593.8976194,TOTAL
2214,Haryana,2018,4,121004,399918,549162202.9242527,TOTAL
2215,Haryana,2018,4,121003,386737,492239352.95115876,TOTAL
2216,Haryana,2018,4,122051,352201,584037252.0297179,TOTAL
2217,Haryana,2018,4,122016,312023,445338384.79740095,TOTAL
2218,Haryana,2018,4,121005,269715,294522346.8924086,TOTAL
2219,Haryana,2018,4,122004,267571,407569713.3937744,TOTAL
2220,Haryana,2019,1,122001,1279353,1610690538.7799742,TOTAL
2221,Haryana,2019,1,122006,880058,1428264665.9047258,TOTAL
2222,Haryana,2019,1,122051,817073,794561733.7437794,TOTAL
2223,Haryana,2019,1,122002,789141,1002099487.8837936,TOTAL
2224,Haryana,2019,1,121003,769266,741073594.0128617,TOTAL
2225,Haryana,2019,1,122016,744648,703042567.6273274,TOTAL
2226,Haryana,2019,1,121004,720302,831357876.5792357,TOTAL
2227,Haryana,2019,1,121001,708251,704068641.0203376,TOTAL
2228,Haryana,2019,1,122004,662645,612469489.2877004,TOTAL
2229,Haryana,2019,1,121005,553358,468262845.4221776,TOTAL
2230,Haryana,2019,2,122001,1302753,1838034558.5348384,TOTAL
2231,Haryana,2019,2,122006,940668,1554503850.6152406,TOTAL
2232,Haryana,2019,2,122002,911727,1139371158.5132747,TOTAL
2233,Haryana,2019,2,124001,877416,2246456121.5112395,TOTAL
2234,Haryana,2019,2,121004,698826,976470113.4041274,TOTAL
2235,Haryana,2019,2,121003,677850,828275878.5055162,TOTAL
2236,Haryana,2019,2,132103,670081,1712719369.7588072,TOTAL
2237,Haryana,2019,2,121001,667041,825738565.1967301,TOTAL
2238,Haryana,2019,2,122016,640667,724809910.8113816,TOTAL
2239,Haryana,2019,2,122051,564646,787573380.4633768,TOTAL
2240,Haryana,2019,3,122001,1877930,2432566276.474442,TOTAL
2241,Haryana,2019,3,122002,1399250,1573185482.5431833,TOTAL
2242,Haryana,2019,3,122006,1207075,1953673221.266467,TOTAL
2243,Haryana,2019,3,121004,977444,1275466113.3384454,TOTAL
2244,Haryana,2019,3,121003,938636,1113320557.3091245,TOTAL
2245,Haryana,2019,3,122016,885166,904423422.150563,TOTAL
2246,Haryana,2019,3,124001,865290,2531866859.4559975,TOTAL
2247,Haryana,2019,3,122003,863587,944248709.5547854,TOTAL
2248,Haryana,2019,3,121001,847780,1067565490.8536928,TOTAL
2249,Haryana,2019,3,122051,692403,925742530.7095766,TOTAL
2250,Haryana,2019,4,122001,2314018,3045015311.5663037,TOTAL
2251,Haryana,2019,4,122002,1769062,1943714721.813477,TOTAL
2252,Haryana,2019,4,122006,1424982,2468846799.4622493,TOTAL
2253,Haryana,2019,4,121004,1156537,1751147693.5036433,TOTAL
2254,Haryana,2019,4,122016,1146861,1144189943.3180332,TOTAL
2255,Haryana,2019,4,122003,1128922,1182540896.5590973,TOTAL
2256,Haryana,2019,4,121003,1104524,1472893260.2857537,TOTAL
2257,Haryana,2019,4,124001,1065817,3256517915.957159,TOTAL
2258,Haryana,2019,4,121001,945366,1410963051.5909138,TOTAL
2259,Haryana,2019,4,122051,916246,1174287255.9938185,TOTAL
2260,Haryana,2020,1,122001,2518796,3354781267.9480944,TOTAL
2261,Haryana,2020,1,122002,1915654,2090009620.3531978,TOTAL
2262,Haryana,2020,1,122006,1598872,2914095032.706275,TOTAL
2263,Haryana,2020,1,124001,1380556,4143138709.6008005,TOTAL
2264,Haryana,2020,1,121004,1349793,2101900964.468028,TOTAL
2265,Haryana,2020,1,122016,1268953,1255223100.2102506,TOTAL
2266,Haryana,2020,1,121003,1226004,1698759221.6396737,TOTAL
2267,Haryana,2020,1,122003,1219398,1314632822.859527,TOTAL
2268,Haryana,2020,1,131001,1108960,3223842730.7914,TOTAL
2269,Haryana,2020,1,132103,1090760,3197522433.722085,TOTAL
2270,Haryana,2020,2,122001,1787578,2362256339.0022526,TOTAL
2271,Haryana,2020,2,124001,1535139,4695159344.118012,TOTAL
2272,Haryana,2020,2,121004,1431346,2078331203.7373283,TOTAL
2273,Haryana,2020,2,122006,1319926,2300931577.314651,TOTAL
2274,Haryana,2020,2,121003,1307232,1587793505.5677106,TOTAL
2275,Haryana,2020,2,132103,1224161,3645484786.66008,TOTAL
2276,Haryana,2020,2,121102,1063421,1815882007.778651,TOTAL
2277,Haryana,2020,2,122002,1052364,1060760817.6803432,TOTAL
2278,Haryana,2020,2,131001,1038150,2903593989.492062,TOTAL
2279,Haryana,2020,2,121001,910818,1395961307.3787785,TOTAL
2280,Haryana,2020,3,122001,2750040,3736046139.5409055,TOTAL
2281,Haryana,2020,3,121004,2053928,3228620246.4514713,TOTAL
2282,Haryana,2020,3,122006,1981736,3394885969.826559,TOTAL
2283,Haryana,2020,3,121003,1700050,2309907147.949795,TOTAL
2284,Haryana,2020,3,122051,1555592,1695575689.0567956,TOTAL
2285,Haryana,2020,3,122002,1489017,1612712258.6504383,TOTAL
2286,Haryana,2020,3,131001,1480219,3915627781.899307,TOTAL
2287,Haryana,2020,3,121102,1415060,2449818178.4902806,TOTAL
2288,Haryana,2020,3,121001,1384943,2303315107.9209466,TOTAL
2289,Haryana,2020,3,121002,1337518,2400460565.4784913,TOTAL
2290,Haryana,2020,4,122001,4178803,5577129263.803511,TOTAL
2291,Haryana,2020,4,122006,2942150,4657968623.146901,TOTAL
2292,Haryana,2020,4,121004,2927164,4900191241.973782,TOTAL
2293,Haryana,2020,4,122002,2505152,2626648950.0504613,TOTAL
2294,Haryana,2020,4,121003,2423115,3461817063.8688326,TOTAL
2295,Haryana,2020,4,122051,2218449,2493078126.41251,TOTAL
2296,Haryana,2020,4,121001,1991396,3435441720.027669,TOTAL
2297,Haryana,2020,4,121102,1973371,3709174657.0512877,TOTAL
2298,Haryana,2020,4,122004,1817807,2080395784.3369126,TOTAL
2299,Haryana,2020,4,121002,1658861,2966290678.7202406,TOTAL
2300,Haryana,2021,1,122001,4506450,5997258111.473646,TOTAL
2301,Haryana,2021,1,122006,4132251,6151670724.079081,TOTAL
2302,Haryana,2021,1,121004,3059147,5144005309.059652,TOTAL
2303,Haryana,2021,1,122002,2906323,3010145443.6006365,TOTAL
2304,Haryana,2021,1,121003,2477817,3588296954.9753823,TOTAL
2305,Haryana,2021,1,131001,2348900,5452061577.840082,TOTAL
2306,Haryana,2021,1,122051,2288699,2478450893.984387,TOTAL
2307,Haryana,2021,1,121002,2134162,3877830476.041177,TOTAL
2308,Haryana,2021,1,122004,2040904,2329110399.0921006,TOTAL
2309,Haryana,2021,1,121001,2038073,3551904219.5367737,TOTAL
2310,Haryana,2021,2,122006,4878161,7207055202.820196,TOTAL
2311,Haryana,2021,2,122001,4510890,5990609149.360931,TOTAL
2312,Haryana,2021,2,121004,3536549,5951646115.000153,TOTAL
2313,Haryana,2021,2,131001,3226708,7142977788.24599,TOTAL
2314,Haryana,2021,2,132103,2964087,6591490589.111272,TOTAL
2315,Haryana,2021,2,121003,2729292,3870478646.555489,TOTAL
2316,Haryana,2021,2,121002,2541633,4653748858.8404045,TOTAL
2317,Haryana,2021,2,122002,2505416,2621052083.8195753,TOTAL
