,State,Year,Quarter,District,Reg_Users
3006,Madhya Pradesh,2022,1,dhar,554545
3007,Madhya Pradesh,2022,1,rewa,533627
3008,Madhya Pradesh,2022,1,chhindwara,528140
3009,Madhya Pradesh,2022,1,satna,488378
3010,Madhya Pradesh,2022,2,indore,2412576
3011,Madhya Pradesh,2022,2,bhopal,1820625
3012,Madhya Pradesh,2022,2,gwalior,970340
3013,Madhya Pradesh,2022,2,jabalpur,889518
3014,Madhya Pradesh,2022,2,ujjain,719339
3015,Madhya Pradesh,2022,2,sagar,605733
3016,Madhya Pradesh,2022,2,dhar,586670
3017,Madhya Pradesh,2022,2,rewa,564327
3018,Madhya Pradesh,2022,2,chhindwara,557958
3019,Madhya Pradesh,2022,2,satna,516107
3020,Madhya Pradesh,2022,3,indore,2537328
3021,Madhya Pradesh,2022,3,bhopal,1915532
3022,Madhya Pradesh,2022,3,gwalior,1022539
3023,Madhya Pradesh,2022,3,jabalpur,935649
3024,Madhya Pradesh,2022,3,ujjain,758373
3025,Madhya Pradesh,2022,3,sagar,638100
3026,Madhya Pradesh,2022,3,dhar,618777
3027,Madhya Pradesh,2022,3,rewa,594588
3028,Madhya Pradesh,2022,3,chhindwara,587412
3029,Madhya Pradesh,2022,3,satna,544011
3030,Madhya Pradesh,2022,4,indore,2660518
3031,Madhya Pradesh,2022,4,bhopal,2009655
3032,Madhya Pradesh,2022,4,gwalior,1073648
3033,Madhya Pradesh,2022,4,jabalpur,980428
3034,Madhya Pradesh,2022,4,ujjain,794711
3035,Madhya Pradesh,2022,4,sagar,667526
3036,Madhya Pradesh,2022,4,dhar,648535
3037,Madhya Pradesh,2022,4,rewa,622122
3038,Madhya Pradesh,2022,4,chhindwara,613456
3039,Madhya Pradesh,2022,4,satna,569320
3040,Maharashtra,2018,1,pune,1211643
3041,Maharashtra,2018,1,mumbai suburban,719300
3042,Maharashtra,2018,1,thane,631864
3043,Maharashtra,2018,1,nashik,321402
3044,Maharashtra,2018,1,nagpur,280007
3045,Maharashtra,2018,1,aurangabad,266324
3046,Maharashtra,2018,1,mumbai,233538
3047,Maharashtra,2018,1,ahmednagar,197473
3048,Maharashtra,2018,1,solapur,190033
3049,Maharashtra,2018,1,raigad,173015
3050,Maharashtra,2018,2,pune,1592293
3051,Maharashtra,2018,2,mumbai suburban,957633
3052,Maharashtra,2018,2,thane,861292
3053,Maharashtra,2018,2,nashik,436668
3054,Maharashtra,2018,2,nagpur,380425
3055,Maharashtra,2018,2,aurangabad,347838
3056,Maharashtra,2018,2,mumbai,319588
3057,Maharashtra,2018,2,ahmednagar,268520
3058,Maharashtra,2018,2,solapur,259084
3059,Maharashtra,2018,2,palghar,239053
3060,Maharashtra,2018,3,pune,1974138
3061,Maharashtra,2018,3,mumbai suburban,1218632
3062,Maharashtra,2018,3,thane,1104206
3063,Maharashtra,2018,3,nashik,552556
3064,Maharashtra,2018,3,nagpur,487280
3065,Maharashtra,2018,3,aurangabad,428394
3066,Maharashtra,2018,3,mumbai,410878
3067,Maharashtra,2018,3,ahmednagar,344804
3068,Maharashtra,2018,3,solapur,331428
3069,Maharashtra,2018,3,palghar,312322
3070,Maharashtra,2018,4,pune,2498852
3071,Maharashtra,2018,4,mumbai suburban,1578487
3072,Maharashtra,2018,4,thane,1473811
3073,Maharashtra,2018,4,nashik,698343
3074,Maharashtra,2018,4,nagpur,627317
3075,Maharashtra,2018,4,mumbai,543353
3076,Maharashtra,2018,4,aurangabad,534477
3077,Maharashtra,2018,4,ahmednagar,439246
3078,Maharashtra,2018,4,solapur,419060
3079,Maharashtra,2018,4,palghar,414825
3080,Maharashtra,2019,1,pune,3038402
3081,Maharashtra,2019,1,mumbai suburban,1901210
3082,Maharashtra,2019,1,thane,1834051
3083,Maharashtra,2019,1,nashik,853648
3084,Maharashtra,2019,1,nagpur,765612
3085,Maharashtra,2019,1,mumbai,670094
3086,Maharashtra,2019,1,aurangabad,644687
3087,Maharashtra,2019,1,ahmednagar,532651
3088,Maharashtra,2019,1,palghar,521918
3089,Maharashtra,2019,1,raigad,509108
3090,Maharashtra,2019,2,pune,3514081
3091,Maharashtra,2019,2,mumbai suburban,2151657
3092,Maharashtra,2019,2,thane,2118406
3093,Maharashtra,2019,2,nashik,995687
3094,Maharashtra,2019,2,nagpur,887042
3095,Maharashtra,2019,2,mumbai,785480
3096,Maharashtra,2019,2,aurangabad,736863
3097,Maharashtra,2019,2,ahmednagar,614812
3098,Maharashtra,2019,2,palghar,608184
3099,Maharashtra,2019,2,raigad,594675
3100,Maharashtra,2019,3,pune,4004991
3101,Maharashtra,2019,3,mumbai suburban,2407754
3102,Maharashtra,2019,3,thane,2396815
3103,Maharashtra,2019,3,nashik,1155897
3104,Maharashtra,2019,3,nagpur,1015333
3105,Maharashtra,2019,3,mumbai,889541
3106,Maharashtra,2019,3,aurangabad,841802
3107,Maharashtra,2019,3,ahmednagar,705492
3108,Maharashtra,2019,3,palghar,691229
3109,Maharashtra,2019,3,raigad,679155
3110,Maharashtra,2019,4,pune,4416899
3111,Maharashtra,2019,4,thane,2638051
3112,Maharashtra,2019,4,mumbai suburban,2630360
3113,Maharashtra,2019,4,nashik,1304611
3114,Maharashtra,2019,4,nagpur,1134480
3115,Maharashtra,2019,4,mumbai,973018
3116,Maharashtra,2019,4,aurangabad,947081
3117,Maharashtra,2019,4,ahmednagar,805271
3118,Maharashtra,2019,4,palghar,767925
3119,Maharashtra,2019,4,raigad,754910
3120,Maharashtra,2020,1,pune,4802397
3121,Maharashtra,2020,1,thane,2878073
3122,Maharashtra,2020,1,mumbai suburban,2843378
3123,Maharashtra,2020,1,nashik,1448324
3124,Maharashtra,2020,1,nagpur,1251510
3125,Maharashtra,2020,1,mumbai,1054509
3126,Maharashtra,2020,1,aurangabad,1046306
3127,Maharashtra,2020,1,ahmednagar,905962
3128,Maharashtra,2020,1,palghar,848560
3129,Maharashtra,2020,1,raigad,830643
3130,Maharashtra,2020,2,pune,5144688
3131,Maharashtra,2020,2,thane,3135101
3132,Maharashtra,2020,2,mumbai suburban,3060916
3133,Maharashtra,2020,2,nashik,1602650
3134,Maharashtra,2020,2,nagpur,1377642
3135,Maharashtra,2020,2,aurangabad,1142730
3136,Maharashtra,2020,2,mumbai,1141566
3137,Maharashtra,2020,2,ahmednagar,1014520
3138,Maharashtra,2020,2,palghar,947121
3139,Maharashtra,2020,2,solapur,918756
3140,Maharashtra,2020,3,pune,5546002
3141,Maharashtra,2020,3,thane,3401853
3142,Maharashtra,2020,3,mumbai suburban,3304696
3143,Maharashtra,2020,3,nashik,1752191
3144,Maharashtra,2020,3,nagpur,1502777
3145,Maharashtra,2020,3,aurangabad,1244879
3146,Maharashtra,2020,3,mumbai,1234355
3147,Maharashtra,2020,3,ahmednagar,1123648
3148,Maharashtra,2020,3,palghar,1034468
3149,Maharashtra,2020,3,solapur,1012518
3150,Maharashtra,2020,4,pune,6033615
3151,Maharashtra,2020,4,thane,3727358
3152,Maharashtra,2020,4,mumbai suburban,3609970
3153,Maharashtra,2020,4,nashik,1907318
3154,Maharashtra,2020,4,nagpur,1637270
3155,Maharashtra,2020,4,aurangabad,1355656
3156,Maharashtra,2020,4,mumbai,1347356
3157,Maharashtra,2020,4,ahmednagar,1237321
3158,Maharashtra,2020,4,palghar,1136061
3159,Maharashtra,2020,4,solapur,1113260
3160,Maharashtra,2021,1,pune,6481971
3161,Maharashtra,2021,1,thane,4014464
3162,Maharashtra,2021,1,mumbai suburban,3886500
3163,Maharashtra,2021,1,nashik,2049293
3164,Maharashtra,2021,1,nagpur,1761562
3165,Maharashtra,2021,1,aurangabad,1456891
3166,Maharashtra,2021,1,mumbai,1450548
3167,Maharashtra,2021,1,ahmednagar,1333477
3168,Maharashtra,2021,1,palghar,1225423
3169,Maharashtra,2021,1,solapur,1199130
3170,Maharashtra,2021,2,pune,6915820
3171,Maharashtra,2021,2,thane,4290066
3172,Maharashtra,2021,2,mumbai suburban,4151227
3173,Maharashtra,2021,2,nashik,2191882
3174,Maharashtra,2021,2,nagpur,1883447
3175,Maharashtra,2021,2,aurangabad,1557693
3176,Maharashtra,2021,2,mumbai,1549784
3177,Maharashtra,2021,2,ahmednagar,1429562
3178,Maharashtra,2021,2,palghar,1312388
3179,Maharashtra,2021,2,solapur,1283601
3180,Maharashtra,2021,3,pune,7398336
3181,Maharashtra,2021,3,thane,4597394
3182,Maharashtra,2021,3,mumbai suburban,4444495
3183,Maharashtra,2021,3,nashik,2352259
3184,Maharashtra,2021,3,nagpur,2020264
3185,Maharashtra,2021,3,aurangabad,1671665
3186,Maharashtra,2021,3,mumbai,1659663
3187,Maharashtra,2021,3,ahmednagar,1539300
3188,Maharashtra,2021,3,palghar,1410321
3189,Maharashtra,2021,3,solapur,1380100
3190,Maharashtra,2021,4,pune,7880431
3191,Maharashtra,2021,4,thane,4906492
3192,Maharashtra,2021,4,mumbai suburban,4740546
3193,Maharashtra,2021,4,nashik,2510393
3194,Maharashtra,2021,4,nagpur,2157149
3195,Maharashtra,2021,4,aurangabad,1786190
3196,Maharashtra,2021,4,mumbai,1770325
3197,Maharashtra,2021,4,ahmednagar,1646991
3198,Maharashtra,2021,4,palghar,1508500
3199,Maharashtra,2021,4,solapur,1475291
3200,Maharashtra,2022,1,pune,8331582
3201,Maharashtra,2022,1,thane,5196050
3202,Maharashtra,2022,1,mumbai suburban,5017556
3203,Maharashtra,2022,1,nashik,2661739
3204,Maharashtra,2022,1,nagpur,2286011
3205,Maharashtra,2022,1,aurangabad,1894797
3206,Maharashtra,2022,1,mumbai,1873643
3207,Maharashtra,2022,1,ahmednagar,1749682
3208,Maharashtra,2022,1,palghar,1601518
3209,Maharashtra,2022,1,solapur,1565902
3210,Maharashtra,2022,2,pune,8757249
3211,Maharashtra,2022,2,thane,5471749
3212,Maharashtra,2022,2,mumbai suburban,5281053
3213,Maharashtra,2022,2,nashik,2803471
3214,Maharashtra,2022,2,nagpur,2407812
3215,Maharashtra,2022,2,aurangabad,1996927
3216,Maharashtra,2022,2,mumbai,1972178
3217,Maharashtra,2022,2,ahmednagar,1844168
3218,Maharashtra,2022,2,palghar,1689875
3219,Maharashtra,2022,2,solapur,1649511
3220,Maharashtra,2022,3,pune,9194074
3221,Maharashtra,2022,3,thane,5757165
3222,Maharashtra,2022,3,mumbai suburban,5555095
3223,Maharashtra,2022,3,nashik,2948824
3224,Maharashtra,2022,3,nagpur,2532986
3225,Maharashtra,2022,3,aurangabad,2101234
3226,Maharashtra,2022,3,mumbai,2074701
3227,Maharashtra,2022,3,ahmednagar,1940071
3228,Maharashtra,2022,3,palghar,1781265
3229,Maharashtra,2022,3,solapur,1733556
3230,Maharashtra,2022,4,pune,9622338
3231,Maharashtra,2022,4,thane,6042267
3232,Maharashtra,2022,4,mumbai suburban,5831539
3233,Maharashtra,2022,4,nashik,3086721
3234,Maharashtra,2022,4,nagpur,2655029
3235,Maharashtra,2022,4,aurangabad,2201353
3236,Maharashtra,2022,4,mumbai,2178155
3237,Maharashtra,2022,4,ahmednagar,2027819
3238,Maharashtra,2022,4,palghar,1870957
3239,Maharashtra,2022,4,solapur,1811044
3240,Manipur,2018,1,imphal west,11304
3241,Manipur,2018,1,imphal east,6759
3242,Manipur,2018,1,thoubal,2764
3243,Manipur,2018,1,bishnupur,2371
3244,Manipur,2018,1,churachandpur,1524
3245,Manipur,2018,1,kangpokpi,1439
3246,Manipur,2018,1,kakching,915
3247,Manipur,2018,1,ukhrul,602
3248,Manipur,2018,1,tamenglong,550
3249,Manipur,2018,1,jiribam,460
3250,Manipur,2018,2,imphal west,16541
3251,Manipur,2018,2,imphal east,10390
3252,Manipur,2018,2,thoubal,4771
3253,Manipur,2018,2,bishnupur,3751
3254,Manipur,2018,2,churachandpur,2362
3255,Manipur,2018,2,kangpokpi,2183
3256,Manipur,2018,2,kakching,1571
3257,Manipur,2018,2,ukhrul,905
3258,Manipur,2018,2,tamenglong,824
3259,Manipur,2018,2,jiribam,732
3260,Manipur,2018,3,imphal west,21696
3261,Manipur,2018,3,imphal east,13541
3262,Manipur,2018,3,thoubal,6112
3263,Manipur,2018,3,bishnupur,5106
3264,Manipur,2018,3,churachandpur,3420
3265,Manipur,2018,3,kangpokpi,3073
3266,Manipur,2018,3,kakching,2326
3267,Manipur,2018,3,ukhrul,1346
3268,Manipur,2018,3,tamenglong,1268
3269,Manipur,2018,3,jiribam,1086
3270,Manipur,2018,4,imphal west,28383
3271,Manipur,2018,4,imphal east,17777
3272,Manipur,2018,4,thoubal,8027
3273,Manipur,2018,4,bishnupur,7049
3274,Manipur,2018,4,churachandpur,4951
3275,Manipur,2018,4,kangpokpi,4249
3276,Manipur,2018,4,kakching,3153
3277,Manipur,2018,4,ukhrul,1842
3278,Manipur,2018,4,tamenglong,1712
3279,Manipur,2018,4,jiribam,1393
3280,Manipur,2019,1,imphal west,33668
3281,Manipur,2019,1,imphal east,21136
3282,Manipur,2019,1,thoubal,9529
3283,Manipur,2019,1,bishnupur,8537
3284,Manipur,2019,1,churachandpur,6138
3285,Manipur,2019,1,kangpokpi,5212
3286,Manipur,2019,1,kakching,3850
3287,Manipur,2019,1,ukhrul,2368
3288,Manipur,2019,1,tamenglong,2148
3289,Manipur,2019,1,jiribam,1759
3290,Manipur,2019,2,imphal west,39303
3291,Manipur,2019,2,imphal east,24652
3292,Manipur,2019,2,thoubal,10915
3293,Manipur,2019,2,bishnupur,10014
3294,Manipur,2019,2,churachandpur,7662
3295,Manipur,2019,2,kangpokpi,6407
3296,Manipur,2019,2,kakching,4599
3297,Manipur,2019,2,ukhrul,2981
3298,Manipur,2019,2,tamenglong,2628
3299,Manipur,2019,2,chandel,2175
3300,Manipur,2019,3,imphal west,45268
3301,Manipur,2019,3,imphal east,28331
3302,Manipur,2019,3,thoubal,12427
3303,Manipur,2019,3,bishnupur,11647
3304,Manipur,2019,3,churachandpur,9071
3305,Manipur,2019,3,kangpokpi,7621
3306,Manipur,2019,3,kakching,5355
3307,Manipur,2019,3,ukhrul,3488
3308,Manipur,2019,3,tamenglong,3085
3309,Manipur,2019,3,chandel,2581
3310,Manipur,2019,4,imphal west,51063
3311,Manipur,2019,4,imphal east,31935
3312,Manipur,2019,4,thoubal,14194
3313,Manipur,2019,4,bishnupur,13387
3314,Manipur,2019,4,churachandpur,10431
3315,Manipur,2019,4,kangpokpi,8850
3316,Manipur,2019,4,kakching,6126
3317,Manipur,2019,4,ukhrul,4091
3318,Manipur,2019,4,tamenglong,3651
3319,Manipur,2019,4,chandel,3029
3320,Manipur,2020,1,imphal west,57485
3321,Manipur,2020,1,imphal east,36105
3322,Manipur,2020,1,thoubal,16244
3323,Manipur,2020,1,bishnupur,15333
3324,Manipur,2020,1,churachandpur,12420
3325,Manipur,2020,1,kangpokpi,10241
3326,Manipur,2020,1,kakching,7075
3327,Manipur,2020,1,ukhrul,4892
3328,Manipur,2020,1,tamenglong,4169
3329,Manipur,2020,1,chandel,3471
3330,Manipur,2020,2,imphal west,67897
3331,Manipur,2020,2,imphal east,43144
3332,Manipur,2020,2,thoubal,20186
3333,Manipur,2020,2,bishnupur,19027
3334,Manipur,2020,2,churachandpur,15469
3335,Manipur,2020,2,kangpokpi,12965
3336,Manipur,2020,2,kakching,9028
3337,Manipur,2020,2,ukhrul,6223
3338,Manipur,2020,2,tamenglong,5158
3339,Manipur,2020,2,chandel,4278
3340,Manipur,2020,3,imphal west,79723
3341,Manipur,2020,3,imphal east,51383
3342,Manipur,2020,3,thoubal,24183
3343,Manipur,2020,3,bishnupur,22965
3344,Manipur,2020,3,churachandpur,19501
3345,Manipur,2020,3,kangpokpi,15966
3346,Manipur,2020,3,kakching,10752
3347,Manipur,2020,3,ukhrul,7657
3348,Manipur,2020,3,tamenglong,6475
3349,Manipur,2020,3,chandel,5252
3350,Manipur,2020,4,imphal west,88777
3351,Manipur,2020,4,imphal east,57282
3352,Manipur,2020,4,thoubal,26858
3353,Manipur,2020,4,bishnupur,25629
3354,Manipur,2020,4,churachandpur,21960
3355,Manipur,2020,4,kangpokpi,17814
3356,Manipur,2020,4,kakching,11913
3357,Manipur,2020,4,ukhrul,8651
3358,Manipur,2020,4,tamenglong,7322
3359,Manipur,2020,4,chandel,5987
3360,Manipur,2021,1,imphal west,96101
3361,Manipur,2021,1,imphal east,62004
3362,Manipur,2021,1,thoubal,29072
3363,Manipur,2021,1,bishnupur,27615
3364,Manipur,2021,1,churachandpur,23827
3365,Manipur,2021,1,kangpokpi,19239
3366,Manipur,2021,1,kakching,12888
3367,Manipur,2021,1,ukhrul,9372
3368,Manipur,2021,1,tamenglong,7960
3369,Manipur,2021,1,chandel,6467
3370,Manipur,2021,2,imphal west,102833
3371,Manipur,2021,2,imphal east,66388
3372,Manipur,2021,2,thoubal,31139
3373,Manipur,2021,2,bishnupur,29671
3374,Manipur,2021,2,churachandpur,25573
3375,Manipur,2021,2,kangpokpi,20703
3376,Manipur,2021,2,kakching,13816
3377,Manipur,2021,2,ukhrul,10142
3378,Manipur,2021,2,tamenglong,8580
3379,Manipur,2021,2,chandel,6980
3380,Manipur,2021,3,imphal west,110506
3381,Manipur,2021,3,imphal east,71436
3382,Manipur,2021,3,thoubal,33478
3383,Manipur,2021,3,bishnupur,31996
3384,Manipur,2021,3,churachandpur,27600
3385,Manipur,2021,3,kangpokpi,22416
3386,Manipur,2021,3,kakching,14924
3387,Manipur,2021,3,ukhrul,11045
3388,Manipur,2021,3,tamenglong,9326
3389,Manipur,2021,3,chandel,7597
3390,Manipur,2021,4,imphal west,118056
3391,Manipur,2021,4,imphal east,76421
3392,Manipur,2021,4,thoubal,35832
3393,Manipur,2021,4,bishnupur,34316
3394,Manipur,2021,4,churachandpur,29651
3395,Manipur,2021,4,kangpokpi,24082
3396,Manipur,2021,4,kakching,15985
3397,Manipur,2021,4,ukhrul,11949
3398,Manipur,2021,4,tamenglong,10063
3399,Manipur,2021,4,chandel,8184
3400,Manipur,2022,1,imphal west,125131
3401,Manipur,2022,1,imphal east,81134
3402,Manipur,2022,1,thoubal,38088
3403,Manipur,2022,1,bishnupur,36514
3404,Manipur,2022,1,churachandpur,31533
3405,Manipur,2022,1,kangpokpi,25589
3406,Manipur,2022,1,kakching,17014
3407,Manipur,2022,1,ukhrul,12728
3408,Manipur,2022,1,tamenglong,10719
3409,Manipur,2022,1,chandel,8724
3410,Manipur,2022,2,imphal west,131901
3411,Manipur,2022,2,imphal east,85559
3412,Manipur,2022,2,thoubal,40196
3413,Manipur,2022,2,bishnupur,38512
3414,Manipur,2022,2,churachandpur,33293
3415,Manipur,2022,2,kangpokpi,27002
3416,Manipur,2022,2,kakching,18011
3417,Manipur,2022,2,ukhrul,13435
3418,Manipur,2022,2,tamenglong,11310
3419,Manipur,2022,2,chandel,9201
3420,Manipur,2022,3,imphal west,138892
3421,Manipur,2022,3,imphal east,90100
3422,Manipur,2022,3,thoubal,42321
3423,Manipur,2022,3,bishnupur,40486
3424,Manipur,2022,3,churachandpur,35081
3425,Manipur,2022,3,kangpokpi,28377
3426,Manipur,2022,3,kakching,18979
3427,Manipur,2022,3,ukhrul,14002
3428,Manipur,2022,3,tamenglong,11830
3429,Manipur,2022,3,chandel,9647
3430,Manipur,2022,4,imphal west,145422
3431,Manipur,2022,4,imphal east,94344
3432,Manipur,2022,4,thoubal,44264
3433,Manipur,2022,4,bishnupur,42189
3434,Manipur,2022,4,churachandpur,36722
3435,Manipur,2022,4,kangpokpi,29563
3436,Manipur,2022,4,kakching,19797
3437,Manipur,2022,4,ukhrul,14415
3438,Manipur,2022,4,tamenglong,12297
3439,Manipur,2022,4,chandel,9973
3440,Meghalaya,2018,1,east khasi hills,9310
3441,Meghalaya,2018,1,west garo hills,3671
3442,Meghalaya,2018,1,ribhoi,1891
3443,Meghalaya,2018,1,east jaintia hills,1419
3444,Meghalaya,2018,1,west jaintia hills,736
3445,Meghalaya,2018,1,south garo hills,343
3446,Meghalaya,2018,1,south west garo hills,299
3447,Meghalaya,2018,1,west khasi hills,299
3448,Meghalaya,2018,1,north garo hills,254
3449,Meghalaya,2018,1,east garo hills,236
3450,Meghalaya,2018,2,east khasi hills,12907
3451,Meghalaya,2018,2,west garo hills,5289
3452,Meghalaya,2018,2,ribhoi,2869
3453,Meghalaya,2018,2,east jaintia hills,2051
3454,Meghalaya,2018,2,west jaintia hills,1023
3455,Meghalaya,2018,2,south garo hills,530
3456,Meghalaya,2018,2,south west garo hills,485
3457,Meghalaya,2018,2,west khasi hills,472
3458,Meghalaya,2018,2,north garo hills,445
3459,Meghalaya,2018,2,east garo hills,437
3460,Meghalaya,2018,3,east khasi hills,17543
3461,Meghalaya,2018,3,west garo hills,7529
3462,Meghalaya,2018,3,ribhoi,3889
3463,Meghalaya,2018,3,east jaintia hills,2886
3464,Meghalaya,2018,3,west jaintia hills,1465
3465,Meghalaya,2018,3,south garo hills,821
3466,Meghalaya,2018,3,south west garo hills,810
3467,Meghalaya,2018,3,north garo hills,737
3468,Meghalaya,2018,3,west khasi hills,730
3469,Meghalaya,2018,3,east garo hills,694
3470,Meghalaya,2018,4,east khasi hills,22845
3471,Meghalaya,2018,4,west garo hills,10445
3472,Meghalaya,2018,4,ribhoi,5207
3473,Meghalaya,2018,4,east jaintia hills,3735
3474,Meghalaya,2018,4,west jaintia hills,1861
3475,Meghalaya,2018,4,south west garo hills,1115
3476,Meghalaya,2018,4,north garo hills,1092
3477,Meghalaya,2018,4,east garo hills,1067
3478,Meghalaya,2018,4,south garo hills,1057
3479,Meghalaya,2018,4,west khasi hills,957
3480,Meghalaya,2019,1,east khasi hills,27937
3481,Meghalaya,2019,1,west garo hills,12932
3482,Meghalaya,2019,1,ribhoi,6543
3483,Meghalaya,2019,1,east jaintia hills,4643
3484,Meghalaya,2019,1,west jaintia hills,2276
3485,Meghalaya,2019,1,north garo hills,1482
3486,Meghalaya,2019,1,south west garo hills,1434
3487,Meghalaya,2019,1,east garo hills,1424
3488,Meghalaya,2019,1,south garo hills,1296
3489,Meghalaya,2019,1,west khasi hills,1191
3490,Meghalaya,2019,2,east khasi hills,33377
3491,Meghalaya,2019,2,west garo hills,15673
3492,Meghalaya,2019,2,ribhoi,7894
3493,Meghalaya,2019,2,east jaintia hills,5580
3494,Meghalaya,2019,2,west jaintia hills,2846
3495,Meghalaya,2019,2,north garo hills,1965
3496,Meghalaya,2019,2,south west garo hills,1902
3497,Meghalaya,2019,2,east garo hills,1855
3498,Meghalaya,2019,2,south garo hills,1640
3499,Meghalaya,2019,2,west khasi hills,1566
3500,Meghalaya,2019,3,east khasi hills,38761
3501,Meghalaya,2019,3,west garo hills,18509
3502,Meghalaya,2019,3,ribhoi,9007
3503,Meghalaya,2019,3,east jaintia hills,6371
3504,Meghalaya,2019,3,west jaintia hills,3346
3505,Meghalaya,2019,3,north garo hills,2403
3506,Meghalaya,2019,3,east garo hills,2313
3507,Meghalaya,2019,3,south west garo hills,2306
3508,Meghalaya,2019,3,south garo hills,2020
3509,Meghalaya,2019,3,west khasi hills,1838
3510,Meghalaya,2019,4,east khasi hills,43484
3511,Meghalaya,2019,4,west garo hills,21300
3512,Meghalaya,2019,4,ribhoi,10308
3513,Meghalaya,2019,4,east jaintia hills,7343
3514,Meghalaya,2019,4,west jaintia hills,3946
3515,Meghalaya,2019,4,north garo hills,2871
3516,Meghalaya,2019,4,east garo hills,2788
3517,Meghalaya,2019,4,south west garo hills,2757
3518,Meghalaya,2019,4,south garo hills,2434
3519,Meghalaya,2019,4,west khasi hills,2180
3520,Meghalaya,2020,1,east khasi hills,49251
3521,Meghalaya,2020,1,west garo hills,24124
3522,Meghalaya,2020,1,ribhoi,11689
3523,Meghalaya,2020,1,east jaintia hills,8368
3524,Meghalaya,2020,1,west jaintia hills,4530
3525,Meghalaya,2020,1,north garo hills,3311
3526,Meghalaya,2020,1,east garo hills,3251
3527,Meghalaya,2020,1,south west garo hills,3234
3528,Meghalaya,2020,1,south garo hills,2810
3529,Meghalaya,2020,1,west khasi hills,2522
3530,Meghalaya,2020,2,east khasi hills,57322
3531,Meghalaya,2020,2,west garo hills,29492
3532,Meghalaya,2020,2,ribhoi,13550
3533,Meghalaya,2020,2,east jaintia hills,9695
3534,Meghalaya,2020,2,west jaintia hills,5717
3535,Meghalaya,2020,2,north garo hills,4318
3536,Meghalaya,2020,2,south west garo hills,4266
3537,Meghalaya,2020,2,east garo hills,4132
3538,Meghalaya,2020,2,south garo hills,3590
3539,Meghalaya,2020,2,west khasi hills,3195
3540,Meghalaya,2020,3,east khasi hills,65268
3541,Meghalaya,2020,3,west garo hills,34201
3542,Meghalaya,2020,3,ribhoi,15427
3543,Meghalaya,2020,3,east jaintia hills,11084
3544,Meghalaya,2020,3,west jaintia hills,6997
3545,Meghalaya,2020,3,north garo hills,5242
3546,Meghalaya,2020,3,south west garo hills,5082
3547,Meghalaya,2020,3,east garo hills,5002
3548,Meghalaya,2020,3,south garo hills,4370
3549,Meghalaya,2020,3,west khasi hills,3899
3550,Meghalaya,2020,4,east khasi hills,72639
3551,Meghalaya,2020,4,west garo hills,37988
3552,Meghalaya,2020,4,ribhoi,17198
3553,Meghalaya,2020,4,east jaintia hills,12337
3554,Meghalaya,2020,4,west jaintia hills,7968
3555,Meghalaya,2020,4,north garo hills,5914
3556,Meghalaya,2020,4,east garo hills,5777
3557,Meghalaya,2020,4,south west garo hills,5772
3558,Meghalaya,2020,4,south garo hills,5006
3559,Meghalaya,2020,4,west khasi hills,4484
3560,Meghalaya,2021,1,east khasi hills,78429
3561,Meghalaya,2021,1,west garo hills,40993
3562,Meghalaya,2021,1,ribhoi,18641
3563,Meghalaya,2021,1,east jaintia hills,13460
3564,Meghalaya,2021,1,west jaintia hills,8665
3565,Meghalaya,2021,1,north garo hills,6392
3566,Meghalaya,2021,1,south west garo hills,6276
3567,Meghalaya,2021,1,east garo hills,6237
3568,Meghalaya,2021,1,south garo hills,5439
3569,Meghalaya,2021,1,west khasi hills,4858
3570,Meghalaya,2021,2,east khasi hills,84124
3571,Meghalaya,2021,2,west garo hills,44151
3572,Meghalaya,2021,2,ribhoi,20098
3573,Meghalaya,2021,2,east jaintia hills,14530
3574,Meghalaya,2021,2,west jaintia hills,9409
3575,Meghalaya,2021,2,north garo hills,6951
3576,Meghalaya,2021,2,south west garo hills,6835
3577,Meghalaya,2021,2,east garo hills,6754
3578,Meghalaya,2021,2,south garo hills,5922
3579,Meghalaya,2021,2,west khasi hills,5296
3580,Meghalaya,2021,3,east khasi hills,90505
3581,Meghalaya,2021,3,west garo hills,47869
3582,Meghalaya,2021,3,ribhoi,21875
3583,Meghalaya,2021,3,east jaintia hills,15847
3584,Meghalaya,2021,3,west jaintia hills,10337
3585,Meghalaya,2021,3,north garo hills,7584
3586,Meghalaya,2021,3,south west garo hills,7531
3587,Meghalaya,2021,3,east garo hills,7389
3588,Meghalaya,2021,3,south garo hills,6442
3589,Meghalaya,2021,3,west khasi hills,5884
3590,Meghalaya,2021,4,east khasi hills,96942
3591,Meghalaya,2021,4,west garo hills,51617
3592,Meghalaya,2021,4,ribhoi,23562
3593,Meghalaya,2021,4,east jaintia hills,17115
3594,Meghalaya,2021,4,west jaintia hills,11189
3595,Meghalaya,2021,4,north garo hills,8212
3596,Meghalaya,2021,4,south west garo hills,8197
3597,Meghalaya,2021,4,east garo hills,8015
3598,Meghalaya,2021,4,south garo hills,7005
3599,Meghalaya,2021,4,west khasi hills,6428
3600,Meghalaya,2022,1,east khasi hills,102838
3601,Meghalaya,2022,1,west garo hills,55028
3602,Meghalaya,2022,1,ribhoi,25112
3603,Meghalaya,2022,1,east jaintia hills,18301
3604,Meghalaya,2022,1,west jaintia hills,11952
3605,Meghalaya,2022,1,north garo hills,8795
3606,Meghalaya,2022,1,south west garo hills,8758
