,State,Year,Quarter,District,Reg_Users
1442,Gujarat,2019,3,vadodara,637678
1443,Gujarat,2019,3,rajkot,384852
1444,Gujarat,2019,3,gandhinagar,372464
1445,Gujarat,2019,3,bharuch,315856
1446,Gujarat,2019,3,banas kantha,301373
1447,Gujarat,2019,3,mahesana,286652
1448,Gujarat,2019,3,kachchh,285519
1449,Gujarat,2019,3,valsad,266134
1450,Gujarat,2019,4,ahmadabad,2015947
1451,Gujarat,2019,4,surat,1624077
1452,Gujarat,2019,4,vadodara,700817
1453,Gujarat,2019,4,rajkot,426178
1454,Gujarat,2019,4,gandhinagar,408526
1455,Gujarat,2019,4,bharuch,350619
1456,Gujarat,2019,4,banas kantha,339582
1457,Gujarat,2019,4,mahesana,316985
1458,Gujarat,2019,4,kachchh,314732
1459,Gujarat,2019,4,valsad,296977
1460,Gujarat,2020,1,ahmadabad,2185983
1461,Gujarat,2020,1,surat,1772703
1462,Gujarat,2020,1,vadodara,763969
1463,Gujarat,2020,1,rajkot,469636
1464,Gujarat,2020,1,gandhinagar,445290
1465,Gujarat,2020,1,banas kantha,386212
1466,Gujarat,2020,1,bharuch,384819
1467,Gujarat,2020,1,mahesana,349897
1468,Gujarat,2020,1,kachchh,347270
1469,Gujarat,2020,1,valsad,330053
1470,Gujarat,2020,2,ahmadabad,2384154
1471,Gujarat,2020,2,surat,1935894
1472,Gujarat,2020,2,vadodara,830759
1473,Gujarat,2020,2,rajkot,522650
1474,Gujarat,2020,2,gandhinagar,488351
1475,Gujarat,2020,2,banas kantha,446603
1476,Gujarat,2020,2,bharuch,423017
1477,Gujarat,2020,2,mahesana,389562
1478,Gujarat,2020,2,kachchh,385480
1479,Gujarat,2020,2,valsad,372771
1480,Gujarat,2020,3,ahmadabad,2580178
1481,Gujarat,2020,3,surat,2092712
1482,Gujarat,2020,3,vadodara,901492
1483,Gujarat,2020,3,rajkot,573062
1484,Gujarat,2020,3,gandhinagar,529771
1485,Gujarat,2020,3,banas kantha,501471
1486,Gujarat,2020,3,bharuch,462292
1487,Gujarat,2020,3,mahesana,427950
1488,Gujarat,2020,3,kachchh,423729
1489,Gujarat,2020,3,valsad,410740
1490,Gujarat,2020,4,ahmadabad,2787991
1491,Gujarat,2020,4,surat,2278232
1492,Gujarat,2020,4,vadodara,980658
1493,Gujarat,2020,4,rajkot,627654
1494,Gujarat,2020,4,gandhinagar,572461
1495,Gujarat,2020,4,banas kantha,551645
1496,Gujarat,2020,4,bharuch,508005
1497,Gujarat,2020,4,kachchh,466855
1498,Gujarat,2020,4,mahesana,464932
1499,Gujarat,2020,4,valsad,452628
1500,Gujarat,2021,1,ahmadabad,2999575
1501,Gujarat,2021,1,surat,2458596
1502,Gujarat,2021,1,vadodara,1053954
1503,Gujarat,2021,1,rajkot,677301
1504,Gujarat,2021,1,gandhinagar,615315
1505,Gujarat,2021,1,banas kantha,598384
1506,Gujarat,2021,1,bharuch,548541
1507,Gujarat,2021,1,kachchh,505517
1508,Gujarat,2021,1,mahesana,500511
1509,Gujarat,2021,1,valsad,489062
1510,Gujarat,2021,2,ahmadabad,3209841
1511,Gujarat,2021,2,surat,2633443
1512,Gujarat,2021,2,vadodara,1127636
1513,Gujarat,2021,2,rajkot,726817
1514,Gujarat,2021,2,gandhinagar,658428
1515,Gujarat,2021,2,banas kantha,645073
1516,Gujarat,2021,2,bharuch,588777
1517,Gujarat,2021,2,kachchh,543585
1518,Gujarat,2021,2,mahesana,536645
1519,Gujarat,2021,2,valsad,524614
1520,Gujarat,2021,3,ahmadabad,3445024
1521,Gujarat,2021,3,surat,2830392
1522,Gujarat,2021,3,vadodara,1210266
1523,Gujarat,2021,3,rajkot,782611
1524,Gujarat,2021,3,gandhinagar,706654
1525,Gujarat,2021,3,banas kantha,698841
1526,Gujarat,2021,3,bharuch,634589
1527,Gujarat,2021,3,kachchh,587589
1528,Gujarat,2021,3,mahesana,578072
1529,Gujarat,2021,3,valsad,565423
1530,Gujarat,2021,4,ahmadabad,3679243
1531,Gujarat,2021,4,surat,3026960
1532,Gujarat,2021,4,vadodara,1292097
1533,Gujarat,2021,4,rajkot,837869
1534,Gujarat,2021,4,gandhinagar,754369
1535,Gujarat,2021,4,banas kantha,751116
1536,Gujarat,2021,4,bharuch,679705
1537,Gujarat,2021,4,kachchh,630878
1538,Gujarat,2021,4,mahesana,618376
1539,Gujarat,2021,4,valsad,605655
1540,Gujarat,2022,1,ahmadabad,3897869
1541,Gujarat,2022,1,surat,3210535
1542,Gujarat,2022,1,vadodara,1368210
1543,Gujarat,2022,1,rajkot,889499
1544,Gujarat,2022,1,banas kantha,802470
1545,Gujarat,2022,1,gandhinagar,799301
1546,Gujarat,2022,1,bharuch,722367
1547,Gujarat,2022,1,kachchh,671465
1548,Gujarat,2022,1,mahesana,656908
1549,Gujarat,2022,1,valsad,643742
1550,Gujarat,2022,2,ahmadabad,4105172
1551,Gujarat,2022,2,surat,3385398
1552,Gujarat,2022,2,vadodara,1440949
1553,Gujarat,2022,2,rajkot,937863
1554,Gujarat,2022,2,banas kantha,849884
1555,Gujarat,2022,2,gandhinagar,841732
1556,Gujarat,2022,2,bharuch,762752
1557,Gujarat,2022,2,kachchh,709339
1558,Gujarat,2022,2,mahesana,692794
1559,Gujarat,2022,2,valsad,679340
1560,Gujarat,2022,3,ahmadabad,4319512
1561,Gujarat,2022,3,surat,3567767
1562,Gujarat,2022,3,vadodara,1515556
1563,Gujarat,2022,3,rajkot,986904
1564,Gujarat,2022,3,banas kantha,896869
1565,Gujarat,2022,3,gandhinagar,885535
1566,Gujarat,2022,3,bharuch,803845
1567,Gujarat,2022,3,kachchh,747079
1568,Gujarat,2022,3,mahesana,729723
1569,Gujarat,2022,3,valsad,716467
1570,Gujarat,2022,4,ahmadabad,4530853
1571,Gujarat,2022,4,surat,3747780
1572,Gujarat,2022,4,vadodara,1587831
1573,Gujarat,2022,4,rajkot,1033159
1574,Gujarat,2022,4,banas kantha,939693
1575,Gujarat,2022,4,gandhinagar,927585
1576,Gujarat,2022,4,bharuch,842519
1577,Gujarat,2022,4,kachchh,781383
1578,Gujarat,2022,4,mahesana,763693
1579,Gujarat,2022,4,valsad,751767
1580,Haryana,2018,1,gurugram,474081
1581,Haryana,2018,1,faridabad,231504
1582,Haryana,2018,1,hisar,113872
1583,Haryana,2018,1,rewari,85350
1584,Haryana,2018,1,sonipat,79638
1585,Haryana,2018,1,panipat,74739
1586,Haryana,2018,1,karnal,73612
1587,Haryana,2018,1,sirsa,70800
1588,Haryana,2018,1,rohtak,62452
1589,Haryana,2018,1,bhiwani,57585
1590,Haryana,2018,2,gurugram,621718
1591,Haryana,2018,2,faridabad,306358
1592,Haryana,2018,2,hisar,147599
1593,Haryana,2018,2,rewari,113056
1594,Haryana,2018,2,sonipat,106837
1595,Haryana,2018,2,panipat,101243
1596,Haryana,2018,2,karnal,98276
1597,Haryana,2018,2,sirsa,91908
1598,Haryana,2018,2,rohtak,82822
1599,Haryana,2018,2,bhiwani,75485
1600,Haryana,2018,3,gurugram,767369
1601,Haryana,2018,3,faridabad,383316
1602,Haryana,2018,3,hisar,176380
1603,Haryana,2018,3,rewari,138368
1604,Haryana,2018,3,sonipat,132705
1605,Haryana,2018,3,panipat,124290
1606,Haryana,2018,3,karnal,121471
1607,Haryana,2018,3,sirsa,109165
1608,Haryana,2018,3,rohtak,101649
1609,Haryana,2018,3,ambala,92472
1610,Haryana,2018,4,gurugram,967781
1611,Haryana,2018,4,faridabad,521996
1612,Haryana,2018,4,hisar,210671
1613,Haryana,2018,4,rewari,172035
1614,Haryana,2018,4,sonipat,165599
1615,Haryana,2018,4,panipat,153137
1616,Haryana,2018,4,karnal,149062
1617,Haryana,2018,4,sirsa,127874
1618,Haryana,2018,4,rohtak,124365
1619,Haryana,2018,4,jhajjar,114488
1620,Haryana,2019,1,gurugram,1159832
1621,Haryana,2019,1,faridabad,634024
1622,Haryana,2019,1,hisar,245236
1623,Haryana,2019,1,rewari,207051
1624,Haryana,2019,1,sonipat,199593
1625,Haryana,2019,1,panipat,181548
1626,Haryana,2019,1,karnal,177042
1627,Haryana,2019,1,rohtak,147392
1628,Haryana,2019,1,sirsa,146936
1629,Haryana,2019,1,palwal,141953
1630,Haryana,2019,2,gurugram,1307319
1631,Haryana,2019,2,faridabad,716593
1632,Haryana,2019,2,hisar,277720
1633,Haryana,2019,2,rewari,238349
1634,Haryana,2019,2,sonipat,230883
1635,Haryana,2019,2,panipat,208172
1636,Haryana,2019,2,karnal,204255
1637,Haryana,2019,2,rohtak,169372
1638,Haryana,2019,2,palwal,165665
1639,Haryana,2019,2,sirsa,163468
1640,Haryana,2019,3,gurugram,1447473
1641,Haryana,2019,3,faridabad,792884
1642,Haryana,2019,3,hisar,308179
1643,Haryana,2019,3,rewari,266893
1644,Haryana,2019,3,sonipat,261554
1645,Haryana,2019,3,panipat,235346
1646,Haryana,2019,3,karnal,230603
1647,Haryana,2019,3,rohtak,190137
1648,Haryana,2019,3,palwal,188217
1649,Haryana,2019,3,jhajjar,185095
1650,Haryana,2019,4,gurugram,1574240
1651,Haryana,2019,4,faridabad,862595
1652,Haryana,2019,4,hisar,339753
1653,Haryana,2019,4,rewari,294161
1654,Haryana,2019,4,sonipat,291479
1655,Haryana,2019,4,panipat,262435
1656,Haryana,2019,4,karnal,255280
1657,Haryana,2019,4,rohtak,209750
1658,Haryana,2019,4,palwal,209434
1659,Haryana,2019,4,jhajjar,206377
1660,Haryana,2020,1,gurugram,1700505
1661,Haryana,2020,1,faridabad,935992
1662,Haryana,2020,1,hisar,382469
1663,Haryana,2020,1,sonipat,325111
1664,Haryana,2020,1,rewari,323001
1665,Haryana,2020,1,panipat,293916
1666,Haryana,2020,1,karnal,283270
1667,Haryana,2020,1,palwal,233542
1668,Haryana,2020,1,rohtak,231317
1669,Haryana,2020,1,jhajjar,230059
1670,Haryana,2020,2,gurugram,1809777
1671,Haryana,2020,2,faridabad,1010271
1672,Haryana,2020,2,hisar,417164
1673,Haryana,2020,2,sonipat,362890
1674,Haryana,2020,2,rewari,354024
1675,Haryana,2020,2,panipat,324833
1676,Haryana,2020,2,karnal,313828
1677,Haryana,2020,2,palwal,259528
1678,Haryana,2020,2,jhajjar,256581
1679,Haryana,2020,2,rohtak,254647
1680,Haryana,2020,3,gurugram,1949331
1681,Haryana,2020,3,faridabad,1094570
1682,Haryana,2020,3,hisar,453910
1683,Haryana,2020,3,sonipat,402001
1684,Haryana,2020,3,rewari,388025
1685,Haryana,2020,3,panipat,357830
1686,Haryana,2020,3,karnal,344289
1687,Haryana,2020,3,palwal,285223
1688,Haryana,2020,3,jhajjar,284852
1689,Haryana,2020,3,rohtak,280325
1690,Haryana,2020,4,gurugram,2104240
1691,Haryana,2020,4,faridabad,1182635
1692,Haryana,2020,4,hisar,490971
1693,Haryana,2020,4,sonipat,441088
1694,Haryana,2020,4,rewari,421106
1695,Haryana,2020,4,panipat,391952
1696,Haryana,2020,4,karnal,374733
1697,Haryana,2020,4,jhajjar,313144
1698,Haryana,2020,4,palwal,310698
1699,Haryana,2020,4,rohtak,305922
1700,Haryana,2021,1,gurugram,2262589
1701,Haryana,2021,1,faridabad,1272506
1702,Haryana,2021,1,hisar,526528
1703,Haryana,2021,1,sonipat,475192
1704,Haryana,2021,1,rewari,453500
1705,Haryana,2021,1,panipat,423131
1706,Haryana,2021,1,karnal,402850
1707,Haryana,2021,1,jhajjar,337303
1708,Haryana,2021,1,palwal,335048
1709,Haryana,2021,1,rohtak,329147
1710,Haryana,2021,2,gurugram,2416391
1711,Haryana,2021,2,faridabad,1360855
1712,Haryana,2021,2,hisar,564047
1713,Haryana,2021,2,sonipat,510058
1714,Haryana,2021,2,rewari,485784
1715,Haryana,2021,2,panipat,454218
1716,Haryana,2021,2,karnal,432042
1717,Haryana,2021,2,jhajjar,362160
1718,Haryana,2021,2,palwal,359544
1719,Haryana,2021,2,rohtak,353305
1720,Haryana,2021,3,gurugram,2589324
1721,Haryana,2021,3,faridabad,1459758
1722,Haryana,2021,3,hisar,606513
1723,Haryana,2021,3,sonipat,549613
1724,Haryana,2021,3,rewari,522734
1725,Haryana,2021,3,panipat,489226
1726,Haryana,2021,3,karnal,464990
1727,Haryana,2021,3,jhajjar,390612
1728,Haryana,2021,3,palwal,387557
1729,Haryana,2021,3,rohtak,380370
1730,Haryana,2021,4,gurugram,2764490
1731,Haryana,2021,4,faridabad,1559756
1732,Haryana,2021,4,hisar,648827
1733,Haryana,2021,4,sonipat,588700
1734,Haryana,2021,4,rewari,559494
1735,Haryana,2021,4,panipat,523678
1736,Haryana,2021,4,karnal,497166
1737,Haryana,2021,4,jhajjar,418950
1738,Haryana,2021,4,palwal,415495
1739,Haryana,2021,4,rohtak,407245
1740,Haryana,2022,1,gurugram,2929873
1741,Haryana,2022,1,faridabad,1654074
1742,Haryana,2022,1,hisar,689980
1743,Haryana,2022,1,sonipat,626016
1744,Haryana,2022,1,rewari,595001
1745,Haryana,2022,1,panipat,556104
1746,Haryana,2022,1,karnal,527415
1747,Haryana,2022,1,jhajjar,445888
1748,Haryana,2022,1,palwal,441872
1749,Haryana,2022,1,rohtak,432623
1750,Haryana,2022,2,gurugram,3088176
1751,Haryana,2022,2,faridabad,1743764
1752,Haryana,2022,2,hisar,727942
1753,Haryana,2022,2,sonipat,661278
1754,Haryana,2022,2,rewari,628614
1755,Haryana,2022,2,panipat,587006
1756,Haryana,2022,2,karnal,555939
1757,Haryana,2022,2,jhajjar,471357
1758,Haryana,2022,2,palwal,466861
1759,Haryana,2022,2,rohtak,456537
1760,Haryana,2022,3,gurugram,3251792
1761,Haryana,2022,3,faridabad,1837594
1762,Haryana,2022,3,hisar,766206
1763,Haryana,2022,3,sonipat,697349
1764,Haryana,2022,3,rewari,663418
1765,Haryana,2022,3,panipat,618937
1766,Haryana,2022,3,karnal,584928
1767,Haryana,2022,3,jhajjar,497580
1768,Haryana,2022,3,palwal,492837
1769,Haryana,2022,3,rohtak,481082
1770,Haryana,2022,4,gurugram,3416098
1771,Haryana,2022,4,faridabad,1930743
1772,Haryana,2022,4,hisar,801156
1773,Haryana,2022,4,sonipat,731324
1774,Haryana,2022,4,rewari,696113
1775,Haryana,2022,4,panipat,649292
1776,Haryana,2022,4,karnal,611868
1777,Haryana,2022,4,jhajjar,521692
1778,Haryana,2022,4,palwal,516553
1779,Haryana,2022,4,rohtak,504058
1780,Himachal Pradesh,2018,1,solan,50035
1781,Himachal Pradesh,2018,1,kangra,39016
1782,Himachal Pradesh,2018,1,shimla,28214
1783,Himachal Pradesh,2018,1,mandi,26238
1784,Himachal Pradesh,2018,1,sirmaur,15880
1785,Himachal Pradesh,2018,1,hamirpur,15614
1786,Himachal Pradesh,2018,1,kullu,15318
1787,Himachal Pradesh,2018,1,una,13234
1788,Himachal Pradesh,2018,1,bilaspur,11975
1789,Himachal Pradesh,2018,1,chamba,8678
1790,Himachal Pradesh,2018,2,solan,68950
1791,Himachal Pradesh,2018,2,kangra,54828
1792,Himachal Pradesh,2018,2,shimla,38590
1793,Himachal Pradesh,2018,2,mandi,36126
1794,Himachal Pradesh,2018,2,sirmaur,22379
1795,Himachal Pradesh,2018,2,hamirpur,21374
1796,Himachal Pradesh,2018,2,kullu,21077
1797,Himachal Pradesh,2018,2,una,18691
1798,Himachal Pradesh,2018,2,bilaspur,16531
1799,Himachal Pradesh,2018,2,chamba,12259
1800,Himachal Pradesh,2018,3,solan,88724
1801,Himachal Pradesh,2018,3,kangra,71494
1802,Himachal Pradesh,2018,3,shimla,49820
1803,Himachal Pradesh,2018,3,mandi,45876
1804,Himachal Pradesh,2018,3,sirmaur,28959
1805,Himachal Pradesh,2018,3,hamirpur,27915
1806,Himachal Pradesh,2018,3,kullu,26840
1807,Himachal Pradesh,2018,3,una,24952
1808,Himachal Pradesh,2018,3,bilaspur,21030
1809,Himachal Pradesh,2018,3,chamba,16157
1810,Himachal Pradesh,2018,4,solan,113278
1811,Himachal Pradesh,2018,4,kangra,92887
1812,Himachal Pradesh,2018,4,shimla,64640
1813,Himachal Pradesh,2018,4,mandi,58526
1814,Himachal Pradesh,2018,4,sirmaur,38194
1815,Himachal Pradesh,2018,4,hamirpur,35979
1816,Himachal Pradesh,2018,4,kullu,34719
1817,Himachal Pradesh,2018,4,una,32451
1818,Himachal Pradesh,2018,4,bilaspur,26517
1819,Himachal Pradesh,2018,4,chamba,21538
1820,Himachal Pradesh,2019,1,solan,139300
1821,Himachal Pradesh,2019,1,kangra,115120
1822,Himachal Pradesh,2019,1,shimla,80651
1823,Himachal Pradesh,2019,1,mandi,72963
1824,Himachal Pradesh,2019,1,sirmaur,47638
1825,Himachal Pradesh,2019,1,hamirpur,44206
1826,Himachal Pradesh,2019,1,kullu,43436
1827,Himachal Pradesh,2019,1,una,40315
1828,Himachal Pradesh,2019,1,bilaspur,32537
1829,Himachal Pradesh,2019,1,chamba,27481
1830,Himachal Pradesh,2019,2,solan,159989
1831,Himachal Pradesh,2019,2,kangra,139517
1832,Himachal Pradesh,2019,2,shimla,96928
1833,Himachal Pradesh,2019,2,mandi,86701
1834,Himachal Pradesh,2019,2,sirmaur,55409
1835,Himachal Pradesh,2019,2,kullu,51977
1836,Himachal Pradesh,2019,2,hamirpur,51669
1837,Himachal Pradesh,2019,2,una,47644
1838,Himachal Pradesh,2019,2,bilaspur,38131
1839,Himachal Pradesh,2019,2,chamba,33377
1840,Himachal Pradesh,2019,3,solan,178922
1841,Himachal Pradesh,2019,3,kangra,160161
1842,Himachal Pradesh,2019,3,shimla,110575
1843,Himachal Pradesh,2019,3,mandi,98589
1844,Himachal Pradesh,2019,3,sirmaur,62048
1845,Himachal Pradesh,2019,3,kullu,59192
1846,Himachal Pradesh,2019,3,hamirpur,58950
1847,Himachal Pradesh,2019,3,una,54164
1848,Himachal Pradesh,2019,3,bilaspur,43115
1849,Himachal Pradesh,2019,3,chamba,37974
1850,Himachal Pradesh,2019,4,solan,198962
1851,Himachal Pradesh,2019,4,kangra,181133
1852,Himachal Pradesh,2019,4,shimla,124960
1853,Himachal Pradesh,2019,4,mandi,111017
1854,Himachal Pradesh,2019,4,sirmaur,69583
1855,Himachal Pradesh,2019,4,kullu,66640
1856,Himachal Pradesh,2019,4,hamirpur,66179
1857,Himachal Pradesh,2019,4,una,61055
1858,Himachal Pradesh,2019,4,bilaspur,48453
1859,Himachal Pradesh,2019,4,chamba,43715
1860,Himachal Pradesh,2020,1,solan,220293
1861,Himachal Pradesh,2020,1,kangra,205367
1862,Himachal Pradesh,2020,1,shimla,139890
1863,Himachal Pradesh,2020,1,mandi,124971
1864,Himachal Pradesh,2020,1,sirmaur,77972
1865,Himachal Pradesh,2020,1,kullu,74668
1866,Himachal Pradesh,2020,1,hamirpur,73945
1867,Himachal Pradesh,2020,1,una,68564
1868,Himachal Pradesh,2020,1,bilaspur,54024
1869,Himachal Pradesh,2020,1,chamba,50169
1870,Himachal Pradesh,2020,2,solan,243732
1871,Himachal Pradesh,2020,2,kangra,235773
1872,Himachal Pradesh,2020,2,shimla,156539
1873,Himachal Pradesh,2020,2,mandi,142668
1874,Himachal Pradesh,2020,2,sirmaur,88117
1875,Himachal Pradesh,2020,2,hamirpur,84216
1876,Himachal Pradesh,2020,2,kullu,82616
1877,Himachal Pradesh,2020,2,una,78363
1878,Himachal Pradesh,2020,2,bilaspur,61050
1879,Himachal Pradesh,2020,2,chamba,58362
1880,Himachal Pradesh,2020,3,solan,265701
1881,Himachal Pradesh,2020,3,kangra,261293
1882,Himachal Pradesh,2020,3,shimla,172418
1883,Himachal Pradesh,2020,3,mandi,158237
1884,Himachal Pradesh,2020,3,sirmaur,97464
1885,Himachal Pradesh,2020,3,hamirpur,93465
1886,Himachal Pradesh,2020,3,kullu,90699
1887,Himachal Pradesh,2020,3,una,86177
1888,Himachal Pradesh,2020,3,bilaspur,67233
1889,Himachal Pradesh,2020,3,chamba,65214
1890,Himachal Pradesh,2020,4,solan,289889
1891,Himachal Pradesh,2020,4,kangra,285210
1892,Himachal Pradesh,2020,4,shimla,189005
1893,Himachal Pradesh,2020,4,mandi,173403
1894,Himachal Pradesh,2020,4,sirmaur,107144
1895,Himachal Pradesh,2020,4,hamirpur,101825
1896,Himachal Pradesh,2020,4,kullu,99814
1897,Himachal Pradesh,2020,4,una,93778
1898,Himachal Pradesh,2020,4,bilaspur,73296
1899,Himachal Pradesh,2020,4,chamba,72124
1900,Himachal Pradesh,2021,1,solan,312360
1901,Himachal Pradesh,2021,1,kangra,306531
1902,Himachal Pradesh,2021,1,shimla,202911
1903,Himachal Pradesh,2021,1,mandi,186340
1904,Himachal Pradesh,2021,1,sirmaur,115705
1905,Himachal Pradesh,2021,1,hamirpur,109372
1906,Himachal Pradesh,2021,1,kullu,107536
1907,Himachal Pradesh,2021,1,una,100832
1908,Himachal Pradesh,2021,1,bilaspur,78663
1909,Himachal Pradesh,2021,1,chamba,77599
1910,Himachal Pradesh,2021,2,solan,334716
1911,Himachal Pradesh,2021,2,kangra,329232
1912,Himachal Pradesh,2021,2,shimla,218068
1913,Himachal Pradesh,2021,2,mandi,200277
1914,Himachal Pradesh,2021,2,sirmaur,124764
1915,Himachal Pradesh,2021,2,hamirpur,117381
1916,Himachal Pradesh,2021,2,kullu,115278
1917,Himachal Pradesh,2021,2,una,108338
1918,Himachal Pradesh,2021,2,bilaspur,84508
1919,Himachal Pradesh,2021,2,chamba,83542
1920,Himachal Pradesh,2021,3,solan,360324
1921,Himachal Pradesh,2021,3,kangra,355274
1922,Himachal Pradesh,2021,3,shimla,235163
1923,Himachal Pradesh,2021,3,mandi,216188
1924,Himachal Pradesh,2021,3,sirmaur,134870
1925,Himachal Pradesh,2021,3,hamirpur,126753
1926,Himachal Pradesh,2021,3,kullu,124078
1927,Himachal Pradesh,2021,3,una,116973
1928,Himachal Pradesh,2021,3,bilaspur,91291
1929,Himachal Pradesh,2021,3,chamba,90344
1930,Himachal Pradesh,2021,4,solan,385901
1931,Himachal Pradesh,2021,4,kangra,380492
1932,Himachal Pradesh,2021,4,shimla,251745
1933,Himachal Pradesh,2021,4,mandi,231360
1934,Himachal Pradesh,2021,4,sirmaur,144716
1935,Himachal Pradesh,2021,4,hamirpur,135670
1936,Himachal Pradesh,2021,4,kullu,132702
1937,Himachal Pradesh,2021,4,una,125192
1938,Himachal Pradesh,2021,4,bilaspur,97687
1939,Himachal Pradesh,2021,4,chamba,96745
1940,Himachal Pradesh,2022,1,solan,410487
1941,Himachal Pradesh,2022,1,kangra,405048
1942,Himachal Pradesh,2022,1,shimla,267642
1943,Himachal Pradesh,2022,1,mandi,246307
1944,Himachal Pradesh,2022,1,sirmaur,154267
1945,Himachal Pradesh,2022,1,hamirpur,144434
1946,Himachal Pradesh,2022,1,kullu,141024
1947,Himachal Pradesh,2022,1,una,133249
1948,Himachal Pradesh,2022,1,bilaspur,104121
1949,Himachal Pradesh,2022,1,chamba,103270
1950,Himachal Pradesh,2022,2,solan,433753
1951,Himachal Pradesh,2022,2,kangra,427676
1952,Himachal Pradesh,2022,2,shimla,282560
1953,Himachal Pradesh,2022,2,mandi,260233
1954,Himachal Pradesh,2022,2,sirmaur,163150
1955,Himachal Pradesh,2022,2,hamirpur,152759
1956,Himachal Pradesh,2022,2,kullu,148844
1957,Himachal Pradesh,2022,2,una,140791
1958,Himachal Pradesh,2022,2,bilaspur,110019
1959,Himachal Pradesh,2022,2,chamba,109087
1960,Himachal Pradesh,2022,3,solan,457393
1961,Himachal Pradesh,2022,3,kangra,449619
1962,Himachal Pradesh,2022,3,shimla,296508
1963,Himachal Pradesh,2022,3,mandi,273475
1964,Himachal Pradesh,2022,3,sirmaur,171743
1965,Himachal Pradesh,2022,3,hamirpur,160759
1966,Himachal Pradesh,2022,3,kullu,156387
1967,Himachal Pradesh,2022,3,una,148148
1968,Himachal Pradesh,2022,3,bilaspur,115654
1969,Himachal Pradesh,2022,3,chamba,114576
1970,Himachal Pradesh,2022,4,solan,479537
1971,Himachal Pradesh,2022,4,kangra,468410
1972,Himachal Pradesh,2022,4,shimla,308448
1973,Himachal Pradesh,2022,4,mandi,284425
1974,Himachal Pradesh,2022,4,sirmaur,179223
1975,Himachal Pradesh,2022,4,hamirpur,167686
1976,Himachal Pradesh,2022,4,kullu,162922
1977,Himachal Pradesh,2022,4,una,154314
1978,Himachal Pradesh,2022,4,bilaspur,120345
1979,Himachal Pradesh,2022,4,chamba,118985
1980,Jammu & Kashmir,2018,1,jammu,45294
1981,Jammu & Kashmir,2018,1,srinagar,18233
1982,Jammu & Kashmir,2018,1,baramulla,16299
1983,Jammu & Kashmir,2018,1,budgam,11594
1984,Jammu & Kashmir,2018,1,anantnag,11556
1985,Jammu & Kashmir,2018,1,udhampur,8457
1986,Jammu & Kashmir,2018,1,pulwama,8441
1987,Jammu & Kashmir,2018,1,kathua,8039
1988,Jammu & Kashmir,2018,1,kupwara,7254
1989,Jammu & Kashmir,2018,1,samba,6534
1990,Jammu & Kashmir,2018,2,jammu,64681
1991,Jammu & Kashmir,2018,2,srinagar,27035
1992,Jammu & Kashmir,2018,2,baramulla,25870
1993,Jammu & Kashmir,2018,2,budgam,17809
1994,Jammu & Kashmir,2018,2,anantnag,16373
1995,Jammu & Kashmir,2018,2,pulwama,12218
1996,Jammu & Kashmir,2018,2,udhampur,12195
1997,Jammu & Kashmir,2018,2,kathua,11778
1998,Jammu & Kashmir,2018,2,kupwara,11482
1999,Jammu & Kashmir,2018,2,samba,9601
2000,Jammu & Kashmir,2018,3,jammu,86877
2001,Jammu & Kashmir,2018,3,srinagar,35583
2002,Jammu & Kashmir,2018,3,baramulla,31069
2003,Jammu & Kashmir,2018,3,budgam,22301
2004,Jammu & Kashmir,2018,3,anantnag,20234
2005,Jammu & Kashmir,2018,3,udhampur,16058
2006,Jammu & Kashmir,2018,3,kathua,15849
2007,Jammu & Kashmir,2018,3,kupwara,15754
2008,Jammu & Kashmir,2018,3,pulwama,15427
2009,Jammu & Kashmir,2018,3,samba,13304
2010,Jammu & Kashmir,2018,4,jammu,113005
2011,Jammu & Kashmir,2018,4,srinagar,44328
2012,Jammu & Kashmir,2018,4,baramulla,37661
2013,Jammu & Kashmir,2018,4,budgam,27710
2014,Jammu & Kashmir,2018,4,anantnag,24448
2015,Jammu & Kashmir,2018,4,udhampur,21123
2016,Jammu & Kashmir,2018,4,kathua,21030
2017,Jammu & Kashmir,2018,4,kupwara,20492
2018,Jammu & Kashmir,2018,4,pulwama,18846
2019,Jammu & Kashmir,2018,4,samba,17595
2020,Jammu & Kashmir,2019,1,jammu,134408
2021,Jammu & Kashmir,2019,1,srinagar,52762
2022,Jammu & Kashmir,2019,1,baramulla,45150
2023,Jammu & Kashmir,2019,1,budgam,34255
2024,Jammu & Kashmir,2019,1,anantnag,30103
2025,Jammu & Kashmir,2019,1,kathua,25620
2026,Jammu & Kashmir,2019,1,kupwara,25544
2027,Jammu & Kashmir,2019,1,udhampur,25515
2028,Jammu & Kashmir,2019,1,pulwama,23230
2029,Jammu & Kashmir,2019,1,samba,21495
2030,Jammu & Kashmir,2019,2,jammu,160241
2031,Jammu & Kashmir,2019,2,srinagar,62190
2032,Jammu & Kashmir,2019,2,baramulla,53196
2033,Jammu & Kashmir,2019,2,budgam,39965
2034,Jammu & Kashmir,2019,2,anantnag,35488
2035,Jammu & Kashmir,2019,2,kupwara,30791
2036,Jammu & Kashmir,2019,2,kathua,30602
2037,Jammu & Kashmir,2019,2,udhampur,29856
2038,Jammu & Kashmir,2019,2,pulwama,27167
2039,Jammu & Kashmir,2019,2,samba,25990
2040,Jammu & Kashmir,2019,3,jammu,169849
2041,Jammu & Kashmir,2019,3,srinagar,64758
2042,Jammu & Kashmir,2019,3,baramulla,54404
