,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
5997,Kerala,2018,2,kollam district,107011,158093455.3837409,TOTAL
5998,Kerala,2018,2,thrissur district,194698,323326151.5548469,TOTAL
5999,Kerala,2018,2,palakkad district,148865,247495543.9461293,TOTAL
6000,Kerala,2018,2,kannur district,123543,190249058.5368228,TOTAL
6001,Kerala,2018,2,kottayam district,132766,219583423.4232789,TOTAL
6002,Kerala,2018,2,ernakulam district,521535,992297917.6619761,TOTAL
6003,Kerala,2018,2,idukki district,60683,93958133.15853149,TOTAL
6004,Kerala,2018,3,thiruvananthapuram district,341861,663088952.7638565,TOTAL
6005,Kerala,2018,3,kasaragod district,69573,121876096.15716684,TOTAL
6006,Kerala,2018,3,malappuram district,323771,521343702.7156196,TOTAL
6007,Kerala,2018,3,pathanamthitta district,66341,108400526.62835038,TOTAL
6008,Kerala,2018,3,wayanad district,52579,96212039.37300894,TOTAL
6009,Kerala,2018,3,alappuzha district,129138,208917711.71637464,TOTAL
6010,Kerala,2018,3,kozhikode district,374581,602562108.7285004,TOTAL
6011,Kerala,2018,3,kollam district,154891,237302294.1078105,TOTAL
6012,Kerala,2018,3,thrissur district,265041,447258554.15207183,TOTAL
6013,Kerala,2018,3,palakkad district,201468,329702201.45452887,TOTAL
6014,Kerala,2018,3,kannur district,161613,256107072.92292744,TOTAL
6015,Kerala,2018,3,kottayam district,185591,294011177.4497337,TOTAL
6016,Kerala,2018,3,ernakulam district,731827,1317858232.2431176,TOTAL
6017,Kerala,2018,3,idukki district,76073,118384553.46241829,TOTAL
6018,Kerala,2018,4,thiruvananthapuram district,475377,937541020.9487805,TOTAL
6019,Kerala,2018,4,kasaragod district,99369,178991682.4763731,TOTAL
6020,Kerala,2018,4,malappuram district,445963,712275700.16859,TOTAL
6021,Kerala,2018,4,pathanamthitta district,99883,188812344.16017604,TOTAL
6022,Kerala,2018,4,wayanad district,82834,162973755.87261727,TOTAL
6023,Kerala,2018,4,alappuzha district,180730,307021229.6677927,TOTAL
6024,Kerala,2018,4,kozhikode district,492826,852029000.8762002,TOTAL
6025,Kerala,2018,4,kollam district,201274,339663300.07618785,TOTAL
6026,Kerala,2018,4,thrissur district,369941,669618693.0635449,TOTAL
6027,Kerala,2018,4,palakkad district,278099,493228367.318028,TOTAL
6028,Kerala,2018,4,kannur district,221021,387384391.7983955,TOTAL
6029,Kerala,2018,4,kottayam district,244161,436012749.52668107,TOTAL
6030,Kerala,2018,4,ernakulam district,1012043,1886966258.0311787,TOTAL
6031,Kerala,2018,4,idukki district,107133,194842742.82781494,TOTAL
6032,Kerala,2019,1,thiruvananthapuram district,736407,1242525637.5853531,TOTAL
6033,Kerala,2019,1,kasaragod district,139502,225830406.45484847,TOTAL
6034,Kerala,2019,1,malappuram district,695313,892807636.0664957,TOTAL
6035,Kerala,2019,1,pathanamthitta district,123465,215762682.84896186,TOTAL
6036,Kerala,2019,1,wayanad district,109869,207649993.7055291,TOTAL
6037,Kerala,2019,1,alappuzha district,252186,388624847.98847747,TOTAL
6038,Kerala,2019,1,kozhikode district,705959,1018056389.0463977,TOTAL
6039,Kerala,2019,1,kollam district,267030,424402104.36782134,TOTAL
6040,Kerala,2019,1,thrissur district,583045,940781808.7837638,TOTAL
6041,Kerala,2019,1,palakkad district,390957,618358114.4295684,TOTAL
6042,Kerala,2019,1,kannur district,309217,493947068.763232,TOTAL
6043,Kerala,2019,1,kottayam district,348566,558480707.3401135,TOTAL
6044,Kerala,2019,1,ernakulam district,1657527,2766048426.726511,TOTAL
6045,Kerala,2019,1,idukki district,149996,241755310.74257103,TOTAL
6046,Kerala,2019,2,thiruvananthapuram district,897152,1608596589.681378,TOTAL
6047,Kerala,2019,2,kasaragod district,132477,245117661.38155967,TOTAL
6048,Kerala,2019,2,malappuram district,575048,950964374.0589197,TOTAL
6049,Kerala,2019,2,pathanamthitta district,121246,231047652.4079249,TOTAL
6050,Kerala,2019,2,wayanad district,117101,246051815.22228175,TOTAL
6051,Kerala,2019,2,alappuzha district,282582,473109181.59596735,TOTAL
6052,Kerala,2019,2,kozhikode district,540752,968227341.5065465,TOTAL
6053,Kerala,2019,2,kollam district,285888,508491310.8754553,TOTAL
6054,Kerala,2019,2,thrissur district,768852,1369632612.6536586,TOTAL
6055,Kerala,2019,2,palakkad district,358416,674063610.1443211,TOTAL
6056,Kerala,2019,2,kannur district,350753,624420173.4544072,TOTAL
6057,Kerala,2019,2,kottayam district,373169,682101020.9961852,TOTAL
6058,Kerala,2019,2,ernakulam district,2327469,4150046405.233533,TOTAL
6059,Kerala,2019,2,idukki district,152921,299501811.97341865,TOTAL
6060,Kerala,2019,3,thiruvananthapuram district,1210326,2114421209.945346,TOTAL
6061,Kerala,2019,3,kasaragod district,181343,308649475.87950885,TOTAL
6062,Kerala,2019,3,malappuram district,669092,1122314397.733013,TOTAL
6063,Kerala,2019,3,pathanamthitta district,171939,288808708.7904181,TOTAL
6064,Kerala,2019,3,wayanad district,176001,316938080.32937783,TOTAL
6065,Kerala,2019,3,alappuzha district,412404,649647317.8447716,TOTAL
6066,Kerala,2019,3,kozhikode district,791143,1229904356.4614897,TOTAL
6067,Kerala,2019,3,kollam district,434861,713019785.4366323,TOTAL
6068,Kerala,2019,3,thrissur district,913742,1653044268.9504738,TOTAL
6069,Kerala,2019,3,palakkad district,468478,831397770.4387538,TOTAL
6070,Kerala,2019,3,kannur district,467512,801246829.2133518,TOTAL
6071,Kerala,2019,3,kottayam district,455029,868646787.5281066,TOTAL
6072,Kerala,2019,3,ernakulam district,2730518,5157574846.841607,TOTAL
6073,Kerala,2019,3,idukki district,203708,374195886.67161965,TOTAL
6074,Kerala,2019,4,thiruvananthapuram district,1653618,2665386104.807865,TOTAL
6075,Kerala,2019,4,kasaragod district,241911,416731460.5097851,TOTAL
6076,Kerala,2019,4,malappuram district,888327,1440292240.0345955,TOTAL
6077,Kerala,2019,4,pathanamthitta district,242926,415571876.488405,TOTAL
6078,Kerala,2019,4,wayanad district,238665,420741703.5266599,TOTAL
6079,Kerala,2019,4,alappuzha district,581762,859960789.4064288,TOTAL
6080,Kerala,2019,4,kozhikode district,1048192,1646744139.547135,TOTAL
6081,Kerala,2019,4,kollam district,625681,942036912.2773268,TOTAL
6082,Kerala,2019,4,thrissur district,1136317,2093913336.262066,TOTAL
6083,Kerala,2019,4,palakkad district,607193,1069460193.0190685,TOTAL
6084,Kerala,2019,4,kannur district,616688,1017939385.5907226,TOTAL
6085,Kerala,2019,4,kottayam district,621352,1132028895.1782436,TOTAL
6086,Kerala,2019,4,ernakulam district,3714876,6519567750.700622,TOTAL
6087,Kerala,2019,4,idukki district,281129,510951850.4557996,TOTAL
6088,Kerala,2020,1,thiruvananthapuram district,1957687,3050411160.545363,TOTAL
6089,Kerala,2020,1,kasaragod district,301169,507073803.3718973,TOTAL
6090,Kerala,2020,1,malappuram district,1032834,1707013551.1569433,TOTAL
6091,Kerala,2020,1,pathanamthitta district,271212,438745625.6228532,TOTAL
6092,Kerala,2020,1,wayanad district,289132,493187938.7452661,TOTAL
6093,Kerala,2020,1,alappuzha district,655979,939182379.108365,TOTAL
6094,Kerala,2020,1,kozhikode district,1568774,2563142658.862935,TOTAL
6095,Kerala,2020,1,kollam district,773621,1132631398.2083387,TOTAL
6096,Kerala,2020,1,thrissur district,1370029,2546348594.755377,TOTAL
6097,Kerala,2020,1,palakkad district,715756,1196433777.4224691,TOTAL
6098,Kerala,2020,1,kannur district,703334,1073577708.9427073,TOTAL
6099,Kerala,2020,1,kottayam district,752571,1330711260.7580514,TOTAL
6100,Kerala,2020,1,ernakulam district,5025201,8938376106.912516,TOTAL
6101,Kerala,2020,1,idukki district,316223,534248866.5212162,TOTAL
6102,Kerala,2020,2,thiruvananthapuram district,1742767,2599631080.622644,TOTAL
6103,Kerala,2020,2,kasaragod district,446953,591069175.8807278,TOTAL
6104,Kerala,2020,2,malappuram district,1257378,1803201659.9709346,TOTAL
6105,Kerala,2020,2,pathanamthitta district,341421,451078696.19252056,TOTAL
6106,Kerala,2020,2,wayanad district,382374,519782233.3701738,TOTAL
6107,Kerala,2020,2,alappuzha district,755556,942056560.3210676,TOTAL
6108,Kerala,2020,2,kozhikode district,1566564,2243504596.608429,TOTAL
6109,Kerala,2020,2,kollam district,893973,1193885128.37001,TOTAL
6110,Kerala,2020,2,thrissur district,1351787,2341058567.0443115,TOTAL
6111,Kerala,2020,2,palakkad district,893115,1291966407.5463247,TOTAL
6112,Kerala,2020,2,kannur district,998243,1189750957.3159876,TOTAL
6113,Kerala,2020,2,kottayam district,761782,1204970922.4053957,TOTAL
6114,Kerala,2020,2,ernakulam district,4530511,9056027224.418602,TOTAL
6115,Kerala,2020,2,idukki district,365543,466095268.53298694,TOTAL
6116,Kerala,2020,3,thiruvananthapuram district,2081035,3493171877.8317666,TOTAL
6117,Kerala,2020,3,kasaragod district,596614,1166012173.6974864,TOTAL
6118,Kerala,2020,3,malappuram district,1898768,3664780939.093948,TOTAL
6119,Kerala,2020,3,pathanamthitta district,489737,845216797.9095387,TOTAL
6120,Kerala,2020,3,wayanad district,513419,887306330.3024907,TOTAL
6121,Kerala,2020,3,alappuzha district,1034921,1556781058.1512263,TOTAL
6122,Kerala,2020,3,kozhikode district,2170142,3948266707.535822,TOTAL
6123,Kerala,2020,3,kollam district,1338722,2289595646.9909644,TOTAL
6124,Kerala,2020,3,thrissur district,1849073,3785405397.493615,TOTAL
6125,Kerala,2020,3,palakkad district,1116331,2004283358.564612,TOTAL
6126,Kerala,2020,3,kannur district,1278504,2162452906.343422,TOTAL
6127,Kerala,2020,3,kottayam district,1001447,1888052939.6003127,TOTAL
6128,Kerala,2020,3,ernakulam district,5931363,11683184896.523336,TOTAL
6129,Kerala,2020,3,idukki district,458604,789639621.9157053,TOTAL
6130,Kerala,2020,4,thiruvananthapuram district,3376010,5574649734.488936,TOTAL
6131,Kerala,2020,4,kasaragod district,890448,1587677250.122615,TOTAL
6132,Kerala,2020,4,malappuram district,2988328,5198015036.320328,TOTAL
6133,Kerala,2020,4,pathanamthitta district,749642,1316217608.809388,TOTAL
6134,Kerala,2020,4,wayanad district,901483,1531199014.3045726,TOTAL
6135,Kerala,2020,4,alappuzha district,1562242,2495781952.453473,TOTAL
6136,Kerala,2020,4,kozhikode district,3436777,5728144598.801697,TOTAL
6137,Kerala,2020,4,kollam district,1917078,3346551214.3340144,TOTAL
6138,Kerala,2020,4,thrissur district,2628494,5026840469.302741,TOTAL
6139,Kerala,2020,4,palakkad district,1675633,3102276857.5431166,TOTAL
6140,Kerala,2020,4,kannur district,1966681,3368866047.27071,TOTAL
6141,Kerala,2020,4,kottayam district,1486474,2688432124.592808,TOTAL
6142,Kerala,2020,4,ernakulam district,8950159,14375193240.807178,TOTAL
6143,Kerala,2020,4,idukki district,758738,1415411497.8597498,TOTAL
6144,Kerala,2021,1,thiruvananthapuram district,3878020,6358411606.613165,TOTAL
6145,Kerala,2021,1,kasaragod district,916836,1740402213.782773,TOTAL
6146,Kerala,2021,1,malappuram district,4147591,6618671647.034931,TOTAL
6147,Kerala,2021,1,pathanamthitta district,860555,1542488748.5219617,TOTAL
6148,Kerala,2021,1,wayanad district,991978,1807265259.0969577,TOTAL
6149,Kerala,2021,1,alappuzha district,1681817,2825682876.840207,TOTAL
6150,Kerala,2021,1,kozhikode district,4287518,6990433691.332143,TOTAL
6151,Kerala,2021,1,kollam district,2127176,3821625432.235867,TOTAL
6152,Kerala,2021,1,thrissur district,3475629,6417811869.89982,TOTAL
6153,Kerala,2021,1,palakkad district,1892633,3654239469.743036,TOTAL
6154,Kerala,2021,1,kannur district,2044936,3708267084.5413337,TOTAL
6155,Kerala,2021,1,kottayam district,1808155,3236942550.743904,TOTAL
6156,Kerala,2021,1,ernakulam district,13390058,18947291978.111584,TOTAL
6157,Kerala,2021,1,idukki district,813440,1591435733.397046,TOTAL
6158,Kerala,2021,2,thiruvananthapuram district,4154572,6743334746.137385,TOTAL
6159,Kerala,2021,2,kasaragod district,1144742,2009156405.2288404,TOTAL
6160,Kerala,2021,2,malappuram district,4693842,7117221910.053398,TOTAL
6161,Kerala,2021,2,pathanamthitta district,1063832,1781057248.381074,TOTAL
6162,Kerala,2021,2,wayanad district,1156091,1909814954.3066154,TOTAL
6163,Kerala,2021,2,alappuzha district,1921008,3048000026.8000603,TOTAL
6164,Kerala,2021,2,kozhikode district,4726028,7499008472.489387,TOTAL
6165,Kerala,2021,2,kollam district,2534369,4330614971.237995,TOTAL
6166,Kerala,2021,2,thrissur district,3881737,6752401585.982383,TOTAL
6167,Kerala,2021,2,palakkad district,2232317,3954891660.837982,TOTAL
6168,Kerala,2021,2,kannur district,2477621,4226966852.6657553,TOTAL
6169,Kerala,2021,2,kottayam district,2131122,3543155910.9216585,TOTAL
6170,Kerala,2021,2,ernakulam district,14177054,19704497753.319965,TOTAL
6171,Kerala,2021,2,idukki district,896698,1606683937.7940414,TOTAL
6172,Kerala,2021,3,thiruvananthapuram district,5427449,9208113081.714626,TOTAL
6173,Kerala,2021,3,kasaragod district,1491783,2655059896.771513,TOTAL
6174,Kerala,2021,3,malappuram district,6691321,10228243297.037325,TOTAL
6175,Kerala,2021,3,pathanamthitta district,1284731,2343169622.665164,TOTAL
6176,Kerala,2021,3,wayanad district,1598807,2703543869.06237,TOTAL
6177,Kerala,2021,3,alappuzha district,2505822,4227398745.144793,TOTAL
6178,Kerala,2021,3,kozhikode district,6483184,10352351671.467161,TOTAL
6179,Kerala,2021,3,kollam district,3321904,6085539500.552663,TOTAL
6180,Kerala,2021,3,thrissur district,5059971,9074305921.546797,TOTAL
6181,Kerala,2021,3,palakkad district,2841134,5273353074.481866,TOTAL
6182,Kerala,2021,3,kannur district,3200023,5705948607.452806,TOTAL
6183,Kerala,2021,3,kottayam district,2719376,4787914328.519009,TOTAL
6184,Kerala,2021,3,ernakulam district,19207421,26757448740.357033,TOTAL
6185,Kerala,2021,3,idukki district,1195340,2283771416.356572,TOTAL
6186,Kerala,2021,4,thiruvananthapuram district,6802679,10882144450.411564,TOTAL
6187,Kerala,2021,4,kasaragod district,1952678,3359697890.1197686,TOTAL
6188,Kerala,2021,4,malappuram district,8689226,12215744694.721281,TOTAL
6189,Kerala,2021,4,pathanamthitta district,1682712,2933380203.6844797,TOTAL
6190,Kerala,2021,4,wayanad district,2239644,3471143216.2120275,TOTAL
6191,Kerala,2021,4,alappuzha district,3177335,5086522403.521093,TOTAL
6192,Kerala,2021,4,kozhikode district,8306264,12437421004.466854,TOTAL
6193,Kerala,2021,4,kollam district,4107417,7277474405.384279,TOTAL
6194,Kerala,2021,4,thrissur district,6471411,10748756930.39449,TOTAL
6195,Kerala,2021,4,palakkad district,3813936,6473706354.941971,TOTAL
6196,Kerala,2021,4,kannur district,4171542,6945109953.226887,TOTAL
6197,Kerala,2021,4,kottayam district,3504049,5843770525.961052,TOTAL
6198,Kerala,2021,4,ernakulam district,25306923,32778937436.49068,TOTAL
6199,Kerala,2021,4,idukki district,1597925,2888327473.827167,TOTAL
6200,Kerala,2022,1,thiruvananthapuram district,7747326,12106537679.278353,TOTAL
6201,Kerala,2022,1,kasaragod district,2282517,3923072928.3004293,TOTAL
6202,Kerala,2022,1,malappuram district,10270093,13968886082.9426,TOTAL
6203,Kerala,2022,1,pathanamthitta district,1963871,3361963455.2387085,TOTAL
6204,Kerala,2022,1,wayanad district,2620413,4017486262.8773155,TOTAL
6205,Kerala,2022,1,alappuzha district,3687088,5795828219.423043,TOTAL
6206,Kerala,2022,1,kozhikode district,9526680,13732159882.740732,TOTAL
6207,Kerala,2022,1,kollam district,4851496,8628660586.960697,TOTAL
6208,Kerala,2022,1,thrissur district,7612460,12265599938.768522,TOTAL
6209,Kerala,2022,1,palakkad district,4504996,7445457072.739984,TOTAL
6210,Kerala,2022,1,kannur district,4837076,7882293599.26064,TOTAL
6211,Kerala,2022,1,kottayam district,4029330,6642441538.163085,TOTAL
6212,Kerala,2022,1,ernakulam district,29451475,36915318572.07093,TOTAL
6213,Kerala,2022,1,idukki district,1896144,3303236645.929193,TOTAL
6214,Kerala,2022,2,thiruvananthapuram district,8942858,13552082447.365555,TOTAL
6215,Kerala,2022,2,kasaragod district,2578012,4383382390.002622,TOTAL
6216,Kerala,2022,2,malappuram district,11218062,15235042406.963661,TOTAL
6217,Kerala,2022,2,pathanamthitta district,2074509,3519862948.5512266,TOTAL
6218,Kerala,2022,2,wayanad district,2984234,4493999118.462679,TOTAL
6219,Kerala,2022,2,alappuzha district,4151240,6503782725.4786625,TOTAL
6220,Kerala,2022,2,kozhikode district,10478852,15005755668.418482,TOTAL
6221,Kerala,2022,2,kollam district,5799455,10109273068.99764,TOTAL
6222,Kerala,2022,2,thrissur district,8767715,13850991972.685724,TOTAL
6223,Kerala,2022,2,palakkad district,4998295,8233196635.528812,TOTAL
6224,Kerala,2022,2,kannur district,5415196,8864093942.922422,TOTAL
6225,Kerala,2022,2,kottayam district,4440370,7095672952.24407,TOTAL
6226,Kerala,2022,2,ernakulam district,32257485,40076176147.54245,TOTAL
6227,Kerala,2022,2,idukki district,2259039,3773017123.960714,TOTAL
6228,Kerala,2022,3,thiruvananthapuram district,11886964,16637313650.762661,TOTAL
6229,Kerala,2022,3,kasaragod district,2816269,4420477438.966047,TOTAL
6230,Kerala,2022,3,malappuram district,11727280,15435401577.943787,TOTAL
6231,Kerala,2022,3,pathanamthitta district,2373258,3615273641.3223248,TOTAL
6232,Kerala,2022,3,wayanad district,3269014,4610462828.361015,TOTAL
6233,Kerala,2022,3,alappuzha district,5705022,7973274496.748119,TOTAL
6234,Kerala,2022,3,kozhikode district,10298519,13830874892.026697,TOTAL
6235,Kerala,2022,3,kollam district,7100622,10992059341.720558,TOTAL
6236,Kerala,2022,3,thrissur district,9037575,12908229884.950268,TOTAL
6237,Kerala,2022,3,palakkad district,6174837,9220755480.574833,TOTAL
6238,Kerala,2022,3,kannur district,5631041,8674487770.19761,TOTAL
6239,Kerala,2022,3,kottayam district,5918541,8495120284.447548,TOTAL
6240,Kerala,2022,3,ernakulam district,35009862,41683362156.463394,TOTAL
6241,Kerala,2022,3,idukki district,2414100,3763325870.944789,TOTAL
6242,Kerala,2022,4,thiruvananthapuram district,12176949,16386992625.195726,TOTAL
6243,Kerala,2022,4,kasaragod district,3262433,4974165652.614264,TOTAL
6244,Kerala,2022,4,malappuram district,12667960,16133583076.643559,TOTAL
6245,Kerala,2022,4,pathanamthitta district,2676852,4082745437.8617306,TOTAL
6246,Kerala,2022,4,wayanad district,3654113,5018793988.96143,TOTAL
6247,Kerala,2022,4,alappuzha district,6094707,8414450111.973735,TOTAL
6248,Kerala,2022,4,kozhikode district,11205522,14187898844.87042,TOTAL
6249,Kerala,2022,4,kollam district,7022669,10513248742.581398,TOTAL
6250,Kerala,2022,4,thrissur district,12802574,16539944197.055008,TOTAL
6251,Kerala,2022,4,palakkad district,6558445,9566627508.647114,TOTAL
6252,Kerala,2022,4,kannur district,6407573,9291348716.042475,TOTAL
6253,Kerala,2022,4,kottayam district,6551967,9198738854.992409,TOTAL
6254,Kerala,2022,4,ernakulam district,39069167,44933855503.73201,TOTAL
6255,Kerala,2022,4,idukki district,2809537,4317415338.538482,TOTAL
6256,Ladakh,2018,1,kargil district,1244,3430931.079044319,TOTAL
6257,Ladakh,2018,1,leh ladakh district,4845,9101926.692070464,TOTAL
6258,Ladakh,2018,2,kargil district,4041,14170742.184864359,TOTAL
6259,Ladakh,2018,2,leh ladakh district,10969,33164160.35287711,TOTAL
6260,Ladakh,2018,3,kargil district,6149,20173133.975538384,TOTAL
6261,Ladakh,2018,3,leh ladakh district,18715,63917843.16930765,TOTAL
6262,Ladakh,2018,4,kargil district,8373,31643842.130934663,TOTAL
6263,Ladakh,2018,4,leh ladakh district,26838,103879000.36170289,TOTAL
6264,Ladakh,2019,1,kargil district,9825,34328560.502981424,TOTAL
6265,Ladakh,2019,1,leh ladakh district,36320,118531360.44614574,TOTAL
6266,Ladakh,2019,2,kargil district,15289,57479644.79749024,TOTAL
6267,Ladakh,2019,2,leh ladakh district,53483,201775862.19993445,TOTAL
6268,Ladakh,2019,3,kargil district,13855,47841053.992474176,TOTAL
6269,Ladakh,2019,3,leh ladakh district,78541,283288473.2013481,TOTAL
6270,Ladakh,2019,4,kargil district,5302,22099751.43707087,TOTAL
6271,Ladakh,2019,4,leh ladakh district,79404,302589608.5910406,TOTAL
6272,Ladakh,2020,1,kargil district,24169,68749860.73527026,TOTAL
6273,Ladakh,2020,1,leh ladakh district,92250,308889816.71047306,TOTAL
6274,Ladakh,2020,2,kargil district,38403,125414514.13487196,TOTAL
6275,Ladakh,2020,2,leh ladakh district,116607,398378484.5171527,TOTAL
6276,Ladakh,2020,3,kargil district,53708,183140893.8302123,TOTAL
6277,Ladakh,2020,3,leh ladakh district,174514,652346606.227981,TOTAL
6278,Ladakh,2020,4,kargil district,79680,242682676.5979519,TOTAL
6279,Ladakh,2020,4,leh ladakh district,252454,869280793.9100087,TOTAL
6280,Ladakh,2021,1,kargil district,58756,181498257.68860364,TOTAL
6281,Ladakh,2021,1,leh ladakh district,216659,801921555.5582755,TOTAL
6282,Ladakh,2021,2,kargil district,91914,284985335.7109177,TOTAL
6283,Ladakh,2021,2,leh ladakh district,307802,1142273759.759401,TOTAL
6284,Ladakh,2021,3,kargil district,128949,444521407.39904046,TOTAL
6285,Ladakh,2021,3,leh ladakh district,462038,1769463336.535549,TOTAL
6286,Ladakh,2021,4,kargil district,134957,416648293.67971766,TOTAL
6287,Ladakh,2021,4,leh ladakh district,495230,1736886845.1005514,TOTAL
6288,Ladakh,2022,1,kargil district,129349,371130651.77577716,TOTAL
6289,Ladakh,2022,1,leh ladakh district,500666,1653910267.0664315,TOTAL
6290,Ladakh,2022,2,kargil district,229338,644363529.2719021,TOTAL
6291,Ladakh,2022,2,leh ladakh district,888735,2898954648.724365,TOTAL
6292,Ladakh,2022,3,kargil district,244513,647171126.7724077,TOTAL
6293,Ladakh,2022,3,leh ladakh district,946345,2958028223.6015005,TOTAL
6294,Ladakh,2022,4,kargil district,233208,548410667.5396475,TOTAL
6295,Ladakh,2022,4,leh ladakh district,850164,2346066905.1393,TOTAL
6296,Lakshadweep,2018,1,lakshadweep district,778,1928611.1808777403,TOTAL
6297,Lakshadweep,2018,2,lakshadweep district,2132,6187809.539400538,TOTAL
6298,Lakshadweep,2018,3,lakshadweep district,1703,4339032.311985849,TOTAL
6299,Lakshadweep,2018,4,lakshadweep district,1642,4463213.698222831,TOTAL
6300,Lakshadweep,2019,1,lakshadweep district,2481,8786130.479338996,TOTAL
6301,Lakshadweep,2019,2,lakshadweep district,2926,9242524.13698889,TOTAL
6302,Lakshadweep,2019,3,lakshadweep district,3104,9651761.463768471,TOTAL
6303,Lakshadweep,2019,4,lakshadweep district,3765,11269913.40492385,TOTAL
6304,Lakshadweep,2020,1,lakshadweep district,5151,13502368.574504208,TOTAL
6305,Lakshadweep,2020,2,lakshadweep district,7220,16942922.085944396,TOTAL
6306,Lakshadweep,2020,3,lakshadweep district,8589,21306833.308656827,TOTAL
6307,Lakshadweep,2020,4,lakshadweep district,11650,30111317.91708039,TOTAL
6308,Lakshadweep,2021,1,lakshadweep district,9085,27042782.914081153,TOTAL
6309,Lakshadweep,2021,2,lakshadweep district,11384,27383463.65795153,TOTAL
6310,Lakshadweep,2021,3,lakshadweep district,13370,38803163.698768154,TOTAL
6311,Lakshadweep,2021,4,lakshadweep district,15470,50998185.528381005,TOTAL
6312,Lakshadweep,2022,1,lakshadweep district,16397,54939432.65393007,TOTAL
6313,Lakshadweep,2022,2,lakshadweep district,17569,55929601.98990567,TOTAL
6314,Lakshadweep,2022,3,lakshadweep district,15241,47580009.61750026,TOTAL
6315,Lakshadweep,2022,4,lakshadweep district,17147,54813873.61493625,TOTAL
6316,Madhya Pradesh,2018,1,morena district,107452,106573744.57901591,TOTAL
6317,Madhya Pradesh,2018,1,alirajpur district,7310,11011810.083897822,TOTAL
6318,Madhya Pradesh,2018,1,sehore district,262578,253627459.66805387,TOTAL
6319,Madhya Pradesh,2018,1,rajgarh district,131433,149723488.76834947,TOTAL
6320,Madhya Pradesh,2018,1,khargone district,108869,135612637.10380074,TOTAL
6321,Madhya Pradesh,2018,1,satna district,169230,142054016.78233927,TOTAL
6322,Madhya Pradesh,2018,1,narsinghpur district,116931,87244331.64517592,TOTAL
6323,Madhya Pradesh,2018,1,jabalpur district,294739,336129604.08967173,TOTAL
6324,Madhya Pradesh,2018,1,hoshangabad district,121682,116991872.45728236,TOTAL
6325,Madhya Pradesh,2018,1,vidisha district,152184,134130249.62969616,TOTAL
6326,Madhya Pradesh,2018,1,balaghat district,99805,96872703.12182495,TOTAL
6327,Madhya Pradesh,2018,1,singrauli district,146704,180771690.58508784,TOTAL
6328,Madhya Pradesh,2018,1,betul district,121719,120159354.6142154,TOTAL
6329,Madhya Pradesh,2018,1,sidhi district,61516,79354632.01562992,TOTAL
6330,Madhya Pradesh,2018,1,datia district,43232,30601928.396779343,TOTAL
6331,Madhya Pradesh,2018,1,dewas district,187518,204604018.77963144,TOTAL
6332,Madhya Pradesh,2018,1,sheopur district,26051,23353770.837954573,TOTAL
6333,Madhya Pradesh,2018,1,neemuch district,73718,64779675.82075251,TOTAL
6334,Madhya Pradesh,2018,1,raisen district,157756,124143402.5560421,TOTAL
6335,Madhya Pradesh,2018,1,mandsaur district,97213,82585094.000837,TOTAL
6336,Madhya Pradesh,2018,1,barwani district,31525,42701906.924564995,TOTAL
6337,Madhya Pradesh,2018,1,katni district,65116,54955544.75398399,TOTAL
6338,Madhya Pradesh,2018,1,dindori district,19124,20882302.025467403,TOTAL
6339,Madhya Pradesh,2018,1,shivpuri district,69731,59453330.49424065,TOTAL
6340,Madhya Pradesh,2018,1,gwalior district,354555,437805408.20386726,TOTAL
6341,Madhya Pradesh,2018,1,anuppur district,52207,53676545.83744537,TOTAL
6342,Madhya Pradesh,2018,1,agar malwa district,46312,90606925.9503863,TOTAL
6343,Madhya Pradesh,2018,1,ashoknagar district,37316,37659899.30267913,TOTAL
6344,Madhya Pradesh,2018,1,sagar district,217079,158907811.38195506,TOTAL
6345,Madhya Pradesh,2018,1,niwari district,20669,12106652.783882208,TOTAL
6346,Madhya Pradesh,2018,1,rewa district,210786,249549304.77768272,TOTAL
6347,Madhya Pradesh,2018,1,shajapur district,100763,96403911.7122278,TOTAL
6348,Madhya Pradesh,2018,1,ujjain district,223180,258084907.5951738,TOTAL
6349,Madhya Pradesh,2018,1,bhind district,101429,79340297.0941518,TOTAL
6350,Madhya Pradesh,2018,1,tikamgarh district,53683,47488844.27677544,TOTAL
6351,Madhya Pradesh,2018,1,seoni district,82748,68746483.32036975,TOTAL
6352,Madhya Pradesh,2018,1,harda district,43384,50800702.05670587,TOTAL
6353,Madhya Pradesh,2018,1,burhanpur district,30712,33868567.81292613,TOTAL
6354,Madhya Pradesh,2018,1,damoh district,69994,52032411.78231111,TOTAL
6355,Madhya Pradesh,2018,1,bhopal district,1704495,1905473874.832672,TOTAL
6356,Madhya Pradesh,2018,1,jhabua district,20133,23988491.443421148,TOTAL
6357,Madhya Pradesh,2018,1,dhar district,183246,206440756.11008483,TOTAL
6358,Madhya Pradesh,2018,1,guna district,99030,81652639.69518772,TOTAL
6359,Madhya Pradesh,2018,1,east nimar district,71864,82356693.06047082,TOTAL
6360,Madhya Pradesh,2018,1,chhindwara district,169657,137580364.62210193,TOTAL
6361,Madhya Pradesh,2018,1,umaria district,31009,31995694.237235516,TOTAL
6362,Madhya Pradesh,2018,1,mandla district,28899,37490484.59254223,TOTAL
6363,Madhya Pradesh,2018,1,indore district,1066784,1455149304.9952686,TOTAL
