,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_type
3474,Gujarat,2020,3,navsari district,669646,1042130557.8815172,TOTAL
3475,Gujarat,2020,3,patan district,833224,1469939692.0924706,TOTAL
3476,Gujarat,2020,3,kachchh district,1762816,3715321888.0775957,TOTAL
3477,Gujarat,2020,3,surendranagar district,612549,1053748004.4105902,TOTAL
3478,Gujarat,2020,3,morbi district,518903,1151870077.6734865,TOTAL
3479,Gujarat,2020,4,anand district,1486151,2488003643.70551,TOTAL
3480,Gujarat,2020,4,jamnagar district,852972,1746204267.5136547,TOTAL
3481,Gujarat,2020,4,devbhumi dwarka district,272466,564767075.0324345,TOTAL
3482,Gujarat,2020,4,rajkot district,1980653,4184580562.7370863,TOTAL
3483,Gujarat,2020,4,aravallis district,650966,1195080848.8393457,TOTAL
3484,Gujarat,2020,4,chhotaudepur district,231699,385900402.57755136,TOTAL
3485,Gujarat,2020,4,botad district,358762,637855285.7494726,TOTAL
3486,Gujarat,2020,4,bharuch district,3243841,5265465828.675046,TOTAL
3487,Gujarat,2020,4,bhavnagar district,1454824,2860946801.5974355,TOTAL
3488,Gujarat,2020,4,junagadh district,528638,1081544206.1069198,TOTAL
3489,Gujarat,2020,4,mahesana district,2473227,4748375062.213286,TOTAL
3490,Gujarat,2020,4,the dangs district,89994,115392051.59941344,TOTAL
3491,Gujarat,2020,4,kheda district,1146567,1924149444.9194136,TOTAL
3492,Gujarat,2020,4,surat district,10950779,22483338828.296677,TOTAL
3493,Gujarat,2020,4,porbandar district,185255,409734586.01614106,TOTAL
3494,Gujarat,2020,4,gandhinagar district,3802536,6260558379.008726,TOTAL
3495,Gujarat,2020,4,panch mahals district,861616,1522649649.0425,TOTAL
3496,Gujarat,2020,4,narmada district,274158,401617563.13397676,TOTAL
3497,Gujarat,2020,4,gir somnath district,537782,1181991458.5126772,TOTAL
3498,Gujarat,2020,4,valsad district,2565319,4183435576.3542786,TOTAL
3499,Gujarat,2020,4,mahisagar district,302767,570736679.6244228,TOTAL
3500,Gujarat,2020,4,sabar kantha district,1339032,2451572619.1990595,TOTAL
3501,Gujarat,2020,4,tapi district,520631,841884252.7849832,TOTAL
3502,Gujarat,2020,4,vadodara district,6066452,10175864216.096031,TOTAL
3503,Gujarat,2020,4,banas kantha district,2687464,5676878891.729177,TOTAL
3504,Gujarat,2020,4,amreli district,564757,1075380722.1837554,TOTAL
3505,Gujarat,2020,4,ahmadabad district,25926518,50995692377.18629,TOTAL
3506,Gujarat,2020,4,dohad district,522944,1028322590.3102307,TOTAL
3507,Gujarat,2020,4,navsari district,906395,1460927906.600296,TOTAL
3508,Gujarat,2020,4,patan district,1121201,2091010409.7872968,TOTAL
3509,Gujarat,2020,4,kachchh district,2405892,5163742799.021423,TOTAL
3510,Gujarat,2020,4,surendranagar district,802707,1519077043.8578877,TOTAL
3511,Gujarat,2020,4,morbi district,713582,1700378082.426631,TOTAL
3512,Gujarat,2021,1,anand district,1585982,2723181548.9945545,TOTAL
3513,Gujarat,2021,1,jamnagar district,899501,1894971999.4394412,TOTAL
3514,Gujarat,2021,1,devbhumi dwarka district,263772,630081190.7413921,TOTAL
3515,Gujarat,2021,1,rajkot district,2278417,5057583315.413301,TOTAL
3516,Gujarat,2021,1,aravallis district,655695,1314732516.1866503,TOTAL
3517,Gujarat,2021,1,chhotaudepur district,225606,452389275.3974223,TOTAL
3518,Gujarat,2021,1,botad district,367267,798953588.0229607,TOTAL
3519,Gujarat,2021,1,bharuch district,3420929,5756013890.9055805,TOTAL
3520,Gujarat,2021,1,bhavnagar district,1446583,3264511506.595693,TOTAL
3521,Gujarat,2021,1,junagadh district,543809,1204237180.1488335,TOTAL
3522,Gujarat,2021,1,mahesana district,2587041,5454846785.509393,TOTAL
3523,Gujarat,2021,1,the dangs district,83737,130412216.08515008,TOTAL
3524,Gujarat,2021,1,kheda district,1165033,2180336937.401629,TOTAL
3525,Gujarat,2021,1,surat district,13429789,28261722802.552788,TOTAL
3526,Gujarat,2021,1,porbandar district,184436,466162975.4066367,TOTAL
3527,Gujarat,2021,1,gandhinagar district,4275528,7290530767.260056,TOTAL
3528,Gujarat,2021,1,panch mahals district,976434,1849730326.470284,TOTAL
3529,Gujarat,2021,1,narmada district,268489,479844444.1932763,TOTAL
3530,Gujarat,2021,1,gir somnath district,575287,1368653768.466436,TOTAL
3531,Gujarat,2021,1,valsad district,2745663,4775335083.735588,TOTAL
3532,Gujarat,2021,1,mahisagar district,280340,582703615.8071253,TOTAL
3533,Gujarat,2021,1,sabar kantha district,1357102,2620770589.4913707,TOTAL
3534,Gujarat,2021,1,tapi district,612570,1114541037.7686372,TOTAL
3535,Gujarat,2021,1,vadodara district,7191021,11925964623.063154,TOTAL
3536,Gujarat,2021,1,banas kantha district,2927080,6883945517.865922,TOTAL
3537,Gujarat,2021,1,amreli district,513706,1123115019.4190373,TOTAL
3538,Gujarat,2021,1,ahmadabad district,36857358,68688129153.575096,TOTAL
3539,Gujarat,2021,1,dohad district,548628,1226581747.5402272,TOTAL
3540,Gujarat,2021,1,navsari district,1022239,1773256368.3156428,TOTAL
3541,Gujarat,2021,1,patan district,1165681,2425828408.868511,TOTAL
3542,Gujarat,2021,1,kachchh district,2664604,6036765372.934219,TOTAL
3543,Gujarat,2021,1,surendranagar district,806962,1725777306.55805,TOTAL
3544,Gujarat,2021,1,morbi district,848276,2219169833.3171697,TOTAL
3545,Gujarat,2021,2,anand district,1711394,3014631897.6682367,TOTAL
3546,Gujarat,2021,2,jamnagar district,1155054,2206347098.925128,TOTAL
3547,Gujarat,2021,2,devbhumi dwarka district,333279,738788439.0915308,TOTAL
3548,Gujarat,2021,2,rajkot district,2675842,5707346831.237131,TOTAL
3549,Gujarat,2021,2,aravallis district,847681,1683647671.7291918,TOTAL
3550,Gujarat,2021,2,chhotaudepur district,275873,540185404.7441366,TOTAL
3551,Gujarat,2021,2,botad district,550313,1280565807.277298,TOTAL
3552,Gujarat,2021,2,bharuch district,3937665,6464930552.559841,TOTAL
3553,Gujarat,2021,2,bhavnagar district,1660432,3448497365.237627,TOTAL
3554,Gujarat,2021,2,junagadh district,700286,1487953525.5343559,TOTAL
3555,Gujarat,2021,2,mahesana district,3118685,6292779692.204142,TOTAL
3556,Gujarat,2021,2,the dangs district,105158,157878766.4304675,TOTAL
3557,Gujarat,2021,2,kheda district,1362561,2503386769.0668764,TOTAL
3558,Gujarat,2021,2,surat district,15230233,30756115155.739143,TOTAL
3559,Gujarat,2021,2,porbandar district,227413,558446703.6568799,TOTAL
3560,Gujarat,2021,2,gandhinagar district,4552010,7835004938.194845,TOTAL
3561,Gujarat,2021,2,panch mahals district,1214442,2245183337.229858,TOTAL
3562,Gujarat,2021,2,narmada district,332174,534890391.66917926,TOTAL
3563,Gujarat,2021,2,gir somnath district,746122,1686621125.0672534,TOTAL
3564,Gujarat,2021,2,valsad district,3236626,5434041159.757242,TOTAL
3565,Gujarat,2021,2,mahisagar district,364905,744153750.2746319,TOTAL
3566,Gujarat,2021,2,sabar kantha district,1659480,3248644724.13906,TOTAL
3567,Gujarat,2021,2,tapi district,814911,1327829881.8383355,TOTAL
3568,Gujarat,2021,2,vadodara district,7847805,12902554421.650602,TOTAL
3569,Gujarat,2021,2,banas kantha district,3648428,8286069195.93278,TOTAL
3570,Gujarat,2021,2,amreli district,659562,1524494293.670391,TOTAL
3571,Gujarat,2021,2,ahmadabad district,44173046,79437951666.15146,TOTAL
3572,Gujarat,2021,2,dohad district,693945,1556292873.7368991,TOTAL
3573,Gujarat,2021,2,navsari district,1296111,2197674429.667848,TOTAL
3574,Gujarat,2021,2,patan district,1384484,2811156126.4368644,TOTAL
3575,Gujarat,2021,2,kachchh district,3268191,7040086478.344803,TOTAL
3576,Gujarat,2021,2,surendranagar district,1029627,2066433661.8066688,TOTAL
3577,Gujarat,2021,2,morbi district,1027658,2441470415.445466,TOTAL
3578,Gujarat,2021,3,anand district,2268123,3900508554.1397376,TOTAL
3579,Gujarat,2021,3,jamnagar district,1546406,2841962054.6034217,TOTAL
3580,Gujarat,2021,3,devbhumi dwarka district,418822,960353473.0403948,TOTAL
3581,Gujarat,2021,3,rajkot district,3586356,7726777654.637352,TOTAL
3582,Gujarat,2021,3,aravallis district,1072139,2034322149.7296264,TOTAL
3583,Gujarat,2021,3,chhotaudepur district,319271,611013838.0899625,TOTAL
3584,Gujarat,2021,3,botad district,775124,1847036989.381681,TOTAL
3585,Gujarat,2021,3,bharuch district,5280607,8322570348.519125,TOTAL
3586,Gujarat,2021,3,bhavnagar district,2001668,4470254984.23804,TOTAL
3587,Gujarat,2021,3,junagadh district,833587,1786079501.4768844,TOTAL
3588,Gujarat,2021,3,mahesana district,4085272,8371811502.22802,TOTAL
3589,Gujarat,2021,3,the dangs district,142421,220242754.8697721,TOTAL
3590,Gujarat,2021,3,kheda district,1748901,3172710752.9721527,TOTAL
3591,Gujarat,2021,3,surat district,21214459,40838608900.13971,TOTAL
3592,Gujarat,2021,3,porbandar district,275154,690810567.5533752,TOTAL
3593,Gujarat,2021,3,gandhinagar district,6318239,10546315790.961113,TOTAL
3594,Gujarat,2021,3,panch mahals district,1549556,2762752529.1230626,TOTAL
3595,Gujarat,2021,3,narmada district,446278,730606768.6161022,TOTAL
3596,Gujarat,2021,3,gir somnath district,912616,2047248878.9171567,TOTAL
3597,Gujarat,2021,3,valsad district,4434194,7173200940.388832,TOTAL
3598,Gujarat,2021,3,mahisagar district,442046,893324969.8932046,TOTAL
3599,Gujarat,2021,3,sabar kantha district,2129127,3945628260.6717844,TOTAL
3600,Gujarat,2021,3,tapi district,1010949,1621047025.5570326,TOTAL
3601,Gujarat,2021,3,vadodara district,10555446,16336422910.897554,TOTAL
3602,Gujarat,2021,3,banas kantha district,4877149,11302732744.859072,TOTAL
3603,Gujarat,2021,3,amreli district,880856,2030095872.7498639,TOTAL
3604,Gujarat,2021,3,ahmadabad district,58611265,101760598132.07088,TOTAL
3605,Gujarat,2021,3,dohad district,924227,1953033067.4008594,TOTAL
3606,Gujarat,2021,3,navsari district,1703437,2845342547.406067,TOTAL
3607,Gujarat,2021,3,patan district,1805160,3735782880.347761,TOTAL
3608,Gujarat,2021,3,kachchh district,4378602,9001941152.864368,TOTAL
3609,Gujarat,2021,3,surendranagar district,1292951,2671069363.2201557,TOTAL
3610,Gujarat,2021,3,morbi district,1407999,3472418252.020602,TOTAL
3611,Gujarat,2021,4,anand district,2754485,4901381738.859557,TOTAL
3612,Gujarat,2021,4,jamnagar district,1892202,3573928284.546256,TOTAL
3613,Gujarat,2021,4,devbhumi dwarka district,508824,1236361450.5936007,TOTAL
3614,Gujarat,2021,4,rajkot district,4398724,9808446763.924477,TOTAL
3615,Gujarat,2021,4,aravallis district,1389157,2813603551.6262503,TOTAL
3616,Gujarat,2021,4,chhotaudepur district,399985,776880205.8316607,TOTAL
3617,Gujarat,2021,4,botad district,981895,2347736165.7165422,TOTAL
3618,Gujarat,2021,4,bharuch district,6671068,10647007113.465914,TOTAL
3619,Gujarat,2021,4,bhavnagar district,2503192,5912161062.19894,TOTAL
3620,Gujarat,2021,4,junagadh district,1067289,2439626368.4466143,TOTAL
3621,Gujarat,2021,4,mahesana district,5022604,10719744656.891113,TOTAL
3622,Gujarat,2021,4,the dangs district,175673,266936831.3250107,TOTAL
3623,Gujarat,2021,4,kheda district,2115182,3982871287.806916,TOTAL
3624,Gujarat,2021,4,surat district,26358525,51244301661.33562,TOTAL
3625,Gujarat,2021,4,porbandar district,334768,922030259.8507378,TOTAL
3626,Gujarat,2021,4,gandhinagar district,7658806,13063535935.917791,TOTAL
3627,Gujarat,2021,4,panch mahals district,1950412,3527540820.947919,TOTAL
3628,Gujarat,2021,4,narmada district,547754,905726392.7486008,TOTAL
3629,Gujarat,2021,4,gir somnath district,1171670,2747773641.937811,TOTAL
3630,Gujarat,2021,4,valsad district,5798487,9554286592.777279,TOTAL
3631,Gujarat,2021,4,mahisagar district,559971,1204459443.933492,TOTAL
3632,Gujarat,2021,4,sabar kantha district,2653416,5247467974.524677,TOTAL
3633,Gujarat,2021,4,tapi district,1283905,2146758330.3483467,TOTAL
3634,Gujarat,2021,4,vadodara district,12675332,20051547592.844345,TOTAL
3635,Gujarat,2021,4,banas kantha district,6396725,14662295530.137415,TOTAL
3636,Gujarat,2021,4,amreli district,1108699,2596504411.041504,TOTAL
3637,Gujarat,2021,4,ahmadabad district,70075885,124559345468.31937,TOTAL
3638,Gujarat,2021,4,dohad district,1212646,2565405628.4936953,TOTAL
3639,Gujarat,2021,4,navsari district,2220944,3782948232.168639,TOTAL
3640,Gujarat,2021,4,patan district,2293931,4836124445.336521,TOTAL
3641,Gujarat,2021,4,kachchh district,5470337,11281039516.16741,TOTAL
3642,Gujarat,2021,4,surendranagar district,1571774,3524100667.2871084,TOTAL
3643,Gujarat,2021,4,morbi district,1763058,4532702026.275787,TOTAL
3644,Gujarat,2022,1,anand district,3048076,5515844713.90881,TOTAL
3645,Gujarat,2022,1,jamnagar district,2155185,3995387220.064081,TOTAL
3646,Gujarat,2022,1,devbhumi dwarka district,577554,1393188002.3646598,TOTAL
3647,Gujarat,2022,1,rajkot district,5044420,11183107357.249798,TOTAL
3648,Gujarat,2022,1,aravallis district,1603295,3245867369.8418803,TOTAL
3649,Gujarat,2022,1,chhotaudepur district,469160,961037555.5333877,TOTAL
3650,Gujarat,2022,1,botad district,1089654,2529006396.9082165,TOTAL
3651,Gujarat,2022,1,bharuch district,7704075,12142511077.777298,TOTAL
3652,Gujarat,2022,1,bhavnagar district,2733486,6507151536.779606,TOTAL
3653,Gujarat,2022,1,junagadh district,1159000,2632740612.928868,TOTAL
3654,Gujarat,2022,1,mahesana district,5772191,12148997855.252472,TOTAL
3655,Gujarat,2022,1,the dangs district,199292,319930741.7016173,TOTAL
3656,Gujarat,2022,1,kheda district,2392631,4653031406.32455,TOTAL
3657,Gujarat,2022,1,surat district,31199368,60384509134.17688,TOTAL
3658,Gujarat,2022,1,porbandar district,368108,1041885112.1535248,TOTAL
3659,Gujarat,2022,1,gandhinagar district,8605006,14673670632.364445,TOTAL
3660,Gujarat,2022,1,panch mahals district,2317566,4354464949.808912,TOTAL
3661,Gujarat,2022,1,narmada district,590661,1028206703.2216127,TOTAL
3662,Gujarat,2022,1,gir somnath district,1311753,3149910594.0697384,TOTAL
3663,Gujarat,2022,1,valsad district,6673719,11065186874.369562,TOTAL
3664,Gujarat,2022,1,mahisagar district,634329,1400068532.0580125,TOTAL
3665,Gujarat,2022,1,sabar kantha district,3018096,5899494954.572109,TOTAL
3666,Gujarat,2022,1,tapi district,1479525,2625677244.2605915,TOTAL
3667,Gujarat,2022,1,vadodara district,14343830,22232541228.698692,TOTAL
3668,Gujarat,2022,1,banas kantha district,7973644,18279879154.011223,TOTAL
3669,Gujarat,2022,1,amreli district,1139593,2619535836.606331,TOTAL
3670,Gujarat,2022,1,ahmadabad district,79952986,140746136456.2987,TOTAL
3671,Gujarat,2022,1,dohad district,1492215,3303671729.6961093,TOTAL
3672,Gujarat,2022,1,navsari district,2558811,4448236738.077925,TOTAL
3673,Gujarat,2022,1,patan district,2676329,5505990582.930806,TOTAL
3674,Gujarat,2022,1,kachchh district,6493295,13234467234.409916,TOTAL
3675,Gujarat,2022,1,surendranagar district,1770045,4155739566.6631675,TOTAL
3676,Gujarat,2022,1,morbi district,2000248,5171017148.465556,TOTAL
3677,Gujarat,2022,2,anand district,3366969,5980713686.880918,TOTAL
3678,Gujarat,2022,2,jamnagar district,2577307,4428726322.515411,TOTAL
3679,Gujarat,2022,2,devbhumi dwarka district,699907,1553973410.0873568,TOTAL
3680,Gujarat,2022,2,rajkot district,6063252,12629937169.82262,TOTAL
3681,Gujarat,2022,2,aravallis district,1985375,3936343254.1726723,TOTAL
3682,Gujarat,2022,2,chhotaudepur district,554481,1118837886.278185,TOTAL
3683,Gujarat,2022,2,botad district,1319494,2481012650.813588,TOTAL
3684,Gujarat,2022,2,bharuch district,8898927,13524403306.877403,TOTAL
3685,Gujarat,2022,2,bhavnagar district,3280598,7203081678.4895935,TOTAL
3686,Gujarat,2022,2,junagadh district,1303634,2870016919.846751,TOTAL
3687,Gujarat,2022,2,mahesana district,6831581,13686497405.843655,TOTAL
3688,Gujarat,2022,2,the dangs district,242942,386904516.30286825,TOTAL
3689,Gujarat,2022,2,kheda district,2804743,5136552729.090972,TOTAL
3690,Gujarat,2022,2,surat district,37371820,68525386888.44026,TOTAL
3691,Gujarat,2022,2,porbandar district,451806,1247309372.061276,TOTAL
3692,Gujarat,2022,2,gandhinagar district,10158506,16650584409.353096,TOTAL
3693,Gujarat,2022,2,panch mahals district,2768107,4913162124.983287,TOTAL
3694,Gujarat,2022,2,narmada district,728214,1199594621.9613156,TOTAL
3695,Gujarat,2022,2,gir somnath district,1593762,3597900918.795203,TOTAL
3696,Gujarat,2022,2,valsad district,8033358,12554813235.04937,TOTAL
3697,Gujarat,2022,2,mahisagar district,787617,1679677472.3282216,TOTAL
3698,Gujarat,2022,2,sabar kantha district,3593785,6977672565.899878,TOTAL
3699,Gujarat,2022,2,tapi district,1783511,3029292345.32784,TOTAL
3700,Gujarat,2022,2,vadodara district,16566055,24927078678.274376,TOTAL
3701,Gujarat,2022,2,banas kantha district,9732655,20605533611.378273,TOTAL
3702,Gujarat,2022,2,amreli district,1320163,2813019600.3597517,TOTAL
3703,Gujarat,2022,2,ahmadabad district,96453555,161506106645.9494,TOTAL
3704,Gujarat,2022,2,dohad district,1809814,3896428797.800151,TOTAL
3705,Gujarat,2022,2,navsari district,3327016,5310124254.046915,TOTAL
3706,Gujarat,2022,2,patan district,3116746,6276857246.360606,TOTAL
3707,Gujarat,2022,2,kachchh district,7934471,15334005512.230762,TOTAL
3708,Gujarat,2022,2,surendranagar district,2087742,4713415151.499961,TOTAL
3709,Gujarat,2022,2,morbi district,2504883,6103036587.724854,TOTAL
3710,Gujarat,2022,3,anand district,3910410,6469350595.472251,TOTAL
3711,Gujarat,2022,3,jamnagar district,3714625,5733544044.074508,TOTAL
3712,Gujarat,2022,3,devbhumi dwarka district,918151,1779143512.572445,TOTAL
3713,Gujarat,2022,3,rajkot district,8053297,15206611341.200827,TOTAL
3714,Gujarat,2022,3,aravallis district,2236769,3920741952.595134,TOTAL
3715,Gujarat,2022,3,chhotaudepur district,545300,995504884.7700689,TOTAL
3716,Gujarat,2022,3,botad district,1433437,2591773863.872061,TOTAL
3717,Gujarat,2022,3,bharuch district,11270803,15949022077.719542,TOTAL
3718,Gujarat,2022,3,bhavnagar district,4568839,9041452290.515198,TOTAL
3719,Gujarat,2022,3,junagadh district,1537367,3043926124.6742277,TOTAL
3720,Gujarat,2022,3,mahesana district,6403784,12429803356.66823,TOTAL
3721,Gujarat,2022,3,the dangs district,254111,381893547.7480219,TOTAL
3722,Gujarat,2022,3,kheda district,3591066,5933588857.8341465,TOTAL
3723,Gujarat,2022,3,surat district,46500453,78304481289.11215,TOTAL
3724,Gujarat,2022,3,porbandar district,578802,1357830610.5275652,TOTAL
3725,Gujarat,2022,3,gandhinagar district,10879868,17098915693.48831,TOTAL
3726,Gujarat,2022,3,panch mahals district,2823294,4508411917.771397,TOTAL
3727,Gujarat,2022,3,narmada district,723343,1114771648.905864,TOTAL
3728,Gujarat,2022,3,gir somnath district,1406104,3027458849.11908,TOTAL
3729,Gujarat,2022,3,valsad district,9633288,13905599408.86188,TOTAL
3730,Gujarat,2022,3,mahisagar district,1122900,1986607331.6766155,TOTAL
3731,Gujarat,2022,3,sabar kantha district,3760015,6565494234.606799,TOTAL
3732,Gujarat,2022,3,tapi district,1473584,2258710020.370042,TOTAL
3733,Gujarat,2022,3,vadodara district,23318716,32733106034.525204,TOTAL
3734,Gujarat,2022,3,banas kantha district,11035119,22401495021.82648,TOTAL
3735,Gujarat,2022,3,amreli district,1325138,2656525026.780618,TOTAL
3736,Gujarat,2022,3,ahmadabad district,117574996,184255244712.72232,TOTAL
3737,Gujarat,2022,3,dohad district,2182542,3862273582.1736565,TOTAL
3738,Gujarat,2022,3,navsari district,2421727,3829182729.863163,TOTAL
3739,Gujarat,2022,3,patan district,3407916,6332131544.324939,TOTAL
3740,Gujarat,2022,3,kachchh district,9375781,16533683640.305622,TOTAL
3741,Gujarat,2022,3,surendranagar district,2522750,5153708091.863037,TOTAL
3742,Gujarat,2022,3,morbi district,2735437,6075514370.909432,TOTAL
3743,Gujarat,2022,4,anand district,4351503,7433779371.016341,TOTAL
3744,Gujarat,2022,4,jamnagar district,4945374,7625464587.433752,TOTAL
3745,Gujarat,2022,4,devbhumi dwarka district,910863,1848097499.2814002,TOTAL
3746,Gujarat,2022,4,rajkot district,9260831,17834314868.93695,TOTAL
3747,Gujarat,2022,4,aravallis district,2532438,4651225998.251141,TOTAL
3748,Gujarat,2022,4,chhotaudepur district,640222,1199597589.6415567,TOTAL
3749,Gujarat,2022,4,botad district,1634212,3051272765.4072547,TOTAL
3750,Gujarat,2022,4,bharuch district,15879527,22486941029.828552,TOTAL
3751,Gujarat,2022,4,bhavnagar district,5089277,10905403197.73602,TOTAL
3752,Gujarat,2022,4,junagadh district,2532155,4948034874.389366,TOTAL
3753,Gujarat,2022,4,mahesana district,7160396,14173625244.242264,TOTAL
3754,Gujarat,2022,4,the dangs district,317748,463583958.8647848,TOTAL
3755,Gujarat,2022,4,kheda district,3509944,6102744146.658854,TOTAL
3756,Gujarat,2022,4,surat district,52037142,85923991746.92255,TOTAL
3757,Gujarat,2022,4,porbandar district,615650,1513924726.4532723,TOTAL
3758,Gujarat,2022,4,gandhinagar district,12010565,19015449813.738018,TOTAL
3759,Gujarat,2022,4,panch mahals district,3308022,5455257544.003246,TOTAL
3760,Gujarat,2022,4,narmada district,846033,1308463852.7294803,TOTAL
3761,Gujarat,2022,4,gir somnath district,1671989,3731133998.415558,TOTAL
3762,Gujarat,2022,4,valsad district,11103340,15842261457.57137,TOTAL
3763,Gujarat,2022,4,mahisagar district,1619162,2861334019.0561805,TOTAL
3764,Gujarat,2022,4,sabar kantha district,4958012,8965673462.522814,TOTAL
3765,Gujarat,2022,4,tapi district,1635320,2610910573.8709135,TOTAL
3766,Gujarat,2022,4,vadodara district,20968443,30304178848.49663,TOTAL
3767,Gujarat,2022,4,banas kantha district,12352158,25179922289.863693,TOTAL
3768,Gujarat,2022,4,amreli district,1619039,3343832001.6098003,TOTAL
3769,Gujarat,2022,4,ahmadabad district,133174553,212037117715.34885,TOTAL
3770,Gujarat,2022,4,dohad district,2608983,4807410074.584564,TOTAL
3771,Gujarat,2022,4,navsari district,2509503,4046502522.5835347,TOTAL
3772,Gujarat,2022,4,patan district,3819745,7472645579.49339,TOTAL
3773,Gujarat,2022,4,kachchh district,9617702,17113433243.309341,TOTAL
3774,Gujarat,2022,4,surendranagar district,2537495,5716407620.510841,TOTAL
3775,Gujarat,2022,4,morbi district,3378672,7944369113.768206,TOTAL
3776,Haryana,2018,1,yamunanagar district,102917,125333909.59597155,TOTAL
3777,Haryana,2018,1,sonipat district,178766,279804665.74758285,TOTAL
3778,Haryana,2018,1,jind district,117357,186842136.19643256,TOTAL
3779,Haryana,2018,1,rohtak district,121728,215207976.23801106,TOTAL
3780,Haryana,2018,1,faridabad district,521939,772738359.1903924,TOTAL
3781,Haryana,2018,1,mahendragarh district,89413,119624307.98030695,TOTAL
3782,Haryana,2018,1,hisar district,240517,355732765.75367296,TOTAL
3783,Haryana,2018,1,karnal district,169313,247718779.0667546,TOTAL
3784,Haryana,2018,1,fatehabad district,116455,105677674.30945694,TOTAL
3785,Haryana,2018,1,palwal district,97942,145340107.56054282,TOTAL
3786,Haryana,2018,1,charkhi dadri district,32910,49515979.82368229,TOTAL
3787,Haryana,2018,1,ambala district,119503,189250271.9381209,TOTAL
3788,Haryana,2018,1,rewari district,199418,280095218.8487885,TOTAL
3789,Haryana,2018,1,panchkula district,86298,142847688.49278012,TOTAL
3790,Haryana,2018,1,bhiwani district,125150,190361119.40027064,TOTAL
3791,Haryana,2018,1,sirsa district,164867,164313975.8712107,TOTAL
3792,Haryana,2018,1,mewat district,80255,132978792.61417456,TOTAL
3793,Haryana,2018,1,panipat district,183960,263054774.74491566,TOTAL
3794,Haryana,2018,1,gurugram district,1408070,2317083393.8960977,TOTAL
3795,Haryana,2018,1,kaithal district,98466,149686426.2181104,TOTAL
3796,Haryana,2018,1,kurukshetra district,110204,172343157.32717517,TOTAL
3797,Haryana,2018,1,jhajjar district,115322,187960033.84590232,TOTAL
3798,Haryana,2018,2,yamunanagar district,145792,222903345.7494049,TOTAL
3799,Haryana,2018,2,sonipat district,253130,475518495.4836759,TOTAL
3800,Haryana,2018,2,jind district,155618,316637352.4092227,TOTAL
3801,Haryana,2018,2,rohtak district,179677,372787270.2835766,TOTAL
3802,Haryana,2018,2,faridabad district,698865,1211325239.4669201,TOTAL
3803,Haryana,2018,2,mahendragarh district,120215,213293581.47763312,TOTAL
3804,Haryana,2018,2,hisar district,320500,627894549.2713584,TOTAL
3805,Haryana,2018,2,karnal district,224254,430353501.61753666,TOTAL
3806,Haryana,2018,2,fatehabad district,169161,203643680.86269987,TOTAL
3807,Haryana,2018,2,palwal district,128161,242183536.64887157,TOTAL
3808,Haryana,2018,2,charkhi dadri district,43322,88537038.62394696,TOTAL
3809,Haryana,2018,2,ambala district,180500,352994750.8908926,TOTAL
3810,Haryana,2018,2,rewari district,263194,453157049.1288283,TOTAL
3811,Haryana,2018,2,panchkula district,130924,264234229.40968552,TOTAL
3812,Haryana,2018,2,bhiwani district,167009,329873004.9319056,TOTAL
3813,Haryana,2018,2,sirsa district,234948,288080253.195745,TOTAL
3814,Haryana,2018,2,mewat district,115296,249716563.945022,TOTAL
3815,Haryana,2018,2,panipat district,265754,440169913.37038267,TOTAL
3816,Haryana,2018,2,gurugram district,1893511,3604758914.7352195,TOTAL
3817,Haryana,2018,2,kaithal district,142167,283466007.10194105,TOTAL
3818,Haryana,2018,2,kurukshetra district,153556,302704098.7344694,TOTAL
3819,Haryana,2018,2,jhajjar district,165377,346182064.7776333,TOTAL
3820,Haryana,2018,3,yamunanagar district,165095,320728121.92955375,TOTAL
3821,Haryana,2018,3,sonipat district,315829,689899150.946893,TOTAL
3822,Haryana,2018,3,jind district,186905,487064678.1780566,TOTAL
3823,Haryana,2018,3,rohtak district,242013,568546327.4827201,TOTAL
3824,Haryana,2018,3,faridabad district,1058983,1722572594.3324819,TOTAL
3825,Haryana,2018,3,mahendragarh district,145319,313539207.01478326,TOTAL
3826,Haryana,2018,3,hisar district,390428,961080725.8344725,TOTAL
3827,Haryana,2018,3,karnal district,282956,594890203.9680781,TOTAL
3828,Haryana,2018,3,fatehabad district,159967,308682508.9638707,TOTAL
3829,Haryana,2018,3,palwal district,173758,381999796.4721205,TOTAL
3830,Haryana,2018,3,charkhi dadri district,49278,120685428.87020168,TOTAL
3831,Haryana,2018,3,ambala district,233248,522223540.2280037,TOTAL
3832,Haryana,2018,3,rewari district,350599,643047741.7898455,TOTAL
3833,Haryana,2018,3,panchkula district,171066,391072983.2679684,TOTAL
3834,Haryana,2018,3,bhiwani district,207426,475078358.166042,TOTAL
3835,Haryana,2018,3,sirsa district,222321,409263123.8749541,TOTAL
3836,Haryana,2018,3,mewat district,138275,371454678.0918274,TOTAL
3837,Haryana,2018,3,panipat district,331409,660571357.2553346,TOTAL
3838,Haryana,2018,3,gurugram district,2877059,5115393851.988528,TOTAL
3839,Haryana,2018,3,kaithal district,149271,393148924.7561258,TOTAL
3840,Haryana,2018,3,kurukshetra district,195635,451182253.483242,TOTAL
3841,Haryana,2018,3,jhajjar district,215184,473013450.73230076,TOTAL
3842,Haryana,2018,4,yamunanagar district,216626,469237639.97114,TOTAL
