,State,Year,Quarter,Payments,Transaction_type,Transaction_count,Transaction_amount
331,Assam,2019,3,Recharge & bill payments,TOTAL,2645302,639885372.7480905
332,Assam,2019,3,Merchant payments,TOTAL,513728,421380275.4207429
333,Assam,2019,3,Financial Services,TOTAL,8606,6403456.344768786
334,Assam,2019,3,Others,TOTAL,61396,46973660.73634353
335,Assam,2019,4,Peer-to-peer payments,TOTAL,3222143,14083346879.361855
336,Assam,2019,4,Recharge & bill payments,TOTAL,2937800,704118873.972094
337,Assam,2019,4,Merchant payments,TOTAL,544053,456318130.082201
338,Assam,2019,4,Financial Services,TOTAL,9621,3492255.0860687294
339,Assam,2019,4,Others,TOTAL,46893,34707757.009855896
340,Assam,2020,1,Peer-to-peer payments,TOTAL,4058740,18977446151.768826
341,Assam,2020,1,Recharge & bill payments,TOTAL,3897975,971722606.1579468
342,Assam,2020,1,Merchant payments,TOTAL,792646,675423852.9512749
343,Assam,2020,1,Financial Services,TOTAL,10173,7054325.507515656
344,Assam,2020,1,Others,TOTAL,49326,36781411.34368035
345,Assam,2020,2,Recharge & bill payments,TOTAL,6045321,1612522828.7163475
346,Assam,2020,2,Peer-to-peer payments,TOTAL,3648386,17358374071.26616
347,Assam,2020,2,Merchant payments,TOTAL,742400,749018053.2400584
348,Assam,2020,2,Financial Services,TOTAL,19814,18130004.687672265
349,Assam,2020,2,Others,TOTAL,49278,28255168.009208795
350,Assam,2020,3,Peer-to-peer payments,TOTAL,5637893,26646565777.43919
351,Assam,2020,3,Recharge & bill payments,TOTAL,5292154,1627282415.9451878
352,Assam,2020,3,Merchant payments,TOTAL,1383230,1492484153.3873158
353,Assam,2020,3,Financial Services,TOTAL,24954,28452966.026372254
354,Assam,2020,3,Others,TOTAL,59480,36605946.74600269
355,Assam,2020,4,Peer-to-peer payments,TOTAL,7538478,36013292450.814384
356,Assam,2020,4,Recharge & bill payments,TOTAL,5383505,1662189124.4177454
357,Assam,2020,4,Merchant payments,TOTAL,2392184,2466913305.59039
358,Assam,2020,4,Financial Services,TOTAL,29764,32314809.975261033
359,Assam,2020,4,Others,TOTAL,79523,51901628.46643049
360,Assam,2021,1,Peer-to-peer payments,TOTAL,9449096,45476079487.10464
361,Assam,2021,1,Recharge & bill payments,TOTAL,6494111,2103017761.546533
362,Assam,2021,1,Merchant payments,TOTAL,3459132,3657261586.2001615
363,Assam,2021,1,Financial Services,TOTAL,34049,41291047.3832124
364,Assam,2021,1,Others,TOTAL,75672,48814663.88782827
365,Assam,2021,2,Peer-to-peer payments,TOTAL,11668399,51521387890.61253
366,Assam,2021,2,Recharge & bill payments,TOTAL,9058005,2657676415.2458973
367,Assam,2021,2,Merchant payments,TOTAL,4562669,4914753140.040101
368,Assam,2021,2,Financial Services,TOTAL,49671,46106001.498141706
369,Assam,2021,2,Others,TOTAL,94161,52549929.267157935
370,Assam,2021,3,Peer-to-peer payments,TOTAL,15617592,64131823895.235466
371,Assam,2021,3,Recharge & bill payments,TOTAL,10284267,3248364164.1984267
372,Assam,2021,3,Merchant payments,TOTAL,7431371,8208706348.034584
373,Assam,2021,3,Financial Services,TOTAL,39479,43889820.495989755
374,Assam,2021,3,Others,TOTAL,131732,67715045.34317216
375,Assam,2021,4,Peer-to-peer payments,TOTAL,21393962,86801625126.53499
376,Assam,2021,4,Merchant payments,TOTAL,12895755,13378765005.905182
377,Assam,2021,4,Recharge & bill payments,TOTAL,11484376,3842004488.3733196
378,Assam,2021,4,Financial Services,TOTAL,60724,65456475.826191336
379,Assam,2021,4,Others,TOTAL,185544,97116796.57575196
380,Assam,2022,1,Peer-to-peer payments,TOTAL,27156085,108855352347.44865
381,Assam,2022,1,Merchant payments,TOTAL,19011883,18833132506.022354
382,Assam,2022,1,Recharge & bill payments,TOTAL,12474674,4424035840.366192
383,Assam,2022,1,Financial Services,TOTAL,68432,73257991.39188361
384,Assam,2022,1,Others,TOTAL,178812,94659207.47378007
385,Assam,2022,2,Peer-to-peer payments,TOTAL,33879530,123829913105.31845
386,Assam,2022,2,Merchant payments,TOTAL,28377534,24333260089.826862
387,Assam,2022,2,Recharge & bill payments,TOTAL,13858113,4814695679.877083
388,Assam,2022,2,Financial Services,TOTAL,50785,55549153.74320389
389,Assam,2022,2,Others,TOTAL,168763,77624058.0178437
390,Assam,2022,3,Peer-to-peer payments,TOTAL,37000266,127264703851.96637
391,Assam,2022,3,Merchant payments,TOTAL,34935460,28789992307.161205
392,Assam,2022,3,Recharge & bill payments,TOTAL,13974568,5295136932.037907
393,Assam,2022,3,Financial Services,TOTAL,65066,62882386.459812224
394,Assam,2022,3,Others,TOTAL,138451,76363577.27323309
395,Assam,2022,4,Peer-to-peer payments,TOTAL,44828832,150693397669.18314
396,Assam,2022,4,Merchant payments,TOTAL,43605784,36033810141.574844
397,Assam,2022,4,Recharge & bill payments,TOTAL,15344794,5773980885.270762
398,Assam,2022,4,Financial Services,TOTAL,74414,75960367.91633397
399,Assam,2022,4,Others,TOTAL,127443,76370123.60102956
400,Bihar,2018,1,Recharge & bill payments,TOTAL,3159922,375559206.7727593
401,Bihar,2018,1,Peer-to-peer payments,TOTAL,2052089,5295346761.45083
402,Bihar,2018,1,Financial Services,TOTAL,194295,33999413.87739952
403,Bihar,2018,1,Merchant payments,TOTAL,138885,139827755.73655012
404,Bihar,2018,1,Others,TOTAL,279111,201025034.17960182
405,Bihar,2018,2,Recharge & bill payments,TOTAL,4346849,700649777.0602969
406,Bihar,2018,2,Peer-to-peer payments,TOTAL,3447898,12141448845.077621
407,Bihar,2018,2,Merchant payments,TOTAL,311487,318571872.8216527
408,Bihar,2018,2,Financial Services,TOTAL,267433,45332532.096432865
409,Bihar,2018,2,Others,TOTAL,258711,300128082.6160458
410,Bihar,2018,3,Peer-to-peer payments,TOTAL,8893764,18695889187.89432
411,Bihar,2018,3,Recharge & bill payments,TOTAL,4401439,804061398.5166465
412,Bihar,2018,3,Merchant payments,TOTAL,586862,367608510.7261781
413,Bihar,2018,3,Financial Services,TOTAL,274510,33276460.45213346
414,Bihar,2018,3,Others,TOTAL,211229,234968821.31206354
415,Bihar,2018,4,Peer-to-peer payments,TOTAL,8094296,26224303882.80399
416,Bihar,2018,4,Recharge & bill payments,TOTAL,5469096,986310785.0093702
417,Bihar,2018,4,Merchant payments,TOTAL,1680664,848968693.0665624
418,Bihar,2018,4,Financial Services,TOTAL,237247,36199427.51318769
419,Bihar,2018,4,Others,TOTAL,251098,302214380.18458414
420,Bihar,2019,1,Peer-to-peer payments,TOTAL,16807040,38824078062.32093
421,Bihar,2019,1,Recharge & bill payments,TOTAL,7036367,1333688182.5386746
422,Bihar,2019,1,Merchant payments,TOTAL,2055267,1024996999.5279309
423,Bihar,2019,1,Financial Services,TOTAL,204689,28599535.734409343
424,Bihar,2019,1,Others,TOTAL,252871,291464734.4043106
425,Bihar,2019,2,Peer-to-peer payments,TOTAL,15837449,58381285240.80835
426,Bihar,2019,2,Recharge & bill payments,TOTAL,9279442,1996804238.2749753
427,Bihar,2019,2,Merchant payments,TOTAL,4365465,2308145849.844257
428,Bihar,2019,2,Financial Services,TOTAL,129603,63338108.53755434
429,Bihar,2019,2,Others,TOTAL,348520,382864846.0767575
430,Bihar,2019,3,Peer-to-peer payments,TOTAL,15446119,61831776093.09613
431,Bihar,2019,3,Recharge & bill payments,TOTAL,9115040,2140566974.705637
432,Bihar,2019,3,Merchant payments,TOTAL,7206001,3413490288.3137074
433,Bihar,2019,3,Financial Services,TOTAL,89997,20145460.42764103
434,Bihar,2019,3,Others,TOTAL,282743,286804437.7358033
435,Bihar,2019,4,Peer-to-peer payments,TOTAL,26337842,86340631422.24606
436,Bihar,2019,4,Recharge & bill payments,TOTAL,11358597,2649616529.830146
437,Bihar,2019,4,Merchant payments,TOTAL,5519582,4177574379.0405855
438,Bihar,2019,4,Financial Services,TOTAL,100192,18815964.761792127
439,Bihar,2019,4,Others,TOTAL,214101,126788281.9306988
440,Bihar,2020,1,Peer-to-peer payments,TOTAL,23163922,99873688132.9031
441,Bihar,2020,1,Recharge & bill payments,TOTAL,13837430,3680590624.9006104
442,Bihar,2020,1,Merchant payments,TOTAL,7822567,5562692116.5708065
443,Bihar,2020,1,Financial Services,TOTAL,57233,23954789.407903705
444,Bihar,2020,1,Others,TOTAL,200663,115927863.46366584
445,Bihar,2020,2,Peer-to-peer payments,TOTAL,26572651,116244368941.33606
446,Bihar,2020,2,Recharge & bill payments,TOTAL,19522564,5642294772.453551
447,Bihar,2020,2,Merchant payments,TOTAL,7011681,6760404421.62296
448,Bihar,2020,2,Financial Services,TOTAL,73119,54077813.2606806
449,Bihar,2020,2,Others,TOTAL,206727,105377680.17075577
450,Bihar,2020,3,Peer-to-peer payments,TOTAL,37294332,153664683751.53278
451,Bihar,2020,3,Recharge & bill payments,TOTAL,19027978,6313780616.601829
452,Bihar,2020,3,Merchant payments,TOTAL,14777337,13111735855.02769
453,Bihar,2020,3,Financial Services,TOTAL,104135,81355476.16367023
454,Bihar,2020,3,Others,TOTAL,299966,157309412.49242482
455,Bihar,2020,4,Peer-to-peer payments,TOTAL,49432098,208484557891.42865
456,Bihar,2020,4,Merchant payments,TOTAL,26750991,23185594534.30522
457,Bihar,2020,4,Recharge & bill payments,TOTAL,19908687,6926960996.688756
458,Bihar,2020,4,Financial Services,TOTAL,119416,100785736.00790763
459,Bihar,2020,4,Others,TOTAL,380481,207713978.04223877
460,Bihar,2021,1,Peer-to-peer payments,TOTAL,58566582,242013312361.31104
461,Bihar,2021,1,Merchant payments,TOTAL,33959313,30171144593.369873
462,Bihar,2021,1,Recharge & bill payments,TOTAL,21974086,8505455545.448764
463,Bihar,2021,1,Financial Services,TOTAL,124277,112949858.25028673
464,Bihar,2021,1,Others,TOTAL,308219,170787342.8481179
465,Bihar,2021,2,Peer-to-peer payments,TOTAL,78694099,319758683264.15344
466,Bihar,2021,2,Merchant payments,TOTAL,44686786,43458914639.77138
467,Bihar,2021,2,Recharge & bill payments,TOTAL,31646149,11030849713.502428
468,Bihar,2021,2,Financial Services,TOTAL,149791,116086345.91301711
469,Bihar,2021,2,Others,TOTAL,426797,215721223.2386405
470,Bihar,2021,3,Peer-to-peer payments,TOTAL,92785704,331514102784.2631
471,Bihar,2021,3,Merchant payments,TOTAL,64094961,53849745604.9643
472,Bihar,2021,3,Recharge & bill payments,TOTAL,30081746,11327303470.019915
473,Bihar,2021,3,Financial Services,TOTAL,135748,130349071.61901987
474,Bihar,2021,3,Others,TOTAL,572954,241260025.54569885
475,Bihar,2021,4,Peer-to-peer payments,TOTAL,117340712,423665098014.2792
476,Bihar,2021,4,Merchant payments,TOTAL,95992559,81729122295.53772
477,Bihar,2021,4,Recharge & bill payments,TOTAL,30824177,13438634948.212643
478,Bihar,2021,4,Financial Services,TOTAL,186298,173358268.82083318
479,Bihar,2021,4,Others,TOTAL,783199,365400541.9114517
480,Bihar,2022,1,Peer-to-peer payments,TOTAL,138085265,500024806542.69324
481,Bihar,2022,1,Merchant payments,TOTAL,114892163,95507710275.50963
482,Bihar,2022,1,Recharge & bill payments,TOTAL,30545266,15431605247.390364
483,Bihar,2022,1,Financial Services,TOTAL,169722,148088975.22896564
484,Bihar,2022,1,Others,TOTAL,698018,299484690.3236611
485,Bihar,2022,2,Peer-to-peer payments,TOTAL,164119431,610448610667.7207
486,Bihar,2022,2,Merchant payments,TOTAL,158289353,126423430586.42947
487,Bihar,2022,2,Recharge & bill payments,TOTAL,36950622,17225668601.948982
488,Bihar,2022,2,Financial Services,TOTAL,124199,116203820.91131489
489,Bihar,2022,2,Others,TOTAL,661424,247541289.12967217
490,Bihar,2022,3,Merchant payments,TOTAL,198273336,137873615624.72937
491,Bihar,2022,3,Peer-to-peer payments,TOTAL,192304951,632747186972.1919
492,Bihar,2022,3,Recharge & bill payments,TOTAL,46044353,20417791249.028316
493,Bihar,2022,3,Financial Services,TOTAL,179533,161987346.1868727
494,Bihar,2022,3,Others,TOTAL,565212,245905365.7791165
495,Bihar,2022,4,Merchant payments,TOTAL,243777692,172924170171.63205
496,Bihar,2022,4,Peer-to-peer payments,TOTAL,225487662,739870172148.0806
497,Bihar,2022,4,Recharge & bill payments,TOTAL,47054083,22729599211.247635
498,Bihar,2022,4,Financial Services,TOTAL,205989,199208429.5113938
499,Bihar,2022,4,Others,TOTAL,559223,288999714.3604311
500,Chandigarh,2018,1,Recharge & bill payments,TOTAL,201262,47479581.16264416
501,Chandigarh,2018,1,Peer-to-peer payments,TOTAL,135136,527998849.34055936
502,Chandigarh,2018,1,Merchant payments,TOTAL,21431,19477066.533276718
503,Chandigarh,2018,1,Financial Services,TOTAL,8473,1865618.249949839
504,Chandigarh,2018,1,Others,TOTAL,15593,16614305.58119321
505,Chandigarh,2018,2,Recharge & bill payments,TOTAL,224548,76722906.67871952
506,Chandigarh,2018,2,Peer-to-peer payments,TOTAL,194627,835296156.4220204
507,Chandigarh,2018,2,Merchant payments,TOTAL,34606,29408471.506333277
508,Chandigarh,2018,2,Financial Services,TOTAL,11927,3679451.8635118967
509,Chandigarh,2018,2,Others,TOTAL,13376,16116275.274144217
510,Chandigarh,2018,3,Peer-to-peer payments,TOTAL,295358,1217617705.9681761
511,Chandigarh,2018,3,Recharge & bill payments,TOTAL,236445,100639674.6708905
512,Chandigarh,2018,3,Merchant payments,TOTAL,64998,37560565.97386869
513,Chandigarh,2018,3,Financial Services,TOTAL,7642,1302311.5967954171
514,Chandigarh,2018,3,Others,TOTAL,12493,12234189.324580798
515,Chandigarh,2018,4,Peer-to-peer payments,TOTAL,431461,1793871702.3196409
516,Chandigarh,2018,4,Recharge & bill payments,TOTAL,310527,128130475.99274208
517,Chandigarh,2018,4,Merchant payments,TOTAL,135266,94010713.60616027
518,Chandigarh,2018,4,Financial Services,TOTAL,10008,2039811.3372037038
519,Chandigarh,2018,4,Others,TOTAL,17854,14538888.5242277
520,Chandigarh,2019,1,Peer-to-peer payments,TOTAL,689400,2123866601.6513758
521,Chandigarh,2019,1,Recharge & bill payments,TOTAL,390610,161414934.10238376
522,Chandigarh,2019,1,Merchant payments,TOTAL,169984,97230471.44089967
523,Chandigarh,2019,1,Financial Services,TOTAL,7412,917030.9066760786
524,Chandigarh,2019,1,Others,TOTAL,17070,12603012.342693318
525,Chandigarh,2019,2,Peer-to-peer payments,TOTAL,604849,2339922407.523348
526,Chandigarh,2019,2,Recharge & bill payments,TOTAL,342294,185659011.54417655
527,Chandigarh,2019,2,Merchant payments,TOTAL,277811,152766864.66190332
528,Chandigarh,2019,2,Financial Services,TOTAL,5590,839765.161351582
529,Chandigarh,2019,2,Others,TOTAL,21926,13928050.053676538
530,Chandigarh,2019,3,Peer-to-peer payments,TOTAL,722233,2815184152.8041325
531,Chandigarh,2019,3,Merchant payments,TOTAL,447069,226535908.8355719
532,Chandigarh,2019,3,Recharge & bill payments,TOTAL,308219,213884900.47217816
533,Chandigarh,2019,3,Financial Services,TOTAL,2447,794918.674981478
534,Chandigarh,2019,3,Others,TOTAL,26575,13282206.873976795
535,Chandigarh,2019,4,Peer-to-peer payments,TOTAL,927850,3586763928.6423693
536,Chandigarh,2019,4,Merchant payments,TOTAL,561630,318692521.79224944
537,Chandigarh,2019,4,Recharge & bill payments,TOTAL,338203,237695594.96329552
538,Chandigarh,2019,4,Financial Services,TOTAL,1911,654298.6785004465
539,Chandigarh,2019,4,Others,TOTAL,21321,8707473.86293627
540,Chandigarh,2020,1,Peer-to-peer payments,TOTAL,1087401,4421372542.468033
541,Chandigarh,2020,1,Merchant payments,TOTAL,764832,438193845.4527705
542,Chandigarh,2020,1,Recharge & bill payments,TOTAL,389851,257250007.2445577
543,Chandigarh,2020,1,Financial Services,TOTAL,1574,1406138.1883251297
544,Chandigarh,2020,1,Others,TOTAL,18853,8230536.662513691
545,Chandigarh,2020,2,Peer-to-peer payments,TOTAL,766698,3293060119.5471582
546,Chandigarh,2020,2,Merchant payments,TOTAL,390906,331423259.0003719
547,Chandigarh,2020,2,Recharge & bill payments,TOTAL,361577,214425229.3354035
548,Chandigarh,2020,2,Financial Services,TOTAL,1797,3982005.1176844486
549,Chandigarh,2020,2,Others,TOTAL,7032,4125116.689457224
550,Chandigarh,2020,3,Peer-to-peer payments,TOTAL,981986,4178346395.412492
551,Chandigarh,2020,3,Merchant payments,TOTAL,796634,604271248.9262259
552,Chandigarh,2020,3,Recharge & bill payments,TOTAL,366353,296964794.9657042
553,Chandigarh,2020,3,Financial Services,TOTAL,2643,5254415.457263877
554,Chandigarh,2020,3,Others,TOTAL,10470,4972498.603385328
555,Chandigarh,2020,4,Merchant payments,TOTAL,1322026,939307675.8510206
556,Chandigarh,2020,4,Peer-to-peer payments,TOTAL,1159377,4872318731.339843
557,Chandigarh,2020,4,Recharge & bill payments,TOTAL,409997,320731281.94750684
558,Chandigarh,2020,4,Financial Services,TOTAL,3346,4400109.748752326
559,Chandigarh,2020,4,Others,TOTAL,17970,10005102.462219946
560,Chandigarh,2021,1,Merchant payments,TOTAL,1799072,1210594490.0981498
561,Chandigarh,2021,1,Peer-to-peer payments,TOTAL,1472084,5916467167.303293
562,Chandigarh,2021,1,Recharge & bill payments,TOTAL,678396,451109555.33889335
563,Chandigarh,2021,1,Financial Services,TOTAL,5111,7700394.761505902
564,Chandigarh,2021,1,Others,TOTAL,15574,10549252.044153867
565,Chandigarh,2021,2,Merchant payments,TOTAL,1926913,1390989390.7789688
566,Chandigarh,2021,2,Peer-to-peer payments,TOTAL,1663559,6541132352.922333
567,Chandigarh,2021,2,Recharge & bill payments,TOTAL,806710,467698864.6672056
568,Chandigarh,2021,2,Financial Services,TOTAL,5502,7394941.032842191
569,Chandigarh,2021,2,Others,TOTAL,14863,10458390.53475552
570,Chandigarh,2021,3,Merchant payments,TOTAL,3179506,2245390329.2047896
571,Chandigarh,2021,3,Peer-to-peer payments,TOTAL,2434417,8927868098.340746
572,Chandigarh,2021,3,Recharge & bill payments,TOTAL,1008585,620437997.3899603
573,Chandigarh,2021,3,Financial Services,TOTAL,5700,7960844.903971832
574,Chandigarh,2021,3,Others,TOTAL,21170,14225734.853836158
575,Chandigarh,2021,4,Merchant payments,TOTAL,4056249,3041038519.8233976
576,Chandigarh,2021,4,Peer-to-peer payments,TOTAL,2797561,10610461952.107159
577,Chandigarh,2021,4,Recharge & bill payments,TOTAL,1013153,693790747.2429855
578,Chandigarh,2021,4,Financial Services,TOTAL,7038,10459431.863661807
579,Chandigarh,2021,4,Others,TOTAL,24902,17832859.58125159
580,Chandigarh,2022,1,Merchant payments,TOTAL,4511757,3264574793.4564357
581,Chandigarh,2022,1,Peer-to-peer payments,TOTAL,3012464,11150701028.605722
582,Chandigarh,2022,1,Recharge & bill payments,TOTAL,1046187,731347957.2152067
583,Chandigarh,2022,1,Financial Services,TOTAL,7228,13538635.562948208
584,Chandigarh,2022,1,Others,TOTAL,22855,14829134.999686666
585,Chandigarh,2022,2,Merchant payments,TOTAL,6136803,3919372475.5605655
586,Chandigarh,2022,2,Peer-to-peer payments,TOTAL,3489382,12549248085.111443
587,Chandigarh,2022,2,Recharge & bill payments,TOTAL,1119367,792957088.5933374
588,Chandigarh,2022,2,Financial Services,TOTAL,6673,8943857.181076445
589,Chandigarh,2022,2,Others,TOTAL,20264,12978651.924569944
590,Chandigarh,2022,3,Merchant payments,TOTAL,7665907,4713972532.82215
591,Chandigarh,2022,3,Peer-to-peer payments,TOTAL,4423590,14788179156.481958
592,Chandigarh,2022,3,Recharge & bill payments,TOTAL,1360342,1033530639.9360826
593,Chandigarh,2022,3,Financial Services,TOTAL,8868,9918740.020967592
594,Chandigarh,2022,3,Others,TOTAL,19466,14156668.144691642
595,Chandigarh,2022,4,Merchant payments,TOTAL,10170372,6570336079.954211
596,Chandigarh,2022,4,Peer-to-peer payments,TOTAL,5951989,20013621495.89691
597,Chandigarh,2022,4,Recharge & bill payments,TOTAL,1749647,1267654269.1590745
598,Chandigarh,2022,4,Financial Services,TOTAL,10778,12000766.356404984
599,Chandigarh,2022,4,Others,TOTAL,22054,16141955.57281622
600,Chhattisgarh,2018,1,Recharge & bill payments,TOTAL,1177618,206518662.81014803
601,Chhattisgarh,2018,1,Peer-to-peer payments,TOTAL,550697,1838238336.1663632
602,Chhattisgarh,2018,1,Merchant payments,TOTAL,42411,39708474.15869055
603,Chhattisgarh,2018,1,Financial Services,TOTAL,33002,7350624.274461515
604,Chhattisgarh,2018,1,Others,TOTAL,87786,57339459.82710209
605,Chhattisgarh,2018,2,Recharge & bill payments,TOTAL,1643461,351709628.0901169
606,Chhattisgarh,2018,2,Peer-to-peer payments,TOTAL,933066,3703114547.658351
607,Chhattisgarh,2018,2,Merchant payments,TOTAL,118438,129967815.18510856
608,Chhattisgarh,2018,2,Financial Services,TOTAL,40299,9405941.62707696
609,Chhattisgarh,2018,2,Others,TOTAL,80892,69972510.60099621
610,Chhattisgarh,2018,3,Recharge & bill payments,TOTAL,1911374,443460556.77590346
611,Chhattisgarh,2018,3,Peer-to-peer payments,TOTAL,1619886,5647949187.747948
612,Chhattisgarh,2018,3,Merchant payments,TOTAL,220572,145342066.01377475
613,Chhattisgarh,2018,3,Financial Services,TOTAL,31927,6195179.156999446
614,Chhattisgarh,2018,3,Others,TOTAL,75845,59360083.75169004
615,Chhattisgarh,2018,4,Recharge & bill payments,TOTAL,2438959,554514488.4121984
616,Chhattisgarh,2018,4,Peer-to-peer payments,TOTAL,2342713,8450105299.480802
