,State,Year,Quarter,Reg_Users,App_Opens,Brands,Count,Percentage
0,Andaman & Nicobar,2018,1,6740,0,Xiaomi,1665,0.2470326409495549
1,Andaman & Nicobar,2018,1,6740,0,Samsung,1445,0.21439169139465875
2,Andaman & Nicobar,2018,1,6740,0,Vivo,982,0.1456973293768546
3,Andaman & Nicobar,2018,1,6740,0,Oppo,501,0.07433234421364986
4,Andaman & Nicobar,2018,1,6740,0,OnePlus,332,0.04925816023738872
5,Andaman & Nicobar,2018,1,6740,0,Realme,316,0.04688427299703264
6,Andaman & Nicobar,2018,1,6740,0,Apple,229,0.03397626112759644
7,Andaman & Nicobar,2018,1,6740,0,Motorola,226,0.03353115727002967
8,Andaman & Nicobar,2018,1,6740,0,Lenovo,202,0.02997032640949555
9,Andaman & Nicobar,2018,1,6740,0,Huawei,158,0.02344213649851632
10,Andaman & Nicobar,2018,1,6740,0,Others,684,0.10148367952522255
11,Andaman & Nicobar,2018,2,9405,0,Xiaomi,2303,0.24486975013290802
12,Andaman & Nicobar,2018,2,9405,0,Samsung,1923,0.20446570972886763
13,Andaman & Nicobar,2018,2,9405,0,Vivo,1523,0.1619351408825093
14,Andaman & Nicobar,2018,2,9405,0,Oppo,708,0.07527910685805422
15,Andaman & Nicobar,2018,2,9405,0,OnePlus,466,0.049548112706007445
16,Andaman & Nicobar,2018,2,9405,0,Realme,465,0.049441786283891544
17,Andaman & Nicobar,2018,2,9405,0,Motorola,319,0.03391812865497076
18,Andaman & Nicobar,2018,2,9405,0,Apple,308,0.03274853801169591
19,Andaman & Nicobar,2018,2,9405,0,Lenovo,244,0.025943646996278574
20,Andaman & Nicobar,2018,2,9405,0,Huawei,230,0.024455077086656035
21,Andaman & Nicobar,2018,2,9405,0,Others,916,0.09739500265816055
22,Andaman & Nicobar,2018,3,12149,0,Xiaomi,2950,0.24281833895793892
23,Andaman & Nicobar,2018,3,12149,0,Samsung,2409,0.19828792493209318
24,Andaman & Nicobar,2018,3,12149,0,Vivo,2063,0.1698082146678739
25,Andaman & Nicobar,2018,3,12149,0,Oppo,988,0.08132356572557412
26,Andaman & Nicobar,2018,3,12149,0,OnePlus,617,0.05078607292781299
27,Andaman & Nicobar,2018,3,12149,0,Realme,603,0.04963371470902955
28,Andaman & Nicobar,2018,3,12149,0,Motorola,390,0.03210140752325294
29,Andaman & Nicobar,2018,3,12149,0,Apple,371,0.03053749279776113
30,Andaman & Nicobar,2018,3,12149,0,Huawei,314,0.0258457486212857
31,Andaman & Nicobar,2018,3,12149,0,Lenovo,299,0.024611079101160588
32,Andaman & Nicobar,2018,3,12149,0,Others,1145,0.09424644003621697
33,Andaman & Nicobar,2018,4,15222,0,Xiaomi,3719,0.24431743529102615
34,Andaman & Nicobar,2018,4,15222,0,Samsung,2936,0.19287872815661541
35,Andaman & Nicobar,2018,4,15222,0,Vivo,2742,0.1801340165549862
36,Andaman & Nicobar,2018,4,15222,0,Oppo,1268,0.08330048613848377
37,Andaman & Nicobar,2018,4,15222,0,Realme,760,0.04992773617133097
38,Andaman & Nicobar,2018,4,15222,0,OnePlus,721,0.0473656549730653
39,Andaman & Nicobar,2018,4,15222,0,Motorola,474,0.031139140717382736
40,Andaman & Nicobar,2018,4,15222,0,Apple,455,0.02989094731309946
41,Andaman & Nicobar,2018,4,15222,0,Huawei,398,0.02614636710024964
42,Andaman & Nicobar,2018,4,15222,0,Lenovo,377,0.024766784916568124
43,Andaman & Nicobar,2018,4,15222,0,Others,1372,0.09013270266719223
44,Andaman & Nicobar,2019,1,18596,0,Xiaomi,4576,0.24607442460744247
45,Andaman & Nicobar,2019,1,18596,0,Samsung,3567,0.19181544418154442
46,Andaman & Nicobar,2019,1,18596,0,Vivo,3420,0.18391051839105185
47,Andaman & Nicobar,2019,1,18596,0,Oppo,1600,0.08604000860400086
48,Andaman & Nicobar,2019,1,18596,0,Realme,897,0.04823617982361798
49,Andaman & Nicobar,2019,1,18596,0,OnePlus,855,0.04597762959776296
50,Andaman & Nicobar,2019,1,18596,0,Motorola,561,0.0301677780167778
51,Andaman & Nicobar,2019,1,18596,0,Apple,515,0.027694127769412775
52,Andaman & Nicobar,2019,1,18596,0,Huawei,515,0.027694127769412775
53,Andaman & Nicobar,2019,1,18596,0,Lenovo,426,0.02290815229081523
54,Andaman & Nicobar,2019,1,18596,0,Others,1664,0.0894816089481609
55,Andaman & Nicobar,2019,2,21731,52640,Xiaomi,5296,0.24370714647278083
56,Andaman & Nicobar,2019,2,21731,52640,Samsung,4165,0.19166168146886936
57,Andaman & Nicobar,2019,2,21731,52640,Vivo,4102,0.18876259721135705
58,Andaman & Nicobar,2019,2,21731,52640,Oppo,1905,0.08766278588191984
59,Andaman & Nicobar,2019,2,21731,52640,Realme,1012,0.04656941696194377
60,Andaman & Nicobar,2019,2,21731,52640,OnePlus,950,0.04371634991486816
61,Andaman & Nicobar,2019,2,21731,52640,Huawei,644,0.029635083521236942
62,Andaman & Nicobar,2019,2,21731,52640,Motorola,630,0.028990842575123098
63,Andaman & Nicobar,2019,2,21731,52640,Apple,569,0.026183792738484195
64,Andaman & Nicobar,2019,2,21731,52640,Lenovo,477,0.021950209378307488
65,Andaman & Nicobar,2019,2,21731,52640,Others,1981,0.09116009387510929
66,Andaman & Nicobar,2019,3,23931,171107,Xiaomi,5819,0.24315741088964105
67,Andaman & Nicobar,2019,3,23931,171107,Vivo,4685,0.19577117546278885
68,Andaman & Nicobar,2019,3,23931,171107,Samsung,4508,0.1883749112030421
69,Andaman & Nicobar,2019,3,23931,171107,Oppo,2108,0.08808658225732313
70,Andaman & Nicobar,2019,3,23931,171107,Realme,1158,0.04838911871630939
71,Andaman & Nicobar,2019,3,23931,171107,OnePlus,1045,0.04366720989511512
72,Andaman & Nicobar,2019,3,23931,171107,Huawei,725,0.030295432702352597
73,Andaman & Nicobar,2019,3,23931,171107,Motorola,660,0.02757929046007271
74,Andaman & Nicobar,2019,3,23931,171107,Apple,630,0.026325686348251224
75,Andaman & Nicobar,2019,3,23931,171107,Lenovo,483,0.020183026200325936
76,Andaman & Nicobar,2019,3,23931,171107,Others,2110,0.0881701558647779
77,Andaman & Nicobar,2019,4,25960,177012,Xiaomi,6259,0.24110169491525424
78,Andaman & Nicobar,2019,4,25960,177012,Vivo,5190,0.19992295839753466
79,Andaman & Nicobar,2019,4,25960,177012,Samsung,4900,0.18875192604006163
80,Andaman & Nicobar,2019,4,25960,177012,Oppo,2329,0.08971494607087828
81,Andaman & Nicobar,2019,4,25960,177012,Realme,1329,0.051194144838212635
82,Andaman & Nicobar,2019,4,25960,177012,OnePlus,1124,0.04329738058551618
83,Andaman & Nicobar,2019,4,25960,177012,Huawei,798,0.03073959938366718
84,Andaman & Nicobar,2019,4,25960,177012,Motorola,682,0.026271186440677965
85,Andaman & Nicobar,2019,4,25960,177012,Apple,678,0.026117103235747303
86,Andaman & Nicobar,2019,4,25960,177012,Lenovo,488,0.018798151001540832
87,Andaman & Nicobar,2019,4,25960,177012,Others,2183,0.08409090909090909
88,Andaman & Nicobar,2020,1,28368,193586,Xiaomi,6803,0.23981246474901297
89,Andaman & Nicobar,2020,1,28368,193586,Vivo,5880,0.20727580372250423
90,Andaman & Nicobar,2020,1,28368,193586,Samsung,5335,0.1880640157924422
91,Andaman & Nicobar,2020,1,28368,193586,Oppo,2557,0.09013677382966723
92,Andaman & Nicobar,2020,1,28368,193586,Realme,1511,0.05326424139875917
93,Andaman & Nicobar,2020,1,28368,193586,OnePlus,1184,0.04173716864072194
94,Andaman & Nicobar,2020,1,28368,193586,Huawei,891,0.03140862944162436
95,Andaman & Nicobar,2020,1,28368,193586,Apple,735,0.02590947546531303
96,Andaman & Nicobar,2020,1,28368,193586,Motorola,715,0.025204455724760294
97,Andaman & Nicobar,2020,1,28368,193586,Lenovo,500,0.017625493513818386
98,Andaman & Nicobar,2020,1,28368,193586,Others,2257,0.0795614777213762
99,Andaman & Nicobar,2020,2,32710,305072,Xiaomi,7805,0.2386120452461021
100,Andaman & Nicobar,2020,2,32710,305072,Vivo,7122,0.21773158055640476
101,Andaman & Nicobar,2020,2,32710,305072,Samsung,6030,0.1843472944053806
102,Andaman & Nicobar,2020,2,32710,305072,Oppo,2976,0.09098135126872516
103,Andaman & Nicobar,2020,2,32710,305072,Realme,1761,0.053836747172118615
104,Andaman & Nicobar,2020,2,32710,305072,OnePlus,1271,0.03885661877101804
105,Andaman & Nicobar,2020,2,32710,305072,Huawei,1005,0.030724549067563438
106,Andaman & Nicobar,2020,2,32710,305072,Apple,792,0.024212778966676857
107,Andaman & Nicobar,2020,2,32710,305072,Motorola,779,0.023815346988688476
108,Andaman & Nicobar,2020,2,32710,305072,Lenovo,552,0.01687557321919902
109,Andaman & Nicobar,2020,2,32710,305072,Others,2617,0.0800061143381229
110,Andaman & Nicobar,2020,3,41335,515565,Xiaomi,9794,0.2369420587879521
111,Andaman & Nicobar,2020,3,41335,515565,Vivo,9556,0.23118422644248215
112,Andaman & Nicobar,2020,3,41335,515565,Samsung,7572,0.18318616184831257
113,Andaman & Nicobar,2020,3,41335,515565,Oppo,3730,0.09023829684286924
114,Andaman & Nicobar,2020,3,41335,515565,Realme,2285,0.05528002903108745
115,Andaman & Nicobar,2020,3,41335,515565,OnePlus,1440,0.03483730494738115
116,Andaman & Nicobar,2020,3,41335,515565,Huawei,1213,0.029345590903592598
117,Andaman & Nicobar,2020,3,41335,515565,Motorola,907,0.021942663602274103
118,Andaman & Nicobar,2020,3,41335,515565,Apple,870,0.021047538405709446
119,Andaman & Nicobar,2020,3,41335,515565,Lenovo,606,0.014660699165356235
120,Andaman & Nicobar,2020,3,41335,515565,Others,3362,0.08133543002298295
121,Andaman & Nicobar,2020,4,52396,887208,Xiaomi,12398,0.23662111611573403
122,Andaman & Nicobar,2020,4,52396,887208,Vivo,12275,0.23427360867241775
123,Andaman & Nicobar,2020,4,52396,887208,Samsung,9938,0.18967096724940835
124,Andaman & Nicobar,2020,4,52396,887208,Oppo,4723,0.0901404687380716
125,Andaman & Nicobar,2020,4,52396,887208,Realme,2996,0.05717993739980151
126,Andaman & Nicobar,2020,4,52396,887208,OnePlus,1638,0.031261928391480266
127,Andaman & Nicobar,2020,4,52396,887208,Huawei,1472,0.028093747614321703
128,Andaman & Nicobar,2020,4,52396,887208,Motorola,1032,0.019696160012214674
129,Andaman & Nicobar,2020,4,52396,887208,Apple,973,0.018570119856477593
130,Andaman & Nicobar,2020,4,52396,887208,Lenovo,708,0.01351248186884495
131,Andaman & Nicobar,2020,4,52396,887208,Others,4243,0.08097946408122758
132,Andaman & Nicobar,2021,1,57758,1004336,Vivo,13812,0.23913570414488036
133,Andaman & Nicobar,2021,1,57758,1004336,Xiaomi,13714,0.2374389694934035
134,Andaman & Nicobar,2021,1,57758,1004336,Samsung,10861,0.18804321479275599
135,Andaman & Nicobar,2021,1,57758,1004336,Oppo,5158,0.08930364624813879
136,Andaman & Nicobar,2021,1,57758,1004336,Realme,3419,0.05919526299387098
137,Andaman & Nicobar,2021,1,57758,1004336,OnePlus,1773,0.030697046296616917
138,Andaman & Nicobar,2021,1,57758,1004336,Huawei,1575,0.027268949755877972
139,Andaman & Nicobar,2021,1,57758,1004336,Motorola,1062,0.018387063263963433
140,Andaman & Nicobar,2021,1,57758,1004336,Apple,1056,0.018283181550607708
141,Andaman & Nicobar,2021,1,57758,1004336,Tecno,796,0.013781640638526264
142,Andaman & Nicobar,2021,1,57758,1004336,Others,4532,0.07846532082135808
143,Andaman & Nicobar,2021,2,62095,2248223,Vivo,15056,0.2424671873741847
144,Andaman & Nicobar,2021,2,62095,2248223,Xiaomi,14788,0.2381512199049843
145,Andaman & Nicobar,2021,2,62095,2248223,Samsung,11476,0.18481359207665674
146,Andaman & Nicobar,2021,2,62095,2248223,Oppo,5456,0.0878653675819309
147,Andaman & Nicobar,2021,2,62095,2248223,Realme,4034,0.06496497302520332
148,Andaman & Nicobar,2021,2,62095,2248223,OnePlus,1981,0.031902729688380704
149,Andaman & Nicobar,2021,2,62095,2248223,Huawei,1559,0.025106691360012885
150,Andaman & Nicobar,2021,2,62095,2248223,Apple,1153,0.018568322731298815
151,Andaman & Nicobar,2021,2,62095,2248223,Motorola,1054,0.0169739914646912
152,Andaman & Nicobar,2021,2,62095,2248223,Tecno,974,0.015685642966422417
153,Andaman & Nicobar,2021,2,62095,2248223,Others,4564,0.073500281826234
154,Andaman & Nicobar,2021,3,66982,3121625,Vivo,16411,0.24500612104744557
155,Andaman & Nicobar,2021,3,66982,3121625,Xiaomi,15938,0.2379445224090054
156,Andaman & Nicobar,2021,3,66982,3121625,Samsung,12028,0.17957063091576841
157,Andaman & Nicobar,2021,3,66982,3121625,Oppo,5853,0.0873816846316921
158,Andaman & Nicobar,2021,3,66982,3121625,Realme,4808,0.0717804783374638
159,Andaman & Nicobar,2021,3,66982,3121625,OnePlus,2306,0.03442715953539757
160,Andaman & Nicobar,2021,3,66982,3121625,Huawei,1567,0.023394344749335643
161,Andaman & Nicobar,2021,3,66982,3121625,Apple,1283,0.01915439968946881
162,Andaman & Nicobar,2021,3,66982,3121625,Tecno,1178,0.017586814368039175
163,Andaman & Nicobar,2021,3,66982,3121625,Motorola,1017,0.015183183541847063
164,Andaman & Nicobar,2021,3,66982,3121625,Others,4593,0.06857066077453644
165,Andaman & Nicobar,2021,4,71780,2112910,Vivo,17597,0.24515185288381164
166,Andaman & Nicobar,2021,4,71780,2112910,Xiaomi,16968,0.2363889662858735
167,Andaman & Nicobar,2021,4,71780,2112910,Samsung,12574,0.17517414321538033
168,Andaman & Nicobar,2021,4,71780,2112910,Oppo,6127,0.08535803845082196
169,Andaman & Nicobar,2021,4,71780,2112910,Realme,5830,0.08122039565338535
170,Andaman & Nicobar,2021,4,71780,2112910,OnePlus,2691,0.03748955140707718
171,Andaman & Nicobar,2021,4,71780,2112910,Apple,1490,0.020757871273335192
172,Andaman & Nicobar,2021,4,71780,2112910,Huawei,1459,0.020325996099191977
173,Andaman & Nicobar,2021,4,71780,2112910,Tecno,1417,0.01974087489551407
174,Andaman & Nicobar,2021,4,71780,2112910,Motorola,1055,0.014697687378099749
175,Andaman & Nicobar,2021,4,71780,2112910,Others,4572,0.06369462245750905
176,Andaman & Nicobar,2022,1,76288,3847407,Vivo,18688,0.24496644295302014
177,Andaman & Nicobar,2022,1,76288,3847407,Xiaomi,17957,0.23538433305369127
178,Andaman & Nicobar,2022,1,76288,3847407,Samsung,12955,0.16981700922818793
179,Andaman & Nicobar,2022,1,76288,3847407,Realme,6769,0.08872955117449664
180,Andaman & Nicobar,2022,1,76288,3847407,Oppo,6461,0.08469221895973154
181,Andaman & Nicobar,2022,1,76288,3847407,OnePlus,3005,0.039390205536912755
182,Andaman & Nicobar,2022,1,76288,3847407,Tecno,1770,0.02320155201342282
183,Andaman & Nicobar,2022,1,76288,3847407,Apple,1634,0.02141883389261745
184,Andaman & Nicobar,2022,1,76288,3847407,Huawei,1441,0.018888947147651006
185,Andaman & Nicobar,2022,1,76288,3847407,Motorola,1050,0.01376363255033557
186,Andaman & Nicobar,2022,1,76288,3847407,Others,4558,0.05974727348993288
187,Andhra Pradesh,2018,1,3336450,0,Xiaomi,836581,0.25073985823255257
188,Andhra Pradesh,2018,1,3336450,0,Samsung,683687,0.20491450493788307
189,Andhra Pradesh,2018,1,3336450,0,Vivo,425959,0.1276683301113459
190,Andhra Pradesh,2018,1,3336450,0,Oppo,304487,0.09126077117894768
191,Andhra Pradesh,2018,1,3336450,0,Realme,236646,0.07092748280357865
192,Andhra Pradesh,2018,1,3336450,0,Motorola,129739,0.03888534220503829
193,Andhra Pradesh,2018,1,3336450,0,OnePlus,129421,0.03879003132071513
194,Andhra Pradesh,2018,1,3336450,0,Apple,123274,0.03694765394356277
195,Andhra Pradesh,2018,1,3336450,0,Lenovo,84138,0.025217821337049858
196,Andhra Pradesh,2018,1,3336450,0,Huawei,76654,0.0229747186380734
197,Andhra Pradesh,2018,1,3336450,0,Others,305864,0.09167348529125267
198,Andhra Pradesh,2018,2,4402540,0,Xiaomi,1113800,0.25299031922481113
199,Andhra Pradesh,2018,2,4402540,0,Samsung,903290,0.20517474003643352
200,Andhra Pradesh,2018,2,4402540,0,Vivo,586965,0.13332417195528037
201,Andhra Pradesh,2018,2,4402540,0,Oppo,410549,0.0932527586347881
202,Andhra Pradesh,2018,2,4402540,0,Realme,305964,0.06949715391569412
203,Andhra Pradesh,2018,2,4402540,0,Motorola,169847,0.03857932011974905
204,Andhra Pradesh,2018,2,4402540,0,OnePlus,155418,0.035301893906699314
205,Andhra Pradesh,2018,2,4402540,0,Apple,151847,0.03449077123660432
206,Andhra Pradesh,2018,2,4402540,0,Lenovo,107441,0.024404321141886273
207,Andhra Pradesh,2018,2,4402540,0,Huawei,102929,0.023379458221844663
208,Andhra Pradesh,2018,2,4402540,0,Others,394490,0.08960509160620914
209,Andhra Pradesh,2018,3,5427617,0,Xiaomi,1385112,0.25519707820209125
210,Andhra Pradesh,2018,3,5427617,0,Samsung,1103186,0.2032542089834268
211,Andhra Pradesh,2018,3,5427617,0,Vivo,761793,0.1403549660928544
212,Andhra Pradesh,2018,3,5427617,0,Oppo,518120,0.09545994125967253
213,Andhra Pradesh,2018,3,5427617,0,Realme,379712,0.06995924730871762
214,Andhra Pradesh,2018,3,5427617,0,Motorola,203756,0.0375406002302668
215,Andhra Pradesh,2018,3,5427617,0,OnePlus,181364,0.03341503278510624
216,Andhra Pradesh,2018,3,5427617,0,Apple,175343,0.03230570616902408
217,Andhra Pradesh,2018,3,5427617,0,Huawei,134429,0.02476759137573635
218,Andhra Pradesh,2018,3,5427617,0,Lenovo,122489,0.0225677309213233
219,Andhra Pradesh,2018,3,5427617,0,Others,462313,0.08517789667178063
220,Andhra Pradesh,2018,4,6857409,0,Xiaomi,1753802,0.2557528652585838
221,Andhra Pradesh,2018,4,6857409,0,Samsung,1388061,0.20241770616277957
222,Andhra Pradesh,2018,4,6857409,0,Vivo,1011185,0.1474587559237024
223,Andhra Pradesh,2018,4,6857409,0,Oppo,675093,0.09844724151643865
224,Andhra Pradesh,2018,4,6857409,0,Realme,476746,0.06952275998121156
225,Andhra Pradesh,2018,4,6857409,0,Motorola,250601,0.03654456078090136
226,Andhra Pradesh,2018,4,6857409,0,OnePlus,210161,0.030647289668736397
227,Andhra Pradesh,2018,4,6857409,0,Apple,209737,0.030585458735216172
228,Andhra Pradesh,2018,4,6857409,0,Huawei,176237,0.025700231676424726
229,Andhra Pradesh,2018,4,6857409,0,Lenovo,149583,0.021813340869707494
230,Andhra Pradesh,2018,4,6857409,0,Others,556203,0.08110978942629789
231,Andhra Pradesh,2019,1,8283019,0,Xiaomi,2110547,0.2548040756637163
232,Andhra Pradesh,2019,1,8283019,0,Samsung,1688342,0.2038317188455079
233,Andhra Pradesh,2019,1,8283019,0,Vivo,1262871,0.15246506135021543
234,Andhra Pradesh,2019,1,8283019,0,Oppo,835541,0.10087396877877498
235,Andhra Pradesh,2019,1,8283019,0,Realme,564832,0.06819156155503205
236,Andhra Pradesh,2019,1,8283019,0,Motorola,291830,0.03523232290062355
237,Andhra Pradesh,2019,1,8283019,0,Apple,241108,0.02910871024200234
238,Andhra Pradesh,2019,1,8283019,0,OnePlus,237269,0.028645231889483775
239,Andhra Pradesh,2019,1,8283019,0,Huawei,220082,0.026570263813230417
240,Andhra Pradesh,2019,1,8283019,0,Lenovo,171471,0.020701509920477063
241,Andhra Pradesh,2019,1,8283019,0,Others,659126,0.07957557504093617
242,Andhra Pradesh,2019,2,9389003,81375251,Xiaomi,2389374,0.25448644547243193
243,Andhra Pradesh,2019,2,9389003,81375251,Samsung,1914378,0.20389577040288517
244,Andhra Pradesh,2019,2,9389003,81375251,Vivo,1466695,0.15621413690037164
245,Andhra Pradesh,2019,2,9389003,81375251,Oppo,963352,0.10260429142476576
246,Andhra Pradesh,2019,2,9389003,81375251,Realme,641519,0.0683266370241867
247,Andhra Pradesh,2019,2,9389003,81375251,Motorola,324778,0.03459131922739827
248,Andhra Pradesh,2019,2,9389003,81375251,Apple,264860,0.028209597973288536
249,Andhra Pradesh,2019,2,9389003,81375251,OnePlus,254273,0.027082002210458343
250,Andhra Pradesh,2019,2,9389003,81375251,Huawei,250859,0.026718385328026843
251,Andhra Pradesh,2019,2,9389003,81375251,Lenovo,189151,0.020146015503456544
252,Andhra Pradesh,2019,2,9389003,81375251,Others,729764,0.07772539853273026
253,Andhra Pradesh,2019,3,10458693,310953542,Xiaomi,2656468,0.2539961733268201
254,Andhra Pradesh,2019,3,10458693,310953542,Samsung,2123659,0.20305204483963724
255,Andhra Pradesh,2019,3,10458693,310953542,Vivo,1674109,0.16006866249922433
256,Andhra Pradesh,2019,3,10458693,310953542,Oppo,1087660,0.10399578608914135
257,Andhra Pradesh,2019,3,10458693,310953542,Realme,727964,0.0696037258192778
258,Andhra Pradesh,2019,3,10458693,310953542,Motorola,348910,0.03336076505926697
259,Andhra Pradesh,2019,3,10458693,310953542,Apple,286412,0.02738506618370001
260,Andhra Pradesh,2019,3,10458693,310953542,Huawei,282587,0.02701934170933213
261,Andhra Pradesh,2019,3,10458693,310953542,OnePlus,271100,0.02592102091532852
262,Andhra Pradesh,2019,3,10458693,310953542,Lenovo,194180,0.018566373446471753
263,Andhra Pradesh,2019,3,10458693,310953542,Others,805644,0.07703104011179981
264,Andhra Pradesh,2019,4,11757883,411201518,Xiaomi,2985953,0.25395328393725297
265,Andhra Pradesh,2019,4,11757883,411201518,Samsung,2379139,0.20234416348589282
266,Andhra Pradesh,2019,4,11757883,411201518,Vivo,1922141,0.1634767925484545
267,Andhra Pradesh,2019,4,11757883,411201518,Oppo,1241235,0.10556619758846043
268,Andhra Pradesh,2019,4,11757883,411201518,Realme,844668,0.07183844234544604
269,Andhra Pradesh,2019,4,11757883,411201518,Motorola,381692,0.03246264654955318
270,Andhra Pradesh,2019,4,11757883,411201518,Huawei,317290,0.026985299989802584
271,Andhra Pradesh,2019,4,11757883,411201518,Apple,308354,0.026225299231162617
272,Andhra Pradesh,2019,4,11757883,411201518,OnePlus,286412,0.0243591469654869
273,Andhra Pradesh,2019,4,11757883,411201518,Lenovo,208785,0.01775702309675985
274,Andhra Pradesh,2019,4,11757883,411201518,Others,882214,0.07503170426172807
275,Andhra Pradesh,2020,1,13022060,486513773,Xiaomi,3307542,0.25399529721104036
276,Andhra Pradesh,2020,1,13022060,486513773,Samsung,2622762,0.20140914724705614
277,Andhra Pradesh,2020,1,13022060,486513773,Vivo,2165012,0.16625725883615955
278,Andhra Pradesh,2020,1,13022060,486513773,Oppo,1387060,0.10651617332434346
279,Andhra Pradesh,2020,1,13022060,486513773,Realme,960418,0.0737531542628432
280,Andhra Pradesh,2020,1,13022060,486513773,Motorola,411062,0.0315665877748989
281,Andhra Pradesh,2020,1,13022060,486513773,Huawei,348324,0.026748763252511507
282,Andhra Pradesh,2020,1,13022060,486513773,Apple,329329,0.02529008467170325
283,Andhra Pradesh,2020,1,13022060,486513773,OnePlus,298911,0.022954202330506848
284,Andhra Pradesh,2020,1,13022060,486513773,Lenovo,227154,0.017443783856010493
285,Andhra Pradesh,2020,1,13022060,486513773,Others,964486,0.07406554723292628
286,Andhra Pradesh,2020,2,14319675,494341698,Xiaomi,3635594,0.25388802469329785
287,Andhra Pradesh,2020,2,14319675,494341698,Samsung,2888149,0.2016909601649479
288,Andhra Pradesh,2020,2,14319675,494341698,Vivo,2409399,0.16825793881495216
289,Andhra Pradesh,2020,2,14319675,494341698,Oppo,1535129,0.1072041788657913
290,Andhra Pradesh,2020,2,14319675,494341698,Realme,1072165,0.07487355683700922
291,Andhra Pradesh,2020,2,14319675,494341698,Motorola,445380,0.031102661198665473
292,Andhra Pradesh,2020,2,14319675,494341698,Huawei,379220,0.026482444608554315
293,Andhra Pradesh,2020,2,14319675,494341698,Apple,348938,0.024367731809555735
294,Andhra Pradesh,2020,2,14319675,494341698,OnePlus,309208,0.0215932274999258
295,Andhra Pradesh,2020,2,14319675,494341698,Lenovo,243288,0.01698977106673161
296,Andhra Pradesh,2020,2,14319675,494341698,Others,1053205,0.07354950444056865
297,Andhra Pradesh,2020,3,15692405,696300382,Xiaomi,3978789,0.25354870716120315
298,Andhra Pradesh,2020,3,15692405,696300382,Samsung,3154020,0.2009902242517957
299,Andhra Pradesh,2020,3,15692405,696300382,Vivo,2687996,0.17129280056180043
300,Andhra Pradesh,2020,3,15692405,696300382,Oppo,1695723,0.10806010933314555
301,Andhra Pradesh,2020,3,15692405,696300382,Realme,1207622,0.07695582671999607
302,Andhra Pradesh,2020,3,15692405,696300382,Motorola,477313,0.03041681628787939
303,Andhra Pradesh,2020,3,15692405,696300382,Huawei,408520,0.026032975824929323
304,Andhra Pradesh,2020,3,15692405,696300382,Apple,370327,0.023599123270142467
305,Andhra Pradesh,2020,3,15692405,696300382,OnePlus,322028,0.020521264904901446
306,Andhra Pradesh,2020,3,15692405,696300382,Lenovo,260912,0.01662664199655821
307,Andhra Pradesh,2020,3,15692405,696300382,Others,1129155,0.07195550968764826
308,Andhra Pradesh,2020,4,17076565,869078538,Xiaomi,4325662,0.2533098430509883
309,Andhra Pradesh,2020,4,17076565,869078538,Samsung,3419866,0.20026662270778695
310,Andhra Pradesh,2020,4,17076565,869078538,Vivo,2950572,0.1727848662772636
311,Andhra Pradesh,2020,4,17076565,869078538,Oppo,1856052,0.10869000879275194
312,Andhra Pradesh,2020,4,17076565,869078538,Realme,1361491,0.07972862223755187
313,Andhra Pradesh,2020,4,17076565,869078538,Motorola,506158,0.02964050439886476
314,Andhra Pradesh,2020,4,17076565,869078538,Huawei,437125,0.025597946659647302
315,Andhra Pradesh,2020,4,17076565,869078538,Apple,394191,0.02308374078744759
316,Andhra Pradesh,2020,4,17076565,869078538,OnePlus,336518,0.019706422222502008
317,Andhra Pradesh,2020,4,17076565,869078538,Lenovo,276671,0.016201794681775874
318,Andhra Pradesh,2020,4,17076565,869078538,Others,1212259,0.07098962818341979
319,Andhra Pradesh,2021,1,18363733,957709447,Xiaomi,4644641,0.2529246640647629
320,Andhra Pradesh,2021,1,18363733,957709447,Samsung,3635596,0.19797695817075972
321,Andhra Pradesh,2021,1,18363733,957709447,Vivo,3245151,0.17671521362241543
322,Andhra Pradesh,2021,1,18363733,957709447,Oppo,2010506,0.10948242386229423
323,Andhra Pradesh,2021,1,18363733,957709447,Realme,1531645,0.0834059719774841
324,Andhra Pradesh,2021,1,18363733,957709447,Motorola,518115,0.028214034695451085
325,Andhra Pradesh,2021,1,18363733,957709447,Huawei,455604,0.024809988252388553
326,Andhra Pradesh,2021,1,18363733,957709447,Apple,421002,0.022925730841327305
327,Andhra Pradesh,2021,1,18363733,957709447,OnePlus,355922,0.019381789094842537
328,Andhra Pradesh,2021,1,18363733,957709447,Lenovo,277980,0.015137445093543889
329,Andhra Pradesh,2021,1,18363733,957709447,Others,1267571,0.06902578032473027
330,Andhra Pradesh,2021,2,19620905,1044705436,Xiaomi,4937684,0.25165424326757607
331,Andhra Pradesh,2021,2,19620905,1044705436,Samsung,3798250,0.19358179451967175
332,Andhra Pradesh,2021,2,19620905,1044705436,Vivo,3572140,0.18205786124544204
333,Andhra Pradesh,2021,2,19620905,1044705436,Oppo,2173037,0.11075110959458802
334,Andhra Pradesh,2021,2,19620905,1044705436,Realme,1817804,0.09264628721254192
335,Andhra Pradesh,2021,2,19620905,1044705436,Motorola,503072,0.0256395920575529
336,Andhra Pradesh,2021,2,19620905,1044705436,Apple,450689,0.022969837527881613
337,Andhra Pradesh,2021,2,19620905,1044705436,Huawei,440324,0.022441574432983596
338,Andhra Pradesh,2021,2,19620905,1044705436,OnePlus,394851,0.020123995299910987
