,State,Year,Quarter,District,Transaction_count,Transaction_amount,Transaction_Type
4853,Tamil Nadu,2020,2,thiruvallur,3872452,6511946063.874299,TOTAL
4854,Tamil Nadu,2020,2,kancheepuram,2203060,3393883768.084098,TOTAL
4855,Tamil Nadu,2020,2,salem,1996687,3860454261.651264,TOTAL
4856,Tamil Nadu,2020,2,krishnagiri,1815882,2926042853.456265,TOTAL
4857,Tamil Nadu,2020,2,tiruppur,1672101,2911511483.8182716,TOTAL
4858,Tamil Nadu,2020,2,madurai,1479517,2674909377.665058,TOTAL
4859,Tamil Nadu,2020,2,tiruchirappalli,1239752,2259353198.2312646,TOTAL
4860,Tamil Nadu,2020,3,chennai,17354210,39868873382.45007,TOTAL
4861,Tamil Nadu,2020,3,coimbatore,6742559,13861133095.484821,TOTAL
4862,Tamil Nadu,2020,3,thiruvallur,5496010,10295422113.34424,TOTAL
4863,Tamil Nadu,2020,3,chengalpattu,5205491,7909757202.294512,TOTAL
4864,Tamil Nadu,2020,3,kancheepuram,3333347,5572087481.284176,TOTAL
4865,Tamil Nadu,2020,3,salem,3016579,6990924402.004694,TOTAL
4866,Tamil Nadu,2020,3,krishnagiri,2701216,4989224721.359926,TOTAL
4867,Tamil Nadu,2020,3,tiruppur,2654998,5542739051.315315,TOTAL
4868,Tamil Nadu,2020,3,madurai,2157858,4867134340.423642,TOTAL
4869,Tamil Nadu,2020,3,erode,1662818,3580607368.6476803,TOTAL
4870,Tamil Nadu,2020,4,chennai,24172148,46230345977.314285,TOTAL
4871,Tamil Nadu,2020,4,coimbatore,10473572,18723397961.28515,TOTAL
4872,Tamil Nadu,2020,4,thiruvallur,10184454,17303936393.299397,TOTAL
4873,Tamil Nadu,2020,4,chengalpattu,10168033,13669246947.729094,TOTAL
4874,Tamil Nadu,2020,4,kancheepuram,6509711,9795433898.261469,TOTAL
4875,Tamil Nadu,2020,4,krishnagiri,5011992,9044884706.251482,TOTAL
4876,Tamil Nadu,2020,4,salem,4407759,9865912487.837538,TOTAL
4877,Tamil Nadu,2020,4,tiruppur,4364806,8662796446.594257,TOTAL
4878,Tamil Nadu,2020,4,madurai,3222620,7010358411.213523,TOTAL
4879,Tamil Nadu,2020,4,erode,2534766,5126731992.032161,TOTAL
4880,Tamil Nadu,2021,1,chennai,39623781,67401706552.937416,TOTAL
4881,Tamil Nadu,2021,1,coimbatore,13630124,22657497371.80345,TOTAL
4882,Tamil Nadu,2021,1,chengalpattu,11689531,15537387199.626888,TOTAL
4883,Tamil Nadu,2021,1,thiruvallur,11085004,18895161862.27714,TOTAL
4884,Tamil Nadu,2021,1,kancheepuram,7239244,10815729803.34292,TOTAL
4885,Tamil Nadu,2021,1,salem,5675889,12397067358.312304,TOTAL
4886,Tamil Nadu,2021,1,krishnagiri,5202492,9440763059.482832,TOTAL
4887,Tamil Nadu,2021,1,tiruppur,4975985,9855808601.269077,TOTAL
4888,Tamil Nadu,2021,1,madurai,3516926,7776155489.0908375,TOTAL
4889,Tamil Nadu,2021,1,erode,3015359,6105816825.193925,TOTAL
4890,Tamil Nadu,2021,2,chennai,43737916,74499227803.65169,TOTAL
4891,Tamil Nadu,2021,2,coimbatore,13478464,22760967333.98004,TOTAL
4892,Tamil Nadu,2021,2,thiruvallur,10992425,19318347570.29032,TOTAL
4893,Tamil Nadu,2021,2,chengalpattu,10075805,14457269251.206604,TOTAL
4894,Tamil Nadu,2021,2,kancheepuram,6712965,10372666957.168972,TOTAL
4895,Tamil Nadu,2021,2,salem,6557056,13210082950.603289,TOTAL
4896,Tamil Nadu,2021,2,krishnagiri,5709389,10202810394.134584,TOTAL
4897,Tamil Nadu,2021,2,tiruppur,5150795,9379303653.11161,TOTAL
4898,Tamil Nadu,2021,2,madurai,3953976,8300059490.344873,TOTAL
4899,Tamil Nadu,2021,2,erode,3273510,6223483781.161043,TOTAL
4900,Tamil Nadu,2021,3,chennai,60971210,100463999673.28705,TOTAL
4901,Tamil Nadu,2021,3,coimbatore,20245762,33773953433.75327,TOTAL
4902,Tamil Nadu,2021,3,thiruvallur,15395149,26049988524.55871,TOTAL
4903,Tamil Nadu,2021,3,chengalpattu,14140388,19685011908.637135,TOTAL
4904,Tamil Nadu,2021,3,kancheepuram,9646258,14550143056.676134,TOTAL
4905,Tamil Nadu,2021,3,salem,8972048,18517560410.07822,TOTAL
4906,Tamil Nadu,2021,3,tiruppur,8398025,15282996499.831757,TOTAL
4907,Tamil Nadu,2021,3,krishnagiri,8122339,14578072272.708693,TOTAL
4908,Tamil Nadu,2021,3,madurai,5142737,11208939183.589071,TOTAL
4909,Tamil Nadu,2021,3,erode,4668549,9015063256.621798,TOTAL
4910,Tamil Nadu,2021,4,chennai,76229690,118203166308.69281,TOTAL
4911,Tamil Nadu,2021,4,coimbatore,27081380,43635817078.197556,TOTAL
4912,Tamil Nadu,2021,4,thiruvallur,19146359,31072880036.32846,TOTAL
4913,Tamil Nadu,2021,4,chengalpattu,17730987,23840432091.355568,TOTAL
4914,Tamil Nadu,2021,4,salem,11783515,22754882844.827263,TOTAL
4915,Tamil Nadu,2021,4,kancheepuram,11777894,17286201190.039677,TOTAL
4916,Tamil Nadu,2021,4,tiruppur,11167439,18701118258.10759,TOTAL
4917,Tamil Nadu,2021,4,krishnagiri,10363352,18220873236.79904,TOTAL
4918,Tamil Nadu,2021,4,madurai,6309318,13464800515.296556,TOTAL
4919,Tamil Nadu,2021,4,erode,6109637,11279232350.572424,TOTAL
4920,Tamil Nadu,2022,1,chennai,87458453,135444152912.82495,TOTAL
4921,Tamil Nadu,2022,1,coimbatore,30679187,51963955887.092926,TOTAL
4922,Tamil Nadu,2022,1,thiruvallur,21243322,35412374869.40968,TOTAL
4923,Tamil Nadu,2022,1,chengalpattu,19802491,27209616572.77708,TOTAL
4924,Tamil Nadu,2022,1,salem,13278693,26325325605.86054,TOTAL
4925,Tamil Nadu,2022,1,kancheepuram,13219354,19642924522.879723,TOTAL
4926,Tamil Nadu,2022,1,tiruppur,12755181,20994558968.024055,TOTAL
4927,Tamil Nadu,2022,1,krishnagiri,11729353,20650466208.670746,TOTAL
4928,Tamil Nadu,2022,1,madurai,7084562,15309320989.586182,TOTAL
4929,Tamil Nadu,2022,1,erode,6860000,12788323701.47359,TOTAL
4930,Tamil Nadu,2022,2,chennai,105344784,154665269695.64178,TOTAL
4931,Tamil Nadu,2022,2,coimbatore,36695888,59260276493.124756,TOTAL
4932,Tamil Nadu,2022,2,thiruvallur,25490825,40588215771.8699,TOTAL
4933,Tamil Nadu,2022,2,chengalpattu,25456618,33118244166.512466,TOTAL
4934,Tamil Nadu,2022,2,salem,16106627,30338068694.55334,TOTAL
4935,Tamil Nadu,2022,2,kancheepuram,15868496,22731542491.811836,TOTAL
4936,Tamil Nadu,2022,2,tiruppur,15482000,23838727353.10485,TOTAL
4937,Tamil Nadu,2022,2,krishnagiri,13942838,24721054679.65894,TOTAL
4938,Tamil Nadu,2022,2,madurai,8320838,17264493941.688946,TOTAL
4939,Tamil Nadu,2022,2,erode,8037374,14313011584.19171,TOTAL
4940,Tamil Nadu,2022,3,chengalpattu,78987490,106079722725.66629,TOTAL
4941,Tamil Nadu,2022,3,coimbatore,43610373,63815834929.8924,TOTAL
4942,Tamil Nadu,2022,3,chennai,42908667,65344650467.52282,TOTAL
4943,Tamil Nadu,2022,3,salem,31403065,50435972371.68587,TOTAL
4944,Tamil Nadu,2022,3,thiruvallur,25690184,40124901027.15739,TOTAL
4945,Tamil Nadu,2022,3,madurai,18854500,34963057317.53805,TOTAL
4946,Tamil Nadu,2022,3,tiruppur,17847117,25599159008.871284,TOTAL
4947,Tamil Nadu,2022,3,kancheepuram,16476680,22598905113.9707,TOTAL
4948,Tamil Nadu,2022,3,krishnagiri,14932340,25680854032.527496,TOTAL
4949,Tamil Nadu,2022,3,erode,9576460,15897874506.90147,TOTAL
4950,Tamil Nadu,2022,4,chengalpattu,109159290,143850411731.03558,TOTAL
4951,Tamil Nadu,2022,4,coimbatore,40259816,56926594389.6588,TOTAL
4952,Tamil Nadu,2022,4,chennai,36087169,52708969517.53118,TOTAL
4953,Tamil Nadu,2022,4,salem,33193962,52189264730.86203,TOTAL
4954,Tamil Nadu,2022,4,thiruvallur,27335584,41018657465.028946,TOTAL
4955,Tamil Nadu,2022,4,madurai,21930141,39075713283.65903,TOTAL
4956,Tamil Nadu,2022,4,tiruppur,20078625,27993817372.884705,TOTAL
4957,Tamil Nadu,2022,4,kancheepuram,17540782,22979273761.17815,TOTAL
4958,Tamil Nadu,2022,4,krishnagiri,16419186,27528800881.08297,TOTAL
4959,Tamil Nadu,2022,4,tiruchirappalli,10348183,18674871633.798847,TOTAL
4960,Telangana,2018,1,hyderabad,2545507,4287223789.76588,TOTAL
4961,Telangana,2018,1,rangareddy,1459174,2677304926.137567,TOTAL
4962,Telangana,2018,1,medchal malkajgiri,1131530,1912837340.5006719,TOTAL
4963,Telangana,2018,1,warangal urban,349165,421074106.9897361,TOTAL
4964,Telangana,2018,1,sangareddy,291510,399236233.1575477,TOTAL
4965,Telangana,2018,1,karimnagar,224324,271526470.0733862,TOTAL
4966,Telangana,2018,1,nalgonda,204137,267825160.50370258,TOTAL
4967,Telangana,2018,1,khammam,183964,245857422.18747443,TOTAL
4968,Telangana,2018,1,peddapalle,169274,199610181.17809594,TOTAL
4969,Telangana,2018,1,siddipet,144429,197965017.999628,TOTAL
4970,Telangana,2018,2,hyderabad,3156805,6628159910.681627,TOTAL
4971,Telangana,2018,2,rangareddy,1939856,4360690897.522385,TOTAL
4972,Telangana,2018,2,medchal malkajgiri,1459884,3122661501.184857,TOTAL
4973,Telangana,2018,2,warangal urban,385360,729207663.2999268,TOTAL
4974,Telangana,2018,2,sangareddy,370126,717109835.7001467,TOTAL
4975,Telangana,2018,2,karimnagar,253264,526580356.2041131,TOTAL
4976,Telangana,2018,2,nalgonda,246677,552006649.1379006,TOTAL
4977,Telangana,2018,2,khammam,239474,532458838.37570375,TOTAL
4978,Telangana,2018,2,peddapalle,214900,413454435.3323817,TOTAL
4979,Telangana,2018,2,bhadradri kothagudem,189793,504562629.3259425,TOTAL
4980,Telangana,2018,3,hyderabad,5786941,9503554478.108147,TOTAL
4981,Telangana,2018,3,rangareddy,3664948,6264254849.276553,TOTAL
4982,Telangana,2018,3,medchal malkajgiri,2684484,4630531106.973803,TOTAL
4983,Telangana,2018,3,warangal urban,952314,1158736730.452106,TOTAL
4984,Telangana,2018,3,nirmal,594160,443226269.8771687,TOTAL
4985,Telangana,2018,3,karimnagar,567417,773038295.5637382,TOTAL
4986,Telangana,2018,3,sangareddy,545979,1010420934.8381689,TOTAL
4987,Telangana,2018,3,nalgonda,336447,645159574.9435833,TOTAL
4988,Telangana,2018,3,peddapalle,334825,548785775.8472054,TOTAL
4989,Telangana,2018,3,khammam,299774,611486713.5820062,TOTAL
4990,Telangana,2018,4,hyderabad,9360515,14727846731.548256,TOTAL
4991,Telangana,2018,4,rangareddy,5803319,9396311751.227482,TOTAL
4992,Telangana,2018,4,medchal malkajgiri,4598129,7288821271.332445,TOTAL
4993,Telangana,2018,4,warangal urban,917418,1553820916.0367613,TOTAL
4994,Telangana,2018,4,sangareddy,868099,1617023609.7333188,TOTAL
4995,Telangana,2018,4,karimnagar,597642,1058366451.9186106,TOTAL
4996,Telangana,2018,4,nalgonda,520637,1111613192.9887385,TOTAL
4997,Telangana,2018,4,khammam,462678,958128373.8025742,TOTAL
4998,Telangana,2018,4,siddipet,414378,824913162.382491,TOTAL
4999,Telangana,2018,4,peddapalle,390467,777939864.6081892,TOTAL
5000,Telangana,2019,1,hyderabad,24838664,34892156029.40753,TOTAL
5001,Telangana,2019,1,rangareddy,12952050,17677048557.632526,TOTAL
5002,Telangana,2019,1,medchal malkajgiri,10127087,13392043971.075241,TOTAL
5003,Telangana,2019,1,warangal urban,1953906,2836690647.8977265,TOTAL
5004,Telangana,2019,1,sangareddy,1782207,2801488635.44757,TOTAL
5005,Telangana,2019,1,karimnagar,1088155,1693944274.3067384,TOTAL
5006,Telangana,2019,1,nalgonda,995740,1769178906.7148075,TOTAL
5007,Telangana,2019,1,khammam,854495,1481079756.3855424,TOTAL
5008,Telangana,2019,1,siddipet,841516,1380114923.8328254,TOTAL
5009,Telangana,2019,1,nizamabad,705541,1347187035.3619022,TOTAL
5010,Telangana,2019,2,hyderabad,43511186,73949377453.0185,TOTAL
5011,Telangana,2019,2,rangareddy,16348519,25359412038.382965,TOTAL
5012,Telangana,2019,2,medchal malkajgiri,11891107,17462610963.470375,TOTAL
5013,Telangana,2019,2,warangal urban,2185190,3832142348.1167383,TOTAL
5014,Telangana,2019,2,sangareddy,1920044,3684548498.9737563,TOTAL
5015,Telangana,2019,2,karimnagar,1090639,2218679006.703639,TOTAL
5016,Telangana,2019,2,nalgonda,982589,2323581176.516111,TOTAL
5017,Telangana,2019,2,khammam,926878,2063514016.2549326,TOTAL
5018,Telangana,2019,2,siddipet,821209,1837834819.208163,TOTAL
5019,Telangana,2019,2,nizamabad,782289,1812827883.3205523,TOTAL
5020,Telangana,2019,3,hyderabad,55159072,96365182751.25804,TOTAL
5021,Telangana,2019,3,rangareddy,23655175,33663962263.155968,TOTAL
5022,Telangana,2019,3,medchal malkajgiri,17492750,23256556346.306458,TOTAL
5023,Telangana,2019,3,warangal urban,3280635,5206094337.716869,TOTAL
5024,Telangana,2019,3,sangareddy,2699670,4722370404.586679,TOTAL
5025,Telangana,2019,3,karimnagar,1604219,2911171015.4164953,TOTAL
5026,Telangana,2019,3,khammam,1352931,2602393109.2431,TOTAL
5027,Telangana,2019,3,nalgonda,1306394,2779870436.4339104,TOTAL
5028,Telangana,2019,3,nizamabad,1143733,2214953316.84891,TOTAL
5029,Telangana,2019,3,siddipet,1075629,2226176148.8370996,TOTAL
5030,Telangana,2019,4,hyderabad,72987282,130230415629.30252,TOTAL
5031,Telangana,2019,4,rangareddy,31237803,44757331443.568375,TOTAL
5032,Telangana,2019,4,medchal malkajgiri,22999944,31417907129.793076,TOTAL
5033,Telangana,2019,4,warangal urban,4698981,7877138784.222425,TOTAL
5034,Telangana,2019,4,sangareddy,3687957,6643761917.41535,TOTAL
5035,Telangana,2019,4,karimnagar,2289360,4404111000.947508,TOTAL
5036,Telangana,2019,4,nalgonda,1934313,4432868129.214613,TOTAL
5037,Telangana,2019,4,khammam,1917973,3902061676.7459927,TOTAL
5038,Telangana,2019,4,nizamabad,1638281,3627249339.2387323,TOTAL
5039,Telangana,2019,4,siddipet,1508776,3271349293.2839117,TOTAL
5040,Telangana,2020,1,hyderabad,94177232,183207208610.81787,TOTAL
5041,Telangana,2020,1,rangareddy,31802492,45881228273.95146,TOTAL
5042,Telangana,2020,1,medchal malkajgiri,25458101,37404467180.931694,TOTAL
5043,Telangana,2020,1,warangal urban,6200767,12008422912.496418,TOTAL
5044,Telangana,2020,1,sangareddy,4610027,8691296108.435516,TOTAL
5045,Telangana,2020,1,karimnagar,3037633,6437076498.978258,TOTAL
5046,Telangana,2020,1,nalgonda,2636023,6345459438.726551,TOTAL
5047,Telangana,2020,1,khammam,2537352,5525879243.728758,TOTAL
5048,Telangana,2020,1,nizamabad,2202642,4951415940.342635,TOTAL
5049,Telangana,2020,1,siddipet,1912271,4387174573.133842,TOTAL
5050,Telangana,2020,2,hyderabad,56374644,130820061488.30273,TOTAL
5051,Telangana,2020,2,rangareddy,18068048,31273545586.261536,TOTAL
5052,Telangana,2020,2,medchal malkajgiri,17860704,29732057894.607735,TOTAL
5053,Telangana,2020,2,warangal urban,6239185,13617334891.581213,TOTAL
5054,Telangana,2020,2,sangareddy,4807036,8780427655.861984,TOTAL
5055,Telangana,2020,2,nalgonda,3786127,8540610042.867538,TOTAL
5056,Telangana,2020,2,khammam,3329665,7845967966.504283,TOTAL
5057,Telangana,2020,2,karimnagar,3030914,6621194087.94509,TOTAL
5058,Telangana,2020,2,nizamabad,2750473,6638415628.443302,TOTAL
5059,Telangana,2020,2,siddipet,2417054,5240899389.901978,TOTAL
5060,Telangana,2020,3,hyderabad,99285803,228448742377.47607,TOTAL
5061,Telangana,2020,3,rangareddy,29573243,51787722036.044556,TOTAL
5062,Telangana,2020,3,medchal malkajgiri,28698311,48831695001.78223,TOTAL
5063,Telangana,2020,3,warangal urban,7847624,17470830635.334423,TOTAL
5064,Telangana,2020,3,sangareddy,6800085,12980683896.976254,TOTAL
5065,Telangana,2020,3,nalgonda,5228596,12019426389.403297,TOTAL
5066,Telangana,2020,3,khammam,4612672,10624076063.27388,TOTAL
5067,Telangana,2020,3,karimnagar,4242409,9665080706.228874,TOTAL
5068,Telangana,2020,3,nizamabad,3738711,8812060816.702126,TOTAL
5069,Telangana,2020,3,bhadradri kothagudem,3196550,7671316620.377354,TOTAL
5070,Telangana,2020,4,hyderabad,117008707,243045184188.28204,TOTAL
5071,Telangana,2020,4,rangareddy,53405219,89256130453.08658,TOTAL
5072,Telangana,2020,4,medchal malkajgiri,49900746,81801106073.41168,TOTAL
5073,Telangana,2020,4,warangal urban,11918795,25712185991.211586,TOTAL
5074,Telangana,2020,4,sangareddy,11444304,22088541539.150494,TOTAL
5075,Telangana,2020,4,nalgonda,7966177,19282405659.535854,TOTAL
5076,Telangana,2020,4,khammam,7035947,16464448770.047258,TOTAL
5077,Telangana,2020,4,karimnagar,6853847,15369367186.01585,TOTAL
5078,Telangana,2020,4,nizamabad,5857682,15245199022.577251,TOTAL
5079,Telangana,2020,4,bhadradri kothagudem,5185352,12782078782.234629,TOTAL
5080,Telangana,2021,1,hyderabad,169703372,316572388133.78735,TOTAL
5081,Telangana,2021,1,rangareddy,60675056,98883148961.30931,TOTAL
5082,Telangana,2021,1,medchal malkajgiri,54854446,87516738646.29623,TOTAL
5083,Telangana,2021,1,warangal urban,13629397,28292658503.028103,TOTAL
5084,Telangana,2021,1,sangareddy,12350347,23546322114.765312,TOTAL
5085,Telangana,2021,1,nalgonda,8018559,19628854223.15605,TOTAL
5086,Telangana,2021,1,khammam,7140986,17657527187.368073,TOTAL
5087,Telangana,2021,1,karimnagar,6934134,15385243676.854752,TOTAL
5088,Telangana,2021,1,nizamabad,5831809,14665519256.295437,TOTAL
5089,Telangana,2021,1,bhadradri kothagudem,5386614,13659056643.17039,TOTAL
5090,Telangana,2021,2,hyderabad,212326623,424872741465.13696,TOTAL
5091,Telangana,2021,2,rangareddy,63155281,113987187628.93881,TOTAL
5092,Telangana,2021,2,medchal malkajgiri,58755991,102864360004.68025,TOTAL
5093,Telangana,2021,2,warangal urban,15534189,35324332007.02503,TOTAL
5094,Telangana,2021,2,sangareddy,14851128,28799723416.87831,TOTAL
5095,Telangana,2021,2,nalgonda,10161723,25305904142.337223,TOTAL
5096,Telangana,2021,2,khammam,9096326,23771340184.86827,TOTAL
5097,Telangana,2021,2,karimnagar,8548354,20534233590.75627,TOTAL
5098,Telangana,2021,2,nizamabad,7753597,21755545090.473732,TOTAL
5099,Telangana,2021,2,bhadradri kothagudem,6854796,16726841230.685331,TOTAL
5100,Telangana,2021,3,hyderabad,262028284,479343321365.37256,TOTAL
5101,Telangana,2021,3,rangareddy,87884143,147772047919.14047,TOTAL
5102,Telangana,2021,3,medchal malkajgiri,79514766,130838255095.6952,TOTAL
5103,Telangana,2021,3,warangal urban,20050897,41422180516.83781,TOTAL
5104,Telangana,2021,3,sangareddy,18758999,33876669677.960114,TOTAL
5105,Telangana,2021,3,nalgonda,11844124,26760618927.739136,TOTAL
5106,Telangana,2021,3,khammam,10938504,25395360624.33412,TOTAL
5107,Telangana,2021,3,karimnagar,10704240,23540118368.011086,TOTAL
5108,Telangana,2021,3,nizamabad,9331288,22809748582.059334,TOTAL
5109,Telangana,2021,3,bhadradri kothagudem,8176066,18135807092.898582,TOTAL
5110,Telangana,2021,4,hyderabad,325636475,582079170534.0186,TOTAL
5111,Telangana,2021,4,rangareddy,111354739,188838966046.13513,TOTAL
5112,Telangana,2021,4,medchal malkajgiri,98780634,164568262330.06238,TOTAL
5113,Telangana,2021,4,warangal urban,24530882,50725020756.70877,TOTAL
5114,Telangana,2021,4,sangareddy,23598968,43773604056.366425,TOTAL
5115,Telangana,2021,4,nalgonda,14645444,33883155723.957207,TOTAL
5116,Telangana,2021,4,khammam,13424236,31245204308.11756,TOTAL
5117,Telangana,2021,4,karimnagar,13040240,29149229156.48455,TOTAL
5118,Telangana,2021,4,nizamabad,12113902,31740368651.355705,TOTAL
5119,Telangana,2021,4,bhadradri kothagudem,10121890,22567782620.241013,TOTAL
5120,Telangana,2022,1,hyderabad,372711414,661512502141.0775,TOTAL
5121,Telangana,2022,1,rangareddy,127675017,216609881380.40106,TOTAL
5122,Telangana,2022,1,medchal malkajgiri,110893187,185168270983.38605,TOTAL
5123,Telangana,2022,1,warangal urban,27504554,56954288260.23642,TOTAL
5124,Telangana,2022,1,sangareddy,27250369,50754041229.75235,TOTAL
5125,Telangana,2022,1,nalgonda,17014104,39284842780.64408,TOTAL
5126,Telangana,2022,1,khammam,15266245,35894472741.54594,TOTAL
5127,Telangana,2022,1,karimnagar,14698433,32332888869.973804,TOTAL
5128,Telangana,2022,1,nizamabad,13749642,33996713436.015533,TOTAL
5129,Telangana,2022,1,siddipet,11464769,25404779557.018036,TOTAL
5130,Telangana,2022,2,hyderabad,446470234,775908693266.7238,TOTAL
5131,Telangana,2022,2,rangareddy,161888380,267052522620.51453,TOTAL
5132,Telangana,2022,2,medchal malkajgiri,134114768,221257316347.7198,TOTAL
5133,Telangana,2022,2,warangal urban,32791256,66551476649.13394,TOTAL
5134,Telangana,2022,2,sangareddy,32680472,59585382581.45032,TOTAL
5135,Telangana,2022,2,nalgonda,19977314,44558915742.72007,TOTAL
5136,Telangana,2022,2,khammam,17688119,40474391433.33105,TOTAL
5137,Telangana,2022,2,karimnagar,17621343,38465054891.36155,TOTAL
5138,Telangana,2022,2,nizamabad,16389018,40970987322.057236,TOTAL
5139,Telangana,2022,2,siddipet,13598517,29087166428.464252,TOTAL
5140,Telangana,2022,3,hyderabad,1018658174,1586047443981.7905,TOTAL
5141,Telangana,2022,3,rangareddy,169029273,272598081405.12265,TOTAL
5142,Telangana,2022,3,medchal malkajgiri,136384039,223442008167.9499,TOTAL
5143,Telangana,2022,3,sangareddy,33187414,57832647223.37013,TOTAL
5144,Telangana,2022,3,warangal urban,27244856,55794322100.977005,TOTAL
5145,Telangana,2022,3,nalgonda,19442094,40798032880.70633,TOTAL
5146,Telangana,2022,3,karimnagar,17095584,36478353448.996735,TOTAL
5147,Telangana,2022,3,khammam,17010697,36789751400.92127,TOTAL
5148,Telangana,2022,3,nizamabad,15374558,35480941123.20821,TOTAL
5149,Telangana,2022,3,siddipet,12900290,27570105119.137543,TOTAL
5150,Telangana,2022,4,hyderabad,1133829812,1753799022390.8735,TOTAL
5151,Telangana,2022,4,rangareddy,191136402,295773661437.69385,TOTAL
5152,Telangana,2022,4,medchal malkajgiri,151514969,237726926269.25772,TOTAL
5153,Telangana,2022,4,sangareddy,38000808,64649951913.2422,TOTAL
5154,Telangana,2022,4,warangal urban,29269688,57991182917.37883,TOTAL
5155,Telangana,2022,4,nalgonda,21928009,45517531285.29773,TOTAL
5156,Telangana,2022,4,karimnagar,19056918,39357490540.69414,TOTAL
5157,Telangana,2022,4,khammam,18924276,39626352507.58298,TOTAL
5158,Telangana,2022,4,nizamabad,18308473,42744693427.90993,TOTAL
5159,Telangana,2022,4,siddipet,14715170,30384216197.138824,TOTAL
5160,Tripura,2018,1,west tripura,70467,68418341.27939591,TOTAL
5161,Tripura,2018,1,south tripura,18338,13785118.334229639,TOTAL
5162,Tripura,2018,1,sepahijala,14107,13224752.635975957,TOTAL
5163,Tripura,2018,1,gomati,12229,11277259.25510255,TOTAL
5164,Tripura,2018,1,north tripura,9915,10869174.626601541,TOTAL
5165,Tripura,2018,1,dhalai,9195,8812172.047209244,TOTAL
5166,Tripura,2018,1,khowai,8838,7242490.357963288,TOTAL
5167,Tripura,2018,1,unakoti,5068,4349605.99414449,TOTAL
5168,Tripura,2018,2,west tripura,108318,127784098.63368198,TOTAL
5169,Tripura,2018,2,south tripura,22366,18977158.301921178,TOTAL
5170,Tripura,2018,2,sepahijala,18815,23613654.4908289,TOTAL
5171,Tripura,2018,2,gomati,16000,15955619.88335196,TOTAL
5172,Tripura,2018,2,dhalai,14563,15283111.134383248,TOTAL
5173,Tripura,2018,2,north tripura,13859,16015790.907680927,TOTAL
5174,Tripura,2018,2,khowai,11440,12338889.10193297,TOTAL
5175,Tripura,2018,2,unakoti,9198,6923396.262354777,TOTAL
5176,Tripura,2018,3,west tripura,168029,229530961.76904222,TOTAL
5177,Tripura,2018,3,south tripura,49250,45613113.08085985,TOTAL
5178,Tripura,2018,3,gomati,34380,36259157.953162886,TOTAL
5179,Tripura,2018,3,sepahijala,33646,39779005.11547229,TOTAL
5180,Tripura,2018,3,unakoti,29360,19643274.575087894,TOTAL
5181,Tripura,2018,3,north tripura,25747,30157424.752639703,TOTAL
5182,Tripura,2018,3,dhalai,22350,31331691.36689817,TOTAL
5183,Tripura,2018,3,khowai,14941,21548759.427429266,TOTAL
5184,Tripura,2018,4,west tripura,192827,305112898.56606925,TOTAL
5185,Tripura,2018,4,sepahijala,53688,62851730.05123251,TOTAL
5186,Tripura,2018,4,south tripura,49820,66095950.12312652,TOTAL
5187,Tripura,2018,4,gomati,38970,48523976.18040443,TOTAL
5188,Tripura,2018,4,north tripura,34385,44032488.7756635,TOTAL
5189,Tripura,2018,4,dhalai,28775,46429185.35186546,TOTAL
5190,Tripura,2018,4,khowai,26880,33718919.53354463,TOTAL
5191,Tripura,2018,4,unakoti,22714,18120450.88253949,TOTAL
5192,Tripura,2019,1,west tripura,269281,356302222.87033004,TOTAL
5193,Tripura,2019,1,sepahijala,65545,79750942.69844744,TOTAL
5194,Tripura,2019,1,south tripura,64445,78239589.10235174,TOTAL
5195,Tripura,2019,1,gomati,51994,62247963.56023827,TOTAL
5196,Tripura,2019,1,khowai,36291,41097809.268162064,TOTAL
5197,Tripura,2019,1,north tripura,35513,53359801.416677624,TOTAL
5198,Tripura,2019,1,dhalai,33295,57107027.86254053,TOTAL
5199,Tripura,2019,1,unakoti,24562,28789584.83707358,TOTAL
5200,Tripura,2019,2,west tripura,259708,400168803.61725503,TOTAL
5201,Tripura,2019,2,south tripura,58687,93657802.46878463,TOTAL
5202,Tripura,2019,2,sepahijala,51675,91802336.89096056,TOTAL
5203,Tripura,2019,2,gomati,44671,72233524.18215181,TOTAL
5204,Tripura,2019,2,dhalai,35446,57168085.150431305,TOTAL
5205,Tripura,2019,2,north tripura,34750,57253647.84893566,TOTAL
5206,Tripura,2019,2,khowai,27357,39594573.11367641,TOTAL
5207,Tripura,2019,2,unakoti,20264,29942709.57518096,TOTAL
5208,Tripura,2019,3,west tripura,370916,501659348.30598545,TOTAL
5209,Tripura,2019,3,south tripura,66682,99290824.56459549,TOTAL
5210,Tripura,2019,3,sepahijala,64021,100769508.41196784,TOTAL
5211,Tripura,2019,3,gomati,60249,87365263.29836246,TOTAL
5212,Tripura,2019,3,north tripura,49503,71077675.08774427,TOTAL
5213,Tripura,2019,3,dhalai,44468,71345910.41205536,TOTAL
5214,Tripura,2019,3,khowai,31061,48267493.19735644,TOTAL
5215,Tripura,2019,3,unakoti,24817,37601399.539157376,TOTAL
5216,Tripura,2019,4,west tripura,394538,585934433.558359,TOTAL
5217,Tripura,2019,4,south tripura,76273,115116709.40717971,TOTAL
5218,Tripura,2019,4,sepahijala,73165,126608014.74795961,TOTAL
5219,Tripura,2019,4,gomati,72919,107373443.70576558,TOTAL
5220,Tripura,2019,4,north tripura,61226,90362263.2944589,TOTAL
5221,Tripura,2019,4,dhalai,52188,79988122.42796019,TOTAL
